case_id	has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class	sample	source_format	oracle_root	variant	rhwp_pages	pdf_pages	page_smoke_verdict	cheap_reason	honest_claim	allowed_tools	blocked_tools	contract_source
v-oracle-015301	0	?	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/정보공개/case-1378-37.hwp	hwp	none	unmatched	22	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-015302	0	?	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/민원회신/case-1378-38.hwpx	hwpx	none	unmatched	23	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-015303	0	?	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/훈령별표/case-1378-39.hwp	hwp	none	unmatched	24	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-015304	0	?	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/기안문/case-1379-40.hwpx	hwpx	none	unmatched	25	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-015305	1	?	0	0	0	ORACLE_UNVERSIONED	samples/편람/case-1379-41.hwp	hwp	pdf	print	26	28	MISMATCH	counts_numeric_but_other_preflight_failed	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-015306	1	?	0	0	1	ORACLE_UNVERSIONED	samples/시험지/case-1379-42.hwpx	hwpx	pdf-2020	print	27	30	MISMATCH	preflight_ok	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-015307	1	?	0	1	0	ORACLE_UNVERSIONED	samples/훈령/case-1379-43.hwp	hwp	pdf-large	print	28	32	MISMATCH	counts_numeric_but_other_preflight_failed	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-015308	1	?	0	1	1	ORACLE_UNVERSIONED	samples/고시/case-1379-44.hwpx	hwpx	pdf	hancom	29	34	MISMATCH	preflight_ok	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-015309	1	?	1	0	0	ORACLE_UNVERSIONED	samples/공고문/case-1379-45.hwp	hwp	pdf-2020	hancom	30	30	ERROR	page_smoke_error_or_lfs_or_run_state_missing	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-015310	1	?	1	0	1	ORACLE_UNVERSIONED	samples/회의록/case-1379-46.hwpx	hwpx	pdf-large	hancom	31	31	MATCH	preflight_ok	PDF 경로는 있으나 한컴 공식 연도로 묶이지 않는다. 한컴 공식 오라클로 신뢰하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
