case_id	has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class	sample	source_format	oracle_root	variant	rhwp_pages	pdf_pages	page_smoke_verdict	cheap_reason	honest_claim	allowed_tools	blocked_tools	contract_source
v-oracle-076501	0	2018+2020+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/회의록/case-6894-84.hwp	hwp	none	unmatched	8	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-076502	0	2018+2020+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/예산서/case-6894-85.hwpx	hwpx	none	unmatched	9	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-076503	0	2018+2020+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/결산서/case-6894-86.hwp	hwp	none	unmatched	10	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-076504	0	2018+2020+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/계약서/case-6894-87.hwpx	hwpx	none	unmatched	11	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-076505	1	2018+2020+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH	samples/용역보고서/case-6894-88.hwp	hwp	pdf-2020	no-ttf	12	13	MISMATCH	counts_numeric_but_other_preflight_failed	버전 있는 한컴 PDF 와 rhwp dump-pages 쪽수가 다르다. 이것은 독립 오라클의 값싼 주장이다(page_smoke MISMATCH).	tools/oracle_public/page_smoke.py|rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.page_smoke
v-oracle-076506	1	2018+2020+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH	samples/학술논문/case-6894-89.hwpx	hwpx	pdf-large	no-ttf	13	15	MISMATCH	preflight_ok	버전 있는 한컴 PDF 와 rhwp dump-pages 쪽수가 다르다. 이것은 독립 오라클의 값싼 주장이다(page_smoke MISMATCH).	tools/oracle_public/page_smoke.py|rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.page_smoke
v-oracle-076507	1	2018+2020+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH	samples/입법예고/case-6894-90.hwp	hwp	pdf	print	14	17	MISMATCH	counts_numeric_but_other_preflight_failed	버전 있는 한컴 PDF 와 rhwp dump-pages 쪽수가 다르다. 이것은 독립 오라클의 값싼 주장이다(page_smoke MISMATCH).	tools/oracle_public/page_smoke.py|rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.page_smoke
v-oracle-076508	1	2018+2020+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH	samples/보도자료/case-6894-91.hwpx	hwpx	pdf-2020	print	15	19	MISMATCH	preflight_ok	버전 있는 한컴 PDF 와 rhwp dump-pages 쪽수가 다르다. 이것은 독립 오라클의 값싼 주장이다(page_smoke MISMATCH).	tools/oracle_public/page_smoke.py|rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.page_smoke
v-oracle-076509	1	2018+2020+2024	1	0	0	ORACLE_CHEAP_FAIL	samples/내부결재/case-6894-92.hwp	hwp	pdf-large	print	16	16	ERROR	page_smoke_error_or_lfs_or_run_state_missing	한컴 PDF 와 연도는 있으나 page_smoke ERROR / LFS / run-state 누락 등 값싼 게이트가 실패했다. 시각 오라클 대조를 열지 않는다.	tools/oracle_public/page_smoke.py	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.page_smoke
v-oracle-076510	1	2018+2020+2024	1	0	1	ORACLE_BLOCKED_BY_SELF	samples/수신문서/case-6894-93.hwpx	hwpx	pdf	hancom	17	17	MATCH	preflight_ok	한컴 PDF 는 쓸 수 있으나 render-diff A==A 가 실패했다. 자기 렌더가 불안정한 채 공식 PDF 시각 일치를 주장하지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
