case_id	has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class	sample	source_format	oracle_root	variant	rhwp_pages	pdf_pages	page_smoke_verdict	cheap_reason	honest_claim	allowed_tools	blocked_tools	contract_source
v-oracle-091801	1	2010!2020	0	0	0	ORACLE_MULTIVER_DISAGREE	samples/시험지/case-8273-23.hwpx	hwpx	pdf-2020	hancom	28	31	MISMATCH	counts_numeric_but_other_preflight_failed	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091802	1	2010!2020	0	0	1	ORACLE_MULTIVER_DISAGREE	samples/훈령/case-8273-24.hwp	hwp	pdf-large	hancom	29	33	MISMATCH	preflight_ok	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091803	1	2010!2020	0	1	0	ORACLE_MULTIVER_DISAGREE	samples/고시/case-8273-25.hwpx	hwpx	pdf	plain	30	35	MISMATCH	counts_numeric_but_other_preflight_failed	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091804	1	2010!2020	0	1	1	ORACLE_MULTIVER_DISAGREE	samples/공고문/case-8273-26.hwp	hwp	pdf-2020	plain	31	32	MISMATCH	preflight_ok	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091805	1	2010!2020	1	0	0	ORACLE_MULTIVER_DISAGREE	samples/회의록/case-8273-27.hwpx	hwpx	pdf-large	plain	32	32	ERROR	page_smoke_error_or_lfs_or_run_state_missing	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091806	1	2010!2020	1	0	1	ORACLE_MULTIVER_DISAGREE	samples/예산서/case-8273-28.hwp	hwp	pdf	hwp	33	33	MATCH	preflight_ok	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091807	1	2010!2020	1	1	0	ORACLE_MULTIVER_DISAGREE	samples/결산서/case-8273-29.hwpx	hwpx	pdf-2020	hwp	34	34	ERROR	page_smoke_error_or_lfs_or_run_state_missing	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091808	1	2010!2020	1	1	1	ORACLE_MULTIVER_DISAGREE	samples/계약서/case-8273-30.hwp	hwp	pdf-large	hwp	35	35	MATCH	preflight_ok	같은 stem 의 한컴 버전 PDF 쪽수가 갈린다(multiver_index page_count_disagree). 한 연도를 정답지로 고르지 않는다.	tools/oracle_public/multiver_index.py	tools/fidelity_compare|scripts/visual_sweep.py|pin-year-without-evidence	oracle_public.multiver_index
v-oracle-091809	0	2010!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/용역보고서/case-8273-31.hwpx	hwpx	none	unmatched	36	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-091810	0	2010!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/학술논문/case-8273-32.hwp	hwp	none	unmatched	37	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
