case_id	has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class	sample	source_format	oracle_root	variant	rhwp_pages	pdf_pages	page_smoke_verdict	cheap_reason	honest_claim	allowed_tools	blocked_tools	contract_source
v-oracle-084151	0	2026	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/개인정보/case-7603-73.hwp	hwp	none	unmatched	29	0	UNPAIRED	self_pagecount_unavailable	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-084152	0	2026	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF	samples/정보공개/case-7603-74.hwpx	hwpx	none	unmatched	30	0	UNPAIRED	preflight_ok	한컴 PDF가 없는데 버전 토큰이 붙어 있다. oracle_resolver unmatched 행에 공식 연도를 심을 수 없다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	render-diff+dump-pages
v-oracle-084153	1	2026	0	0	0	ORACLE_YEAR_OUT_OF_CONTRACT	samples/민원회신/case-7603-75.hwp	hwp	pdf	hwpx	31	35	MISMATCH	counts_numeric_but_other_preflight_failed	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084154	1	2026	0	0	1	ORACLE_YEAR_OUT_OF_CONTRACT	samples/훈령별표/case-7603-76.hwpx	hwpx	pdf-2020	hwpx	32	37	MISMATCH	preflight_ok	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084155	1	2026	0	1	0	ORACLE_YEAR_OUT_OF_CONTRACT	samples/기안문/case-7604-77.hwp	hwp	pdf-large	hwpx	33	34	MISMATCH	counts_numeric_but_other_preflight_failed	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084156	1	2026	0	1	1	ORACLE_YEAR_OUT_OF_CONTRACT	samples/편람/case-7604-78.hwpx	hwpx	pdf	kopub	34	36	MISMATCH	preflight_ok	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084157	1	2026	1	0	0	ORACLE_YEAR_OUT_OF_CONTRACT	samples/시험지/case-7604-79.hwp	hwp	pdf-2020	kopub	35	35	ERROR	page_smoke_error_or_lfs_or_run_state_missing	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084158	1	2026	1	0	1	ORACLE_YEAR_OUT_OF_CONTRACT	samples/훈령/case-7604-80.hwpx	hwpx	pdf-large	kopub	36	36	MATCH	preflight_ok	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084159	1	2026	1	1	0	ORACLE_YEAR_OUT_OF_CONTRACT	samples/고시/case-7604-81.hwp	hwp	pdf	no-ttf	37	37	ERROR	page_smoke_error_or_lfs_or_run_state_missing	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
v-oracle-084160	1	2026	1	1	1	ORACLE_YEAR_OUT_OF_CONTRACT	samples/공고문/case-7604-82.hwpx	hwpx	pdf-2020	no-ttf	38	38	MATCH	preflight_ok	PDF 는 있으나 연도가 oracle_public 계약(2010/2018/2020/2022/2024) 밖이다. 한컴 공식 오라클로 쓰지 않는다.	rhwp render-diff A==A|rhwp dump-pages --json	tools/fidelity_compare|scripts/visual_sweep.py	oracle_public.oracle_resolver
