case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-099841	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/기상청/심사평가/case-06178-28-2016.hwp	hwp	심사평가	기상청	2016	25	25	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-099842	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/관세청/현장점검/case-06178-29-2017.hwpx	hwpx	현장점검	관세청	2017	26	28	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-099843	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/검찰청/안전관리/case-06178-30-2018.hwp	hwp	안전관리	검찰청	2018	29	27	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-099844	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/경찰청/개인정보/case-06178-31-2019.hwpx	hwpx	개인정보	경찰청	2019	31	32	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-099845	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/소방청/정보공개/case-06178-32-2020.hwp	hwp	정보공개	소방청	2020	29	29	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-099846	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/해양경찰청/민원회신/case-06178-33-2021.hwpx	hwpx	민원회신	해양경찰청	2021	30	36	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-099847	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/병무청/훈령별표/case-06178-34-2022.hwp	hwp	훈령별표	병무청	2022	34	31	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-099848	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/산림청/질의회신/case-06178-35-2023.hwpx	hwpx	질의회신	산림청	2023	33	35	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-099849	inspect-injection	replay	1	1	1	JOINT_PASS	samples/농촌진흥청/업무계획/case-06178-36-2024.hwp	hwp	업무계획	농촌진흥청	2024	33	33	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-099850	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/중소벤처기업부/점검표/case-06178-37-2025.hwpx	hwpx	점검표	중소벤처기업부	2025	34	39	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-099851	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/과학기술정보통신부/서식/case-06178-38-2026.hwp	hwp	서식	과학기술정보통신부	2026	36	35	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-099852	inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL	samples/문화체육관광부/예규/case-06178-39-2016.hwpx	hwpx	예규	문화체육관광부	2016	38	38	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-099853	inspect-injection	audit	1	1	1	JOINT_PASS	samples/환경부/지침/case-06178-40-2017.hwp	hwp	지침	환경부	2017	37	37	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-099854	inspect-injection	audit	1	0	0	SHADOW_A_ONLY	samples/해양수산부/공고/case-06178-41-2018.hwpx	hwpx	공고	해양수산부	2018	38	42	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-099855	inspect-injection	audit	0	1	0	SHADOW_B_ONLY	samples/법제처/기안문/case-06179-42-2019.hwp	hwp	기안문	법제처	2019	41	39	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-099856	inspect-injection	audit	0	0	0	JOINT_BOTH_FAIL	samples/행정안전부/편람/case-06179-43-2020.hwpx	hwpx	편람	행정안전부	2020	43	46	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
