case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-084481	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/관세청/현장점검/case-05225-88-2024.hwpx	hwpx	현장점검	관세청	2024	5	5	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-084482	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/검찰청/안전관리/case-05225-89-2025.hwp	hwp	안전관리	검찰청	2025	6	8	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-084483	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/경찰청/개인정보/case-05225-90-2026.hwpx	hwpx	개인정보	경찰청	2026	9	7	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-084484	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/소방청/정보공개/case-05225-91-2016.hwp	hwp	정보공개	소방청	2016	11	12	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-084485	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/해양경찰청/민원회신/case-05225-92-2017.hwpx	hwpx	민원회신	해양경찰청	2017	9	9	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-084486	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/병무청/훈령별표/case-05225-93-2018.hwp	hwp	훈령별표	병무청	2018	10	16	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-084487	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/산림청/질의회신/case-05225-94-2019.hwpx	hwpx	질의회신	산림청	2019	14	11	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-084488	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/농촌진흥청/업무계획/case-05225-95-2020.hwp	hwp	업무계획	농촌진흥청	2020	13	15	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-084489	inspect-injection	replay	1	1	1	JOINT_PASS	samples/중소벤처기업부/점검표/case-05225-96-2021.hwpx	hwpx	점검표	중소벤처기업부	2021	13	13	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-084490	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/과학기술정보통신부/서식/case-05225-00-2022.hwp	hwp	서식	과학기술정보통신부	2022	14	19	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-084491	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/문화체육관광부/예규/case-05225-01-2023.hwpx	hwpx	예규	문화체육관광부	2023	16	15	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-084492	inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-05225-02-2024.hwp	hwp	지침	환경부	2024	18	18	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-084493	inspect-injection	audit	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-05225-03-2025.hwpx	hwpx	공고	해양수산부	2025	17	17	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-084494	inspect-injection	audit	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-05226-04-2026.hwp	hwp	기안문	법제처	2026	18	22	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-084495	inspect-injection	audit	0	1	0	SHADOW_B_ONLY	samples/행정안전부/편람/case-05226-05-2016.hwpx	hwpx	편람	행정안전부	2016	21	19	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-084496	inspect-injection	audit	0	0	0	JOINT_BOTH_FAIL	samples/국세청/시험지/case-05226-06-2017.hwp	hwp	시험지	국세청	2017	23	26	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-084497	inspect-injection	lineage	1	1	1	JOINT_PASS	samples/대법원/훈령/case-05226-07-2018.hwpx	hwpx	훈령	대법원	2018	21	21	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-084498	inspect-injection	lineage	1	0	0	SHADOW_A_ONLY	samples/특허청/고시/case-05226-08-2019.hwp	hwp	고시	특허청	2019	22	25	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
