case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-069121	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/검찰청/안전관리/case-04272-51-2021.hwp	hwp	안전관리	검찰청	2021	38	38	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-069122	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/경찰청/개인정보/case-04272-52-2022.hwpx	hwpx	개인정보	경찰청	2022	39	41	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-069123	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/소방청/정보공개/case-04272-53-2023.hwp	hwp	정보공개	소방청	2023	42	40	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-069124	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/해양경찰청/민원회신/case-04272-54-2024.hwpx	hwpx	민원회신	해양경찰청	2024	44	45	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-069125	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/병무청/훈령별표/case-04272-55-2025.hwp	hwp	훈령별표	병무청	2025	42	42	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-069126	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/산림청/질의회신/case-04272-56-2026.hwpx	hwpx	질의회신	산림청	2026	43	49	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-069127	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/농촌진흥청/업무계획/case-04272-57-2016.hwp	hwp	업무계획	농촌진흥청	2016	47	44	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-069128	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/중소벤처기업부/점검표/case-04272-58-2017.hwpx	hwpx	점검표	중소벤처기업부	2017	46	48	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-069129	inspect-injection	replay	1	1	1	JOINT_PASS	samples/과학기술정보통신부/서식/case-04272-59-2018.hwp	hwp	서식	과학기술정보통신부	2018	46	46	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-069130	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/문화체육관광부/예규/case-04272-60-2019.hwpx	hwpx	예규	문화체육관광부	2019	47	52	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-069131	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/환경부/지침/case-04272-61-2020.hwp	hwp	지침	환경부	2020	49	48	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-069132	inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL	samples/해양수산부/공고/case-04272-62-2021.hwpx	hwpx	공고	해양수산부	2021	51	51	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-069133	inspect-injection	audit	1	1	1	JOINT_PASS	samples/법제처/기안문/case-04273-63-2022.hwp	hwp	기안문	법제처	2022	50	50	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-069134	inspect-injection	audit	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-04273-64-2023.hwpx	hwpx	편람	행정안전부	2023	51	55	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
