case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-015361	ir-diff	verify-pages	1	1	1	JOINT_PASS	samples/법제처/기안문/case-00953-38-2020.hwp	hwp	기안문	법제처	2020	22	22	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-015362	ir-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-00953-39-2021.hwpx	hwpx	편람	행정안전부	2021	23	27	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-015363	ir-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/국세청/시험지/case-00953-40-2022.hwp	hwp	시험지	국세청	2022	25	24	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-015364	ir-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/대법원/훈령/case-00953-41-2023.hwpx	hwpx	훈령	대법원	2023	27	31	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-015365	ir-diff	fill-verify	1	1	1	JOINT_PASS	samples/특허청/고시/case-00953-42-2024.hwp	hwp	고시	특허청	2024	26	26	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-015366	ir-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/교육부/공고문/case-00953-43-2025.hwpx	hwpx	공고문	교육부	2025	27	30	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-015367	ir-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/보건복지부/회의록/case-00953-44-2026.hwp	hwp	회의록	보건복지부	2026	30	28	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-015368	ir-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/국토교통부/예산서/case-00953-45-2016.hwpx	hwpx	예산서	국토교통부	2016	32	34	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-015369	ir-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/고용노동부/결산서/case-00953-46-2017.hwp	hwp	결산서	고용노동부	2017	30	30	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-015370	ir-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/외교부/계약서/case-00953-47-2018.hwpx	hwpx	계약서	외교부	2018	31	33	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-015371	ir-diff	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/기획재정부/용역보고서/case-00953-48-2019.hwp	hwp	용역보고서	기획재정부	2019	35	32	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-015372	ir-diff	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/공정거래위원회/학술논문/case-00953-49-2020.hwpx	hwpx	학술논문	공정거래위원회	2020	34	37	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-015373	ir-diff	render-diff	1	1	1	JOINT_PASS	samples/금융위원회/입법예고/case-00953-50-2021.hwp	hwp	입법예고	금융위원회	2021	34	34	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-015374	ir-diff	render-diff	1	0	0	SHADOW_A_ONLY	samples/방송통신위원회/보도자료/case-00953-51-2022.hwpx	hwpx	보도자료	방송통신위원회	2022	35	41	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-015375	ir-diff	render-diff	0	1	0	SHADOW_B_ONLY	samples/개인정보보호위원회/내부결재/case-00953-52-2023.hwp	hwp	내부결재	개인정보보호위원회	2023	37	36	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-015376	ir-diff	render-diff	0	0	0	JOINT_BOTH_FAIL	samples/국민권익위원회/수신문서/case-00953-53-2024.hwpx	hwpx	수신문서	국민권익위원회	2024	39	40	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-015377	ir-diff	dump-pages	1	1	1	JOINT_PASS	samples/국가인권위원회/발신문서/case-00953-54-2025.hwp	hwp	발신문서	국가인권위원회	2025	38	38	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	true	38	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-015378	ir-diff	dump-pages	1	0	0	SHADOW_A_ONLY	samples/통계청/회의안건/case-00953-55-2026.hwpx	hwpx	회의안건	통계청	2026	39	44	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	true	44+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-015379	ir-diff	dump-pages	0	1	0	SHADOW_B_ONLY	samples/기상청/심사평가/case-00953-56-2016.hwp	hwp	심사평가	기상청	2016	42	40	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	false	40	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-015380	ir-diff	dump-pages	0	0	0	JOINT_BOTH_FAIL	samples/관세청/현장점검/case-00953-57-2017.hwpx	hwpx	현장점검	관세청	2017	44	43	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	false	43+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-015381	ir-diff	info	1	1	1	JOINT_PASS	samples/검찰청/안전관리/case-00953-58-2018.hwp	hwp	안전관리	검찰청	2018	42	42	rhwp ir-diff --json	rhwp info --json	identical	pageCount	true	42	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-015382	ir-diff	info	1	0	0	SHADOW_A_ONLY	samples/경찰청/개인정보/case-00953-59-2019.hwpx	hwpx	개인정보	경찰청	2019	43	47	rhwp ir-diff --json	rhwp info --json	identical	pageCount	true	47+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-015383	ir-diff	info	0	1	0	SHADOW_B_ONLY	samples/소방청/정보공개/case-00953-60-2020.hwp	hwp	정보공개	소방청	2020	47	44	rhwp ir-diff --json	rhwp info --json	identical	pageCount	false	44	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-015384	ir-diff	info	0	0	0	JOINT_BOTH_FAIL	samples/해양경찰청/민원회신/case-00953-61-2021.hwpx	hwpx	민원회신	해양경찰청	2021	46	51	rhwp ir-diff --json	rhwp info --json	identical	pageCount	false	51+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-015385	ir-diff	inspect-hidden	1	1	1	JOINT_PASS	samples/병무청/훈령별표/case-00953-62-2022.hwp	hwp	훈령별표	병무청	2022	46	46	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-015386	ir-diff	inspect-hidden	1	0	0	SHADOW_A_ONLY	samples/산림청/질의회신/case-00953-63-2023.hwpx	hwpx	질의회신	산림청	2023	47	50	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-015387	ir-diff	inspect-hidden	0	1	0	SHADOW_B_ONLY	samples/농촌진흥청/업무계획/case-00953-64-2024.hwp	hwp	업무계획	농촌진흥청	2024	49	48	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
