case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-061441	ir-diff	verify-pages	1	1	1	JOINT_PASS	samples/문화체육관광부/예규/case-03811-52-2018.hwpx	hwpx	예규	문화체육관광부	2018	29	29	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-061442	ir-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/환경부/지침/case-03811-53-2019.hwp	hwp	지침	환경부	2019	30	34	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-061443	ir-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/해양수산부/공고/case-03811-54-2020.hwpx	hwpx	공고	해양수산부	2020	32	31	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-061444	ir-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/법제처/기안문/case-03812-55-2021.hwp	hwp	기안문	법제처	2021	34	38	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-061445	ir-diff	fill-verify	1	1	1	JOINT_PASS	samples/행정안전부/편람/case-03812-56-2022.hwpx	hwpx	편람	행정안전부	2022	33	33	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-061446	ir-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/국세청/시험지/case-03812-57-2023.hwp	hwp	시험지	국세청	2023	34	37	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-061447	ir-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/대법원/훈령/case-03812-58-2024.hwpx	hwpx	훈령	대법원	2024	37	35	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-061448	ir-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/특허청/고시/case-03812-59-2025.hwp	hwp	고시	특허청	2025	39	41	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-061449	ir-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/교육부/공고문/case-03812-60-2026.hwpx	hwpx	공고문	교육부	2026	37	37	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-061450	ir-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/보건복지부/회의록/case-03812-61-2016.hwp	hwp	회의록	보건복지부	2016	38	40	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
