case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-023041	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/해양경찰청/민원회신/case-01413-37-2023.hwpx	hwpx	민원회신	해양경찰청	2023	31	31	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-023042	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/병무청/훈령별표/case-01413-38-2024.hwp	hwp	훈령별표	병무청	2024	32	34	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-023043	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/산림청/질의회신/case-01413-39-2025.hwpx	hwpx	질의회신	산림청	2025	35	33	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-023044	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/농촌진흥청/업무계획/case-01413-40-2026.hwp	hwp	업무계획	농촌진흥청	2026	37	38	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-023045	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/중소벤처기업부/점검표/case-01413-41-2016.hwpx	hwpx	점검표	중소벤처기업부	2016	35	35	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-023046	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/과학기술정보통신부/서식/case-01413-42-2017.hwp	hwp	서식	과학기술정보통신부	2017	36	42	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-023047	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/문화체육관광부/예규/case-01413-43-2018.hwpx	hwpx	예규	문화체육관광부	2018	40	37	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-023048	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-01413-44-2019.hwp	hwp	지침	환경부	2019	39	41	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-023049	inspect-injection	replay	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-01413-45-2020.hwpx	hwpx	공고	해양수산부	2020	39	39	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-023050	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-01414-46-2021.hwp	hwp	기안문	법제처	2021	40	45	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-023051	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/행정안전부/편람/case-01414-47-2022.hwpx	hwpx	편람	행정안전부	2022	42	41	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
