case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-115201	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/통계청/회의안건/case-07131-65-2019.hwpx	hwpx	회의안건	통계청	2019	45	45	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-115202	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/기상청/심사평가/case-07131-66-2020.hwp	hwp	심사평가	기상청	2020	46	48	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-115203	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/관세청/현장점검/case-07131-67-2021.hwpx	hwpx	현장점검	관세청	2021	49	47	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-115204	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/검찰청/안전관리/case-07131-68-2022.hwp	hwp	안전관리	검찰청	2022	51	52	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-115205	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/경찰청/개인정보/case-07131-69-2023.hwpx	hwpx	개인정보	경찰청	2023	49	49	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-115206	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/소방청/정보공개/case-07131-70-2024.hwp	hwp	정보공개	소방청	2024	50	56	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-115207	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/해양경찰청/민원회신/case-07131-71-2025.hwpx	hwpx	민원회신	해양경찰청	2025	54	51	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-115208	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/병무청/훈령별표/case-07131-72-2026.hwp	hwp	훈령별표	병무청	2026	53	55	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-115209	inspect-injection	replay	1	1	1	JOINT_PASS	samples/산림청/질의회신/case-07131-73-2016.hwpx	hwpx	질의회신	산림청	2016	53	53	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-115210	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/농촌진흥청/업무계획/case-07131-74-2017.hwp	hwp	업무계획	농촌진흥청	2017	1	6	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-115211	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/중소벤처기업부/점검표/case-07131-75-2018.hwpx	hwpx	점검표	중소벤처기업부	2018	3	2	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-115212	inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL	samples/과학기술정보통신부/서식/case-07131-76-2019.hwp	hwp	서식	과학기술정보통신부	2019	5	5	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-115213	inspect-injection	audit	1	1	1	JOINT_PASS	samples/문화체육관광부/예규/case-07131-77-2020.hwpx	hwpx	예규	문화체육관광부	2020	4	4	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-115214	inspect-injection	audit	1	0	0	SHADOW_A_ONLY	samples/환경부/지침/case-07131-78-2021.hwp	hwp	지침	환경부	2021	5	9	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-115215	inspect-injection	audit	0	1	0	SHADOW_B_ONLY	samples/해양수산부/공고/case-07131-79-2022.hwpx	hwpx	공고	해양수산부	2022	8	6	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-115216	inspect-injection	audit	0	0	0	JOINT_BOTH_FAIL	samples/법제처/기안문/case-07132-80-2023.hwp	hwp	기안문	법제처	2023	10	13	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-115217	inspect-injection	lineage	1	1	1	JOINT_PASS	samples/행정안전부/편람/case-07132-81-2024.hwpx	hwpx	편람	행정안전부	2024	8	8	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-115218	inspect-injection	lineage	1	0	0	SHADOW_A_ONLY	samples/국세청/시험지/case-07132-82-2025.hwp	hwp	시험지	국세청	2025	9	12	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-115219	inspect-injection	lineage	0	1	0	SHADOW_B_ONLY	samples/대법원/훈령/case-07132-83-2026.hwpx	hwpx	훈령	대법원	2026	13	10	rhwp inspect injection --json	rhwp lineage --json	clean	matches	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-115220	inspect-injection	lineage	0	0	0	JOINT_BOTH_FAIL	samples/특허청/고시/case-07132-84-2016.hwp	hwp	고시	특허청	2016	12	16	rhwp inspect injection --json	rhwp lineage --json	clean	matches	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
