case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-053761	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/경찰청/개인정보/case-03319-14-2018.hwpx	hwpx	개인정보	경찰청	2018	18	18	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-053762	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/소방청/정보공개/case-03319-15-2019.hwp	hwp	정보공개	소방청	2019	19	21	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-053763	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/해양경찰청/민원회신/case-03319-16-2020.hwpx	hwpx	민원회신	해양경찰청	2020	22	20	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-053764	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/병무청/훈령별표/case-03319-17-2021.hwp	hwp	훈령별표	병무청	2021	24	25	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-053765	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/산림청/질의회신/case-03319-18-2022.hwpx	hwpx	질의회신	산림청	2022	22	22	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-053766	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/농촌진흥청/업무계획/case-03319-19-2023.hwp	hwp	업무계획	농촌진흥청	2023	23	29	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-053767	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/중소벤처기업부/점검표/case-03319-20-2024.hwpx	hwpx	점검표	중소벤처기업부	2024	27	24	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-053768	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/과학기술정보통신부/서식/case-03319-21-2025.hwp	hwp	서식	과학기술정보통신부	2025	26	28	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-053769	inspect-injection	replay	1	1	1	JOINT_PASS	samples/문화체육관광부/예규/case-03319-22-2026.hwpx	hwpx	예규	문화체육관광부	2026	26	26	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-053770	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/환경부/지침/case-03319-23-2016.hwp	hwp	지침	환경부	2016	27	32	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-053771	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/해양수산부/공고/case-03319-24-2017.hwpx	hwpx	공고	해양수산부	2017	29	28	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-053772	inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL	samples/법제처/기안문/case-03320-25-2018.hwp	hwp	기안문	법제처	2018	31	31	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-053773	inspect-injection	audit	1	1	1	JOINT_PASS	samples/행정안전부/편람/case-03320-26-2019.hwpx	hwpx	편람	행정안전부	2019	30	30	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-053774	inspect-injection	audit	1	0	0	SHADOW_A_ONLY	samples/국세청/시험지/case-03320-27-2020.hwp	hwp	시험지	국세청	2020	31	35	rhwp inspect injection --json	rhwp audit --json	clean	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-053775	inspect-injection	audit	0	1	0	SHADOW_B_ONLY	samples/대법원/훈령/case-03320-28-2021.hwpx	hwpx	훈령	대법원	2021	34	32	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-053776	inspect-injection	audit	0	0	0	JOINT_BOTH_FAIL	samples/특허청/고시/case-03320-29-2022.hwp	hwp	고시	특허청	2022	36	39	rhwp inspect injection --json	rhwp audit --json	clean	valid	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:audit	1	1
v-shadow-053777	inspect-injection	lineage	1	1	1	JOINT_PASS	samples/교육부/공고문/case-03320-30-2023.hwpx	hwpx	공고문	교육부	2023	34	34	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-053778	inspect-injection	lineage	1	0	0	SHADOW_A_ONLY	samples/보건복지부/회의록/case-03320-31-2024.hwp	hwp	회의록	보건복지부	2024	35	38	rhwp inspect injection --json	rhwp lineage --json	clean	matches	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-053779	inspect-injection	lineage	0	1	0	SHADOW_B_ONLY	samples/국토교통부/예산서/case-03320-32-2025.hwpx	hwpx	예산서	국토교통부	2025	39	36	rhwp inspect injection --json	rhwp lineage --json	clean	matches	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-053780	inspect-injection	lineage	0	0	0	JOINT_BOTH_FAIL	samples/고용노동부/결산서/case-03320-33-2026.hwp	hwp	결산서	고용노동부	2026	38	42	rhwp inspect injection --json	rhwp lineage --json	clean	matches	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:lineage	1	1
v-shadow-053781	inspect-injection	csv-to-table-verify	1	1	1	JOINT_PASS	samples/외교부/계약서/case-03320-34-2016.hwpx	hwpx	계약서	외교부	2016	38	38	rhwp inspect injection --json	rhwp csv-to-table --verify --json	clean	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:csv-to-table	1	1
v-shadow-053782	inspect-injection	csv-to-table-verify	1	0	0	SHADOW_A_ONLY	samples/기획재정부/용역보고서/case-03320-35-2017.hwp	hwp	용역보고서	기획재정부	2017	39	41	rhwp inspect injection --json	rhwp csv-to-table --verify --json	clean	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:csv-to-table	1	1
v-shadow-053783	inspect-injection	csv-to-table-verify	0	1	0	SHADOW_B_ONLY	samples/공정거래위원회/학술논문/case-03320-36-2018.hwpx	hwpx	학술논문	공정거래위원회	2018	41	40	rhwp inspect injection --json	rhwp csv-to-table --verify --json	clean	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:csv-to-table	1	1
v-shadow-053784	inspect-injection	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL	samples/금융위원회/입법예고/case-03320-37-2019.hwp	hwp	입법예고	금융위원회	2019	43	45	rhwp inspect injection --json	rhwp csv-to-table --verify --json	clean	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:csv-to-table	1	1
v-shadow-053785	inspect-injection	sanitize-verify	1	1	1	JOINT_PASS	samples/방송통신위원회/보도자료/case-03320-38-2020.hwpx	hwpx	보도자료	방송통신위원회	2020	42	42	rhwp inspect injection --json	rhwp sanitize --verify --json	clean	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:sanitize	1	1
v-shadow-053786	inspect-injection	sanitize-verify	1	0	0	SHADOW_A_ONLY	samples/개인정보보호위원회/내부결재/case-03320-39-2021.hwp	hwp	내부결재	개인정보보호위원회	2021	43	49	rhwp inspect injection --json	rhwp sanitize --verify --json	clean	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:sanitize	1	1
v-shadow-053787	inspect-injection	sanitize-verify	0	1	0	SHADOW_B_ONLY	samples/국민권익위원회/수신문서/case-03320-40-2022.hwpx	hwpx	수신문서	국민권익위원회	2022	46	44	rhwp inspect injection --json	rhwp sanitize --verify --json	clean	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:sanitize	1	1
v-shadow-053788	inspect-injection	sanitize-verify	0	0	0	JOINT_BOTH_FAIL	samples/국가인권위원회/발신문서/case-03320-41-2023.hwp	hwp	발신문서	국가인권위원회	2023	48	48	rhwp inspect injection --json	rhwp sanitize --verify --json	clean	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:sanitize	1	1
v-shadow-053789	inspect-unicode	ir-diff	1	1	1	JOINT_PASS	samples/통계청/회의안건/case-03320-42-2024.hwpx	hwpx	회의안건	통계청	2024	46	46	rhwp inspect unicode --json	rhwp ir-diff --json	clean	identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect unicode|src/main.rs:ir-diff	1	1
v-shadow-053790	inspect-unicode	ir-diff	1	0	0	SHADOW_A_ONLY	samples/기상청/심사평가/case-03320-43-2025.hwp	hwp	심사평가	기상청	2025	47	52	rhwp inspect unicode --json	rhwp ir-diff --json	clean	identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:ir-diff	1	1
v-shadow-053791	inspect-unicode	ir-diff	0	1	0	SHADOW_B_ONLY	samples/관세청/현장점검/case-03320-44-2026.hwpx	hwpx	현장점검	관세청	2026	51	48	rhwp inspect unicode --json	rhwp ir-diff --json	clean	identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:ir-diff	1	1
v-shadow-053792	inspect-unicode	ir-diff	0	0	0	JOINT_BOTH_FAIL	samples/검찰청/안전관리/case-03320-45-2016.hwp	hwp	안전관리	검찰청	2016	50	51	rhwp inspect unicode --json	rhwp ir-diff --json	clean	identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect unicode|src/main.rs:ir-diff	1	1
v-shadow-053793	inspect-unicode	verify-pages	1	1	1	JOINT_PASS	samples/경찰청/개인정보/case-03320-46-2017.hwpx	hwpx	개인정보	경찰청	2017	50	50	rhwp inspect unicode --json	rhwp verify --expect-pages --json	clean	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect unicode|src/main.rs:verify	1	1
v-shadow-053794	inspect-unicode	verify-pages	1	0	0	SHADOW_A_ONLY	samples/소방청/정보공개/case-03320-47-2018.hwp	hwp	정보공개	소방청	2018	51	55	rhwp inspect unicode --json	rhwp verify --expect-pages --json	clean	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:verify	1	1
v-shadow-053795	inspect-unicode	verify-pages	0	1	0	SHADOW_B_ONLY	samples/해양경찰청/민원회신/case-03320-48-2019.hwpx	hwpx	민원회신	해양경찰청	2019	53	52	rhwp inspect unicode --json	rhwp verify --expect-pages --json	clean	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:verify	1	1
v-shadow-053796	inspect-unicode	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/병무청/훈령별표/case-03320-49-2020.hwp	hwp	훈령별표	병무청	2020	55	59	rhwp inspect unicode --json	rhwp verify --expect-pages --json	clean	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect unicode|src/main.rs:verify	1	1
v-shadow-053797	inspect-unicode	fill-verify	1	1	1	JOINT_PASS	samples/산림청/질의회신/case-03320-50-2021.hwpx	hwpx	질의회신	산림청	2021	1	1	rhwp inspect unicode --json	rhwp fill-fields --verify --json	clean	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect unicode|src/main.rs:fill-fields	1	1
v-shadow-053798	inspect-unicode	fill-verify	1	0	0	SHADOW_A_ONLY	samples/농촌진흥청/업무계획/case-03320-51-2022.hwp	hwp	업무계획	농촌진흥청	2022	2	5	rhwp inspect unicode --json	rhwp fill-fields --verify --json	clean	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:fill-fields	1	1
v-shadow-053799	inspect-unicode	fill-verify	0	1	0	SHADOW_B_ONLY	samples/중소벤처기업부/점검표/case-03320-52-2023.hwpx	hwpx	점검표	중소벤처기업부	2023	5	3	rhwp inspect unicode --json	rhwp fill-fields --verify --json	clean	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:fill-fields	1	1
v-shadow-053800	inspect-unicode	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/과학기술정보통신부/서식/case-03320-53-2024.hwp	hwp	서식	과학기술정보통신부	2024	7	9	rhwp inspect unicode --json	rhwp fill-fields --verify --json	clean	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect unicode|src/main.rs:fill-fields	1	1
v-shadow-053801	inspect-unicode	layout-anomaly	1	1	1	JOINT_PASS	samples/문화체육관광부/예규/case-03320-54-2025.hwpx	hwpx	예규	문화체육관광부	2025	5	5	rhwp inspect unicode --json	rhwp layout-anomaly --json	clean	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect unicode|src/main.rs:layout-anomaly	1	1
v-shadow-053802	inspect-unicode	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/환경부/지침/case-03320-55-2026.hwp	hwp	지침	환경부	2026	6	8	rhwp inspect unicode --json	rhwp layout-anomaly --json	clean	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:layout-anomaly	1	1
v-shadow-053803	inspect-unicode	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/해양수산부/공고/case-03320-56-2016.hwpx	hwpx	공고	해양수산부	2016	10	7	rhwp inspect unicode --json	rhwp layout-anomaly --json	clean	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:layout-anomaly	1	1
v-shadow-053804	inspect-unicode	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/법제처/기안문/case-03321-57-2017.hwp	hwp	기안문	법제처	2017	9	12	rhwp inspect unicode --json	rhwp layout-anomaly --json	clean	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect unicode|src/main.rs:layout-anomaly	1	1
v-shadow-053805	inspect-unicode	render-diff	1	1	1	JOINT_PASS	samples/행정안전부/편람/case-03321-58-2018.hwpx	hwpx	편람	행정안전부	2018	9	9	rhwp inspect unicode --json	rhwp render-diff --json	clean	pageCountMismatch	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect unicode|src/main.rs:render-diff	1	1
v-shadow-053806	inspect-unicode	render-diff	1	0	0	SHADOW_A_ONLY	samples/국세청/시험지/case-03321-59-2019.hwp	hwp	시험지	국세청	2019	10	16	rhwp inspect unicode --json	rhwp render-diff --json	clean	pageCountMismatch	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect unicode|src/main.rs:render-diff	1	1
