case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-046081	ir-diff	verify-pages	1	1	1	JOINT_PASS	samples/환경부/지침/case-02858-15-2026.hwp	hwp	지침	환경부	2026	9	9	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-046082	ir-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/해양수산부/공고/case-02858-16-2016.hwpx	hwpx	공고	해양수산부	2016	10	14	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-046083	ir-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/법제처/기안문/case-02859-17-2017.hwp	hwp	기안문	법제처	2017	12	11	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-046084	ir-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/행정안전부/편람/case-02859-18-2018.hwpx	hwpx	편람	행정안전부	2018	14	18	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-046085	ir-diff	fill-verify	1	1	1	JOINT_PASS	samples/국세청/시험지/case-02859-19-2019.hwp	hwp	시험지	국세청	2019	13	13	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-046086	ir-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/대법원/훈령/case-02859-20-2020.hwpx	hwpx	훈령	대법원	2020	14	17	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-046087	ir-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/특허청/고시/case-02859-21-2021.hwp	hwp	고시	특허청	2021	17	15	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-046088	ir-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/교육부/공고문/case-02859-22-2022.hwpx	hwpx	공고문	교육부	2022	19	21	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-046089	ir-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/보건복지부/회의록/case-02859-23-2023.hwp	hwp	회의록	보건복지부	2023	17	17	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-046090	ir-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/국토교통부/예산서/case-02859-24-2024.hwpx	hwpx	예산서	국토교통부	2024	18	20	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-046091	ir-diff	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/고용노동부/결산서/case-02859-25-2025.hwp	hwp	결산서	고용노동부	2025	22	19	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-046092	ir-diff	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/외교부/계약서/case-02859-26-2026.hwpx	hwpx	계약서	외교부	2026	21	24	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-046093	ir-diff	render-diff	1	1	1	JOINT_PASS	samples/기획재정부/용역보고서/case-02859-27-2016.hwp	hwp	용역보고서	기획재정부	2016	21	21	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-046094	ir-diff	render-diff	1	0	0	SHADOW_A_ONLY	samples/공정거래위원회/학술논문/case-02859-28-2017.hwpx	hwpx	학술논문	공정거래위원회	2017	22	28	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-046095	ir-diff	render-diff	0	1	0	SHADOW_B_ONLY	samples/금융위원회/입법예고/case-02859-29-2018.hwp	hwp	입법예고	금융위원회	2018	24	23	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-046096	ir-diff	render-diff	0	0	0	JOINT_BOTH_FAIL	samples/방송통신위원회/보도자료/case-02859-30-2019.hwpx	hwpx	보도자료	방송통신위원회	2019	26	27	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-046097	ir-diff	dump-pages	1	1	1	JOINT_PASS	samples/개인정보보호위원회/내부결재/case-02859-31-2020.hwp	hwp	내부결재	개인정보보호위원회	2020	25	25	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	true	25	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-046098	ir-diff	dump-pages	1	0	0	SHADOW_A_ONLY	samples/국민권익위원회/수신문서/case-02859-32-2021.hwpx	hwpx	수신문서	국민권익위원회	2021	26	31	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	true	31+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-046099	ir-diff	dump-pages	0	1	0	SHADOW_B_ONLY	samples/국가인권위원회/발신문서/case-02859-33-2022.hwp	hwp	발신문서	국가인권위원회	2022	29	27	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	false	27	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-046100	ir-diff	dump-pages	0	0	0	JOINT_BOTH_FAIL	samples/통계청/회의안건/case-02859-34-2023.hwpx	hwpx	회의안건	통계청	2023	31	30	rhwp ir-diff --json	rhwp dump-pages --json	identical	pageCount	false	30+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:dump-pages	1	1
v-shadow-046101	ir-diff	info	1	1	1	JOINT_PASS	samples/기상청/심사평가/case-02859-35-2024.hwp	hwp	심사평가	기상청	2024	29	29	rhwp ir-diff --json	rhwp info --json	identical	pageCount	true	29	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-046102	ir-diff	info	1	0	0	SHADOW_A_ONLY	samples/관세청/현장점검/case-02859-36-2025.hwpx	hwpx	현장점검	관세청	2025	30	34	rhwp ir-diff --json	rhwp info --json	identical	pageCount	true	34+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-046103	ir-diff	info	0	1	0	SHADOW_B_ONLY	samples/검찰청/안전관리/case-02859-37-2026.hwp	hwp	안전관리	검찰청	2026	34	31	rhwp ir-diff --json	rhwp info --json	identical	pageCount	false	31	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-046104	ir-diff	info	0	0	0	JOINT_BOTH_FAIL	samples/경찰청/개인정보/case-02859-38-2016.hwpx	hwpx	개인정보	경찰청	2016	33	38	rhwp ir-diff --json	rhwp info --json	identical	pageCount	false	38+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:info	1	1
v-shadow-046105	ir-diff	inspect-hidden	1	1	1	JOINT_PASS	samples/소방청/정보공개/case-02859-39-2017.hwp	hwp	정보공개	소방청	2017	33	33	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-046106	ir-diff	inspect-hidden	1	0	0	SHADOW_A_ONLY	samples/해양경찰청/민원회신/case-02859-40-2018.hwpx	hwpx	민원회신	해양경찰청	2018	34	37	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-046107	ir-diff	inspect-hidden	0	1	0	SHADOW_B_ONLY	samples/병무청/훈령별표/case-02859-41-2019.hwp	hwp	훈령별표	병무청	2019	36	35	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-046108	ir-diff	inspect-hidden	0	0	0	JOINT_BOTH_FAIL	samples/산림청/질의회신/case-02859-42-2020.hwpx	hwpx	질의회신	산림청	2020	38	41	rhwp ir-diff --json	rhwp inspect hidden-text --json	identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:inspect hidden-text	1	1
v-shadow-046109	ir-diff	inspect-injection	1	1	1	JOINT_PASS	samples/농촌진흥청/업무계획/case-02859-43-2021.hwp	hwp	업무계획	농촌진흥청	2021	37	37	rhwp ir-diff --json	rhwp inspect injection --json	identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:inspect injection	1	1
v-shadow-046110	ir-diff	inspect-injection	1	0	0	SHADOW_A_ONLY	samples/중소벤처기업부/점검표/case-02859-44-2022.hwpx	hwpx	점검표	중소벤처기업부	2022	38	40	rhwp ir-diff --json	rhwp inspect injection --json	identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect injection	1	1
v-shadow-046111	ir-diff	inspect-injection	0	1	0	SHADOW_B_ONLY	samples/과학기술정보통신부/서식/case-02859-45-2023.hwp	hwp	서식	과학기술정보통신부	2023	41	39	rhwp ir-diff --json	rhwp inspect injection --json	identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:inspect injection	1	1
v-shadow-046112	ir-diff	inspect-injection	0	0	0	JOINT_BOTH_FAIL	samples/문화체육관광부/예규/case-02859-46-2024.hwpx	hwpx	예규	문화체육관광부	2024	43	44	rhwp ir-diff --json	rhwp inspect injection --json	identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:inspect injection	1	1
v-shadow-046113	ir-diff	inspect-unicode	1	1	1	JOINT_PASS	samples/환경부/지침/case-02859-47-2025.hwp	hwp	지침	환경부	2025	41	41	rhwp ir-diff --json	rhwp inspect unicode --json	identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:inspect unicode	1	1
