case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-076801	ir-diff	verify-pages	1	1	1	JOINT_PASS	samples/과학기술정보통신부/서식/case-04764-89-2021.hwp	hwp	서식	과학기술정보통신부	2021	49	49	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-076802	ir-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/문화체육관광부/예규/case-04764-90-2022.hwpx	hwpx	예규	문화체육관광부	2022	50	54	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-076803	ir-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/환경부/지침/case-04764-91-2023.hwp	hwp	지침	환경부	2023	52	51	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-076804	ir-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/해양수산부/공고/case-04764-92-2024.hwpx	hwpx	공고	해양수산부	2024	54	58	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-076805	ir-diff	fill-verify	1	1	1	JOINT_PASS	samples/법제처/기안문/case-04765-93-2025.hwp	hwp	기안문	법제처	2025	53	53	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-076806	ir-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-04765-94-2026.hwpx	hwpx	편람	행정안전부	2026	1	4	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-076807	ir-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/국세청/시험지/case-04765-95-2016.hwp	hwp	시험지	국세청	2016	4	2	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-076808	ir-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/대법원/훈령/case-04765-96-2017.hwpx	hwpx	훈령	대법원	2017	6	8	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-076809	ir-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/특허청/고시/case-04765-00-2018.hwp	hwp	고시	특허청	2018	4	4	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-076810	ir-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/교육부/공고문/case-04765-01-2019.hwpx	hwpx	공고문	교육부	2019	5	7	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-076811	ir-diff	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/보건복지부/회의록/case-04765-02-2020.hwp	hwp	회의록	보건복지부	2020	9	6	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-076812	ir-diff	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/국토교통부/예산서/case-04765-03-2021.hwpx	hwpx	예산서	국토교통부	2021	8	11	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-076813	ir-diff	render-diff	1	1	1	JOINT_PASS	samples/고용노동부/결산서/case-04765-04-2022.hwp	hwp	결산서	고용노동부	2022	8	8	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-076814	ir-diff	render-diff	1	0	0	SHADOW_A_ONLY	samples/외교부/계약서/case-04765-05-2023.hwpx	hwpx	계약서	외교부	2023	9	15	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
v-shadow-076815	ir-diff	render-diff	0	1	0	SHADOW_B_ONLY	samples/기획재정부/용역보고서/case-04765-06-2024.hwp	hwp	용역보고서	기획재정부	2024	11	10	rhwp ir-diff --json	rhwp render-diff --json	identical	pageCountMismatch	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:render-diff	1	1
