case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-007681	inspect-injection	inspect-unicode	1	1	1	JOINT_PASS	samples/병무청/훈령별표/case-00460-00-2020.hwp	hwp	훈령별표	병무청	2020	11	11	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-007682	inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/산림청/질의회신/case-00460-01-2021.hwpx	hwpx	질의회신	산림청	2021	12	14	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-007683	inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/농촌진흥청/업무계획/case-00460-02-2022.hwp	hwp	업무계획	농촌진흥청	2022	15	13	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-007684	inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/중소벤처기업부/점검표/case-00460-03-2023.hwpx	hwpx	점검표	중소벤처기업부	2023	17	18	rhwp inspect injection --json	rhwp inspect unicode --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect unicode	1	1
v-shadow-007685	inspect-injection	inspect-watermark	1	1	1	JOINT_PASS	samples/과학기술정보통신부/서식/case-00460-04-2024.hwp	hwp	서식	과학기술정보통신부	2024	15	15	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-007686	inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/문화체육관광부/예규/case-00460-05-2025.hwpx	hwpx	예규	문화체육관광부	2025	16	22	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-007687	inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/환경부/지침/case-00460-06-2026.hwp	hwp	지침	환경부	2026	20	17	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-007688	inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/해양수산부/공고/case-00460-07-2016.hwpx	hwpx	공고	해양수산부	2016	19	21	rhwp inspect injection --json	rhwp inspect watermark --json	clean	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:inspect injection|src/main.rs:inspect watermark	1	1
v-shadow-007689	inspect-injection	replay	1	1	1	JOINT_PASS	samples/법제처/기안문/case-00461-08-2017.hwp	hwp	기안문	법제처	2017	19	19	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-007690	inspect-injection	replay	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-00461-09-2018.hwpx	hwpx	편람	행정안전부	2018	20	25	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
v-shadow-007691	inspect-injection	replay	0	1	0	SHADOW_B_ONLY	samples/국세청/시험지/case-00461-10-2019.hwp	hwp	시험지	국세청	2019	22	21	rhwp inspect injection --json	rhwp replay --json	clean	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:inspect injection|src/main.rs:replay	1	1
