case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-092161	ir-diff	verify-pages	1	1	1	JOINT_PASS	samples/중소벤처기업부/점검표/case-05717-29-2024.hwpx	hwpx	점검표	중소벤처기업부	2024	16	16	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-092162	ir-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/과학기술정보통신부/서식/case-05717-30-2025.hwp	hwp	서식	과학기술정보통신부	2025	17	21	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-092163	ir-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/문화체육관광부/예규/case-05717-31-2026.hwpx	hwpx	예규	문화체육관광부	2026	19	18	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-092164	ir-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-05717-32-2016.hwp	hwp	지침	환경부	2016	21	25	rhwp ir-diff --json	rhwp verify --expect-pages --json	identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:verify	1	1
v-shadow-092165	ir-diff	fill-verify	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-05717-33-2017.hwpx	hwpx	공고	해양수산부	2017	20	20	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-092166	ir-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-05718-34-2018.hwp	hwp	기안문	법제처	2018	21	24	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-092167	ir-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/행정안전부/편람/case-05718-35-2019.hwpx	hwpx	편람	행정안전부	2019	24	22	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-092168	ir-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/국세청/시험지/case-05718-36-2020.hwp	hwp	시험지	국세청	2020	26	28	rhwp ir-diff --json	rhwp fill-fields --verify --json	identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:fill-fields	1	1
v-shadow-092169	ir-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/대법원/훈령/case-05718-37-2021.hwpx	hwpx	훈령	대법원	2021	24	24	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-092170	ir-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/특허청/고시/case-05718-38-2022.hwp	hwp	고시	특허청	2022	25	27	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-092171	ir-diff	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/교육부/공고문/case-05718-39-2023.hwpx	hwpx	공고문	교육부	2023	29	26	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
v-shadow-092172	ir-diff	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/보건복지부/회의록/case-05718-40-2024.hwp	hwp	회의록	보건복지부	2024	28	31	rhwp ir-diff --json	rhwp layout-anomaly --json	identical	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:ir-diff|src/main.rs:layout-anomaly	1	1
