case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-075601	{"planVersion":"1.0","input":"samples/과학기술정보통신부/예산요구서-075601.hwpx","output":"out/과학기술정보통신부/예산요구서-075601-vreplay.hwpx","steps":[{"action":"replace_text","find":"2025년 1차","replace":"2026년 2차"}]}	d48fc2cb75c9815b9eac58aa5967d4aceec28a77e75fa2feed70d56db67bfa58	1	0.8.4	LABOR_ACCEPTED	verify	capsule	a54ecfe13bb2ae0c75551a08ef1b537f44241ff8ad7ccc63d2fadea1c635690a	d48fc2cb75c9815b9eac58aa5967d4aceec28a77e75fa2feed70d56db67bfa58	0.8.4	samples/과학기술정보통신부/예산요구서-075601.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 예산요구서 건(#075600)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-075602	{"planVersion":"1.0","input":"samples/행정안전부/예산요구서-075602.hwp","output":"out/행정안전부/예산요구서-075602-vreplay.hwp","steps":[{"action":"replace_text","find":"3월 31일","replace":"2026년 2차"}]}	01f841adb84f736a78ae49a80d623cdf072b6d6599ebb58bb3f3a8c7b1e3eefc	0	0.8.3	LABOR_REJECTED	verify	replay	f1071b8fa942f64a1896ce5312593d96bb770bfab0f95f14df0b465e3b7aa924	b5ab65cf66ad18616b85fd4fb4fd9398bca6e21cc683c578185d6bb263d801c1	0.8.3	samples/행정안전부/예산요구서-075602.hwp	replace_text	3	0	reproduced_field	행정안전부 예산요구서 건(#075601)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-075603	{"planVersion":"1.0","input":"samples/기획재정부/예산요구서-075603.hwp","output":"out/기획재정부/예산요구서-075603-vreplay.hwp","steps":[{"action":"replace_text","find":"과학기술정보통신부","replace":"2026년 2차"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	dfd391de6e22a41da95e92865725672779e34ed53f47ec8ea6d8bb8683a3736b	b0ed3f7eec6c058838858ed892cb7124c9d9755d27e34bd2ed1e74feb2f1a4c8	0.8.2	samples/기획재정부/예산요구서-075603.hwp	replace_text	0	0	none	기획재정부 예산요구서 건(#075602)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-075604	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=075603 {"planVersion":"1.0","input":"samples/법무부/예산요구서-075604.hwp","output":"out/법무부/예산요구서-075604-vreplay.hwp","steps":[{"action":"replace_text","find":"붙임 1. 과업지시서","replace":"4월 15일"}]}				PROSE_NOT_EVIDENCE	absent	prose	36fbb0db337c62c732b88d3713f75477bc88189f4a3ef8ce8864ac21f12a0314	ca65665d385edf3962abc997c9704399a27505bc2675117b09b7aa3b88d859c6			prose	2	0	none	법무부 예산요구서 건(#075603)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-075605	{"planVersion":"1.0","input":"samples/교육부/예산요구서-075605.hwp","output":"out/교육부/예산요구서-075605-vreplay.hwp","steps":[{"action":"replace_text","find":"수신자 내부결재","replace":"4월 15일"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	2c1264fdc383dd40e155794494689b52fc5a8cd650304af48cd7ce8d3d00fcbe	434fc97fcafb0d7d67200d95a14135bbac4ce671fb3b9d1358c57649f3df0de8	0.8.0	samples/교육부/예산요구서-075605.hwp	replace_text	2	0	none	교육부 예산요구서 건(#075604)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-075606	{"planVersion":"1.0","input":"samples/국방부/예산요구서-075606.hwpx","output":"out/국방부/예산요구서-075606-vreplay.hwpx","steps":[{"action":"replace_text","find":"금일천만원정","replace":"4월 15일"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:075605	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	ce35e1fe5ffdaa4e02a47cb52336a499a0b84ba6003263d5fd28439028728c30	dad9f6cb56ad92b96f01526a9d5ce461686eb3eb2f76a9475e6f839f938be825	0.7.15	samples/국방부/예산요구서-075606.hwpx	replace_text	2	0	none	국방부 예산요구서 건(#075605)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-075607	{"planVersion":"1.0","input":"samples/보건복지부/예산요구서-075607.hwp","output":"out/보건복지부/예산요구서-075607-vreplay.hwp","steps":[{"action":"replace_text","find":"사업기간 2025.01.01","replace":"행정안전부"}]}	cb9b5e200e100f37d045727f5a629c567f8287ed9cba84526060155a1bb9187f	1		TOOL_VERSION_MISSING	verify	replay	75d7629e45438494f988151f3058ad3612ca7fc6625c51c0df6aa50517719052	cb9b5e200e100f37d045727f5a629c567f8287ed9cba84526060155a1bb9187f		samples/보건복지부/예산요구서-075607.hwp	replace_text	2	0	none	보건복지부 예산요구서 건(#075606)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-075608	{"planVersion":"1.0","input":"samples/고용노동부/예산요구서-075608.hwp","output":"out/고용노동부/예산요구서-075608-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드8":"행정안전부"}}]}	7adfaa80380550627f295ee639804528dc0f97fca67b9136f526a8ac5990cca8	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	781ff574f84f8ee41b69c2c327d53acf7741ec2495b96ef102a7e9a77eb7856a	7adfaa80380550627f295ee639804528dc0f97fca67b9136f526a8ac5990cca8	0.8.2	samples/고용노동부/예산요구서-075608.hwp	fill_fields	3	0	reproduced_field	고용노동부 예산요구서 건(#075607)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-075609		0a907561374d4109cc398c9a3513460f53cdfb310711cd3cec41c28c34f71436	1	0.8.4	NO_PLAN	verify	replay		06aa514f3c77b2625d57babc634b64b5c08cff9b2b7b11efeeac7c66c3ea9981	0.8.4		missing	2	0	none	국토교통부 예산요구서 건(#075608)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-075610	{"planVersion":"1.0","input":"samples/환경부/예산요구서-075610.hwp","output":"out/환경부/예산요구서-075610-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드10":"붙임 2. 산출내역서"}}]}	900ae73ab8d6f4b6b044561db5c7e66539cf2fa04ef0a0ecf01f512e28070c0e	1	0.8.3	LABOR_ACCEPTED	verify	replay	c1e23810c80a0c0c0c7ea7654ad446ad2c0c9b64d6e86705bc37b114593b5a96	900ae73ab8d6f4b6b044561db5c7e66539cf2fa04ef0a0ecf01f512e28070c0e	0.8.3	samples/환경부/예산요구서-075610.hwp	fill_fields	0	1	reproduced_field	환경부 예산요구서 건(#075609)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
