case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-105001	{"planVersion":"1.0","input":"samples/과학기술정보통신부/과업지시서-105001.hwpx","output":"out/과학기술정보통신부/과업지시서-105001-vreplay.hwpx","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"제3조 선택기능"}]}	cc7915e5cbe97a663d9f0c076d22ed18efc3b429b83a80d2ebb30440bbbc9646	1		TOOL_VERSION_MISSING	verify	replay	e110495078e2624fd79abe1678ab77c490402fa45c3fc074f224f87b2342ba2e	cc7915e5cbe97a663d9f0c076d22ed18efc3b429b83a80d2ebb30440bbbc9646		samples/과학기술정보통신부/과업지시서-105001.hwpx	replace_text	2	0	none	과학기술정보통신부 과업지시서 건(#105000)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-105002	{"planVersion":"1.0","input":"samples/행정안전부/과업지시서-105002.hwp","output":"out/행정안전부/과업지시서-105002-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"제3조 선택기능"}]}	7dcc30c3289326e6890dcf9a6d8a55c78dac75fcb3f7321b3a6894f6c8bedcf0	1	0.8.3	TOOL_VERSION_MISMATCH	verify	replay	b49500604fb36f5a7191ed07929f69f3a14150ce89403efdd1b113c662103a37	7dcc30c3289326e6890dcf9a6d8a55c78dac75fcb3f7321b3a6894f6c8bedcf0	0.8.0	samples/행정안전부/과업지시서-105002.hwp	replace_text	3	0	reproduced_field	행정안전부 과업지시서 건(#105001)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-105003		8b18892d44481c01dfe98f6eceb5965a46c6d3ba5296aed1757b3ef0c1f6a7b6	1	0.8.2	NO_PLAN	verify	replay		f99e4e0cf7c3b1087c68550456d91e660dbfa7a1e1d175d03c7bb39c5c864bc7	0.8.2		missing	2	0	none	기획재정부 과업지시서 건(#105002)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-105004	{"planVersion":"1.0","input":"samples/법무부/과업지시서-105004.hwp","output":"out/법무부/과업지시서-105004-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"별표 3 검수기준"}]}	14e4d3bdb496a12e2b0d1a85cb64c8b11edb5b85d4ab47f47a51e188624fe620	1	0.8.1	LABOR_ACCEPTED	verify	replay	d0c4af81619ece3732b0e050ad74d5cc881f0911cba635c85684225a6b468ab1	14e4d3bdb496a12e2b0d1a85cb64c8b11edb5b85d4ab47f47a51e188624fe620	0.8.1	samples/법무부/과업지시서-105004.hwp	replace_text	0	1	reproduced_field	법무부 과업지시서 건(#105003)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-105005	{"planVersion":"1.0","input":"samples/교육부/과업지시서-105005.hwp","output":"out/교육부/과업지시서-105005-vreplay.hwp","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"별표 3 검수기준"}]}	c8b8752efa4e3585d9d7b8f52088a0f9ee5133f9b97899f5b2a4d7c64d8f6505	0	0.8.0	LABOR_REJECTED	verify	replay	c29600dc1042e7888bc9e5627032672c1739d5baecd07c61f3a16e75f2804afe	b2b3f09389626972281e35237122856665a02ff2ec92720d7152226e84ccd3fa	0.8.0	samples/교육부/과업지시서-105005.hwp	replace_text	3	0	reproduced_field	교육부 과업지시서 건(#105004)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-105006	{"planVersion":"1.0","input":"samples/국방부/과업지시서-105006.hwpx","output":"out/국방부/과업지시서-105006-vreplay.hwpx","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"별표 3 검수기준"}]}			0.7.15	ATTEST_NOT_THIRD_PARTY	attest	capsule	d0826378c1d07d4dc0271485ed395b5296a4335f0eba9803c58b0944a6591354	f16c2a6f29fd9e76438d7d5751998bc61f5b59d261d56f2b067023862874e159	0.7.15	samples/국방부/과업지시서-105006.hwpx	replace_text	0	0	none	국방부 과업지시서 건(#105005)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-105007	구현자 산문만으로 재현율을 100% 로 적겠습니다. case=105006 {"planVersion":"1.0","input":"samples/보건복지부/과업지시서-105007.hwp","output":"out/보건복지부/과업지시서-105007-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"본 계약은 2026년에"}]}				PROSE_NOT_EVIDENCE	absent	prose	cb893c869d4c91e562ee34c02faa0fa2611b984767a1dae057c81d6b5851f781	59ace3d6a03ef26e25186d49ed0bd851d998e54249d03a396385b03729ddbf64			prose	2	0	none	보건복지부 과업지시서 건(#105006)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-105008	{"planVersion":"1.0","input":"samples/고용노동부/과업지시서-105008.hwp","output":"out/고용노동부/과업지시서-105008-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드15":"본 계약은 2026년에"}}]}			0.7.13	NO_EXPECT_SHA	verify	replay	44bc2a02c0c75e0727e1286a66caa717a6237ef7c78ed1448d83d8d37d91e304	df4596138fea40530a2244641a09872bd7f32db5346758cb09c0ae7eae071dff	0.7.13	samples/고용노동부/과업지시서-105008.hwp	fill_fields	2	0	none	고용노동부 과업지시서 건(#105007)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-105009	{"planVersion":"1.0","input":"samples/국토교통부/과업지시서-105009.hwp","output":"out/국토교통부/과업지시서-105009-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드16":"본 계약은 2026년에"}}]}	zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz:105008	0	0.8.4	INVALID_EXPECT_SHA	verify	replay	dc12fa54a0eb5f8cb68f573e9f74c4f0d7bee30f9e9a49f08322206428e33255	0a1c4ea9bf00f361d95c562fe3b0a9e8e3c0d424e1c765af7dc918223b263501	0.8.4	samples/국토교통부/과업지시서-105009.hwp	fill_fields	2	0	none	국토교통부 과업지시서 건(#105008)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-105010	{"planVersion":"1.0","input":"samples/환경부/과업지시서-105010.hwp","output":"out/환경부/과업지시서-105010-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드0":"비밀유지 및 보안서약"}}]}	16415c91d8d7d55dcab409a793592d16c7eada477ef696caee06ae4c958b13af	1		TOOL_VERSION_MISSING	verify	replay	c66a503afce2d70f7c1ff1dcb4814181f0f8fc95b065efda85f1a78e5664b081	16415c91d8d7d55dcab409a793592d16c7eada477ef696caee06ae4c958b13af		samples/환경부/과업지시서-105010.hwp	fill_fields	2	0	none	환경부 과업지시서 건(#105009)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-105011	{"planVersion":"1.0","input":"samples/산업통상자원부/과업지시서-105011.hwpx","output":"out/산업통상자원부/과업지시서-105011-vreplay.hwpx","steps":[{"action":"fill_fields","values":{"필드1":"비밀유지 및 보안서약"}}]}	4208d08c124012b03659c891982e2ce757e096b51aa889289814545dc3e44480	1	0.8.2	TOOL_VERSION_MISMATCH	verify	replay	586689c8b25a8f073ee1cc0efbcb4a83a4ed5eb50979e97ad6de9a8656038b78	4208d08c124012b03659c891982e2ce757e096b51aa889289814545dc3e44480	0.7.15	samples/산업통상자원부/과업지시서-105011.hwpx	fill_fields	3	0	reproduced_field	산업통상자원부 과업지시서 건(#105010)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-105012		165f425fcbbefcd781a7611440808568ae38256dd69610dc90978dda87c4489a	1	0.8.1	NO_PLAN	verify	replay		4ce1425b9027b98bf87161e8b564974bc8bccf81e4c266cf306833558aac19f0	0.8.1		missing	2	0	none	중소벤처기업부 과업지시서 건(#105011)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-105013	{"planVersion":"1.0","input":"samples/문화체육관광부/과업지시서-105013.hwp","output":"out/문화체육관광부/과업지시서-105013-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드3":"개인정보 파기 절차"}}]}	c5dd144ad226b09026ee8d47e109e1eaed2a8c7fa7eaed7226a6132038a0435e	1	0.8.0	LABOR_ACCEPTED	verify	capsule	715eabba5118d423c7e705c05c9e0b168ef0a375f899eecad499a2ebab32e5c2	c5dd144ad226b09026ee8d47e109e1eaed2a8c7fa7eaed7226a6132038a0435e	0.8.0	samples/문화체육관광부/과업지시서-105013.hwp	fill_fields	0	1	reproduced_field	문화체육관광부 과업지시서 건(#105012)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
