case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-025201	{"planVersion":"1.0","input":"samples/과학기술정보통신부/일반기안문-025201.hwpx","output":"out/과학기술정보통신부/일반기안문-025201-vreplay.hwpx","steps":[{"action":"replace_text","find":"2025년 1차","replace":"2026년 2차"}]}	e6e05e8366da8f3e1d747c65831568a3a3765c6f42ff1181de5431e940a1effc	1	0.8.4	LABOR_ACCEPTED	verify	capsule	49bf459a694fe5d02b3858b3ae941c9a64c0b71c818bf4ed7c904b5f290f2059	e6e05e8366da8f3e1d747c65831568a3a3765c6f42ff1181de5431e940a1effc	0.8.4	samples/과학기술정보통신부/일반기안문-025201.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 일반기안문 건(#025200)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-025202	{"planVersion":"1.0","input":"samples/행정안전부/일반기안문-025202.hwp","output":"out/행정안전부/일반기안문-025202-vreplay.hwp","steps":[{"action":"replace_text","find":"3월 31일","replace":"2026년 2차"}]}	74f724e0de8f3af69d9052934296166ccfae1ac8ec3cbefb70519c0685dced8a	0	0.8.3	LABOR_REJECTED	verify	replay	0c5f66bf7e9f929a247e3fc6b0478c361142f9a8ab5be65d85eb26f61ccd3594	b475b880a05af3dfe40ca70b1b57d14cfc9c18263a7e18c145c89b5042a64173	0.8.3	samples/행정안전부/일반기안문-025202.hwp	replace_text	3	0	reproduced_field	행정안전부 일반기안문 건(#025201)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-025203	{"planVersion":"1.0","input":"samples/기획재정부/일반기안문-025203.hwp","output":"out/기획재정부/일반기안문-025203-vreplay.hwp","steps":[{"action":"replace_text","find":"과학기술정보통신부","replace":"2026년 2차"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	b21e49e6d59956be687d31b3900c69f667df5cd4e1a75d675c741772616dea17	806c8ec552a14db1df919d28148fd4787d3c6e0a875d53863ca0d7dcd753aba7	0.8.2	samples/기획재정부/일반기안문-025203.hwp	replace_text	0	0	none	기획재정부 일반기안문 건(#025202)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-025204	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=025203 {"planVersion":"1.0","input":"samples/법무부/일반기안문-025204.hwp","output":"out/법무부/일반기안문-025204-vreplay.hwp","steps":[{"action":"replace_text","find":"붙임 1. 과업지시서","replace":"4월 15일"}]}				PROSE_NOT_EVIDENCE	absent	prose	a04d643eacf87f894d07326295b79a9b2658878f58d8afbcde8888a11ffe7178	a93b0f4abb5dfbb400d631b42ea7ef386e5aa477ab58e874420d8012fd7fbe63			prose	2	0	none	법무부 일반기안문 건(#025203)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-025205	{"planVersion":"1.0","input":"samples/교육부/일반기안문-025205.hwp","output":"out/교육부/일반기안문-025205-vreplay.hwp","steps":[{"action":"replace_text","find":"수신자 내부결재","replace":"4월 15일"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	7e58eaf680f962bba434078c0ad2b3ca2fa9e6318c63a7173a50178506d8d05c	d3fd85dd62c97a46ce0ed24b953eec3c196bac0524f5604f49b0cdbfb0e43863	0.8.0	samples/교육부/일반기안문-025205.hwp	replace_text	2	0	none	교육부 일반기안문 건(#025204)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-025206	{"planVersion":"1.0","input":"samples/국방부/일반기안문-025206.hwpx","output":"out/국방부/일반기안문-025206-vreplay.hwpx","steps":[{"action":"replace_text","find":"금일천만원정","replace":"4월 15일"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:025205	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	3459aa568332d39aa6cab7e378d93c81bb52e47ec957b1f5b5c9cfcb20ed97d4	de8e86f220f2e51e4f89104c674d370407155706f1b8b86db7d63e9833700f1f	0.7.15	samples/국방부/일반기안문-025206.hwpx	replace_text	2	0	none	국방부 일반기안문 건(#025205)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-025207	{"planVersion":"1.0","input":"samples/보건복지부/일반기안문-025207.hwp","output":"out/보건복지부/일반기안문-025207-vreplay.hwp","steps":[{"action":"replace_text","find":"사업기간 2025.01.01","replace":"행정안전부"}]}	3628c9589c1259bbb595d4c728f55e057d7d3b40005597a5bc4116c085b5cefe	1		TOOL_VERSION_MISSING	verify	replay	1e4445d11192b983f2f00650b237d904f3480670a0ffa4847ed46c6ad79656b8	3628c9589c1259bbb595d4c728f55e057d7d3b40005597a5bc4116c085b5cefe		samples/보건복지부/일반기안문-025207.hwp	replace_text	2	0	none	보건복지부 일반기안문 건(#025206)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-025208	{"planVersion":"1.0","input":"samples/고용노동부/일반기안문-025208.hwp","output":"out/고용노동부/일반기안문-025208-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드13":"행정안전부"}}]}	b81bc2a3b27be1eae8286af539ebc82f874331c1112b6ac12defae388f059990	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	d937fd557c3573eacda63c4674e016e05622f0ff15a77da1d33b7adc8a0435c8	b81bc2a3b27be1eae8286af539ebc82f874331c1112b6ac12defae388f059990	0.8.2	samples/고용노동부/일반기안문-025208.hwp	fill_fields	3	0	reproduced_field	고용노동부 일반기안문 건(#025207)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-025209		16f327aaa6525288e2ad96cc88ecc45b175a37ee52ceedcef8b7ffc1540d65a1	1	0.8.4	NO_PLAN	verify	replay		d11f19667db875548b66b034b807a25316f54ff94a35c104ed17907a1d0d1a8e	0.8.4		missing	2	0	none	국토교통부 일반기안문 건(#025208)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-025210	{"planVersion":"1.0","input":"samples/환경부/일반기안문-025210.hwp","output":"out/환경부/일반기안문-025210-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드15":"붙임 2. 산출내역서"}}]}	189c70648516da8fd986be64804bd2ae774b8ed7654d7b9aed444cfe68c4ad1e	1	0.8.3	LABOR_ACCEPTED	verify	replay	74394be3a0154ea6af5ae3ac8ccc972b7049c52e15e74ae9c1cdb37477cd202c	189c70648516da8fd986be64804bd2ae774b8ed7654d7b9aed444cfe68c4ad1e	0.8.3	samples/환경부/일반기안문-025210.hwp	fill_fields	0	1	reproduced_field	환경부 일반기안문 건(#025209)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
