case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-096601	로컬에서 재실행했고 성공했습니다. 해시 대조는 생략했습니다. case=096600 {"planVersion":"1.0","input":"samples/과학기술정보통신부/예규-096601.hwpx","output":"out/과학기술정보통신부/예규-096601-vreplay.hwpx","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"제3조 선택기능"}]}				PROSE_NOT_EVIDENCE	absent	prose	03aaf0738def6f46e859f04ccf1f1c2f3ca490bafb30b7012a1ff4da9263927e	132d70db2b45cd17259abc464a8d90584b335d3dd7d7be75df10c415c34382d1			prose	2	0	none	과학기술정보통신부 예규 건(#096600)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-096602	{"planVersion":"1.0","input":"samples/행정안전부/예규-096602.hwp","output":"out/행정안전부/예규-096602-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"제3조 선택기능"}]}			0.8.3	NO_EXPECT_SHA	verify	replay	bea6feb9371742667705ddd2bef44f8e07dba4431f4243629881e1b9025e8bed	b0c7122645b9e041d5a1e8ec5261ea5c7db24f984a8346c52ca32786afbd41bd	0.8.3	samples/행정안전부/예규-096602.hwp	replace_text	2	0	none	행정안전부 예규 건(#096601)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-096603	{"planVersion":"1.0","input":"samples/기획재정부/예규-096603.hwp","output":"out/기획재정부/예규-096603-vreplay.hwp","steps":[{"action":"replace_text","find":"본 계약은 2024년에","replace":"제3조 선택기능"}]}	GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG:096602	0	0.8.2	INVALID_EXPECT_SHA	verify	replay	760a4333cf9d9bfaac284efde3b2916534799ed12f3d42eaf7c84087e579fc75	025383b878e61a1703013a14fb711c24f9d9c626f5262886785ae4b390f24f25	0.8.2	samples/기획재정부/예규-096603.hwp	replace_text	2	0	none	기획재정부 예규 건(#096602)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-096604	{"planVersion":"1.0","input":"samples/법무부/예규-096604.hwp","output":"out/법무부/예규-096604-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"별표 3 검수기준"}]}	696ad0776b367bc5b08bcc9a9613e1f97712765bcae59dd31833673aedab9efd	1		TOOL_VERSION_MISSING	verify	replay	da6bae386fc6ff14922ad210fc518cf4636fdff828bdf4b011f95d6f98603d28	696ad0776b367bc5b08bcc9a9613e1f97712765bcae59dd31833673aedab9efd		samples/법무부/예규-096604.hwp	replace_text	2	0	none	법무부 예규 건(#096603)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-096605	{"planVersion":"1.0","input":"samples/교육부/예규-096605.hwp","output":"out/교육부/예규-096605-vreplay.hwp","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"별표 3 검수기준"}]}	d90ca0b062aab88cc62b5ab0fd0668fd8d787561441b708ab30847ab1829fe99	1	0.8.0	TOOL_VERSION_MISMATCH	verify	replay	cd188af3fd5cc1a644cbac75f1e4e9e1d724deb640e5bab7cb46c69e24f940ef	d90ca0b062aab88cc62b5ab0fd0668fd8d787561441b708ab30847ab1829fe99	0.7.13	samples/교육부/예규-096605.hwp	replace_text	3	0	reproduced_field	교육부 예규 건(#096604)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-096606		89c8e6d75770fa48669555b705415182f7bb125ef2df30beaf4e4b3044eb2fb9	1	0.7.15	NO_PLAN	verify	replay		87f4aa1b35c8f98e6169b4f1f6083b24d34bf0f824b12389eabebf45b2dee5b4	0.7.15		missing	2	0	none	국방부 예규 건(#096605)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-096607	{"planVersion":"1.0","input":"samples/보건복지부/예규-096607.hwp","output":"out/보건복지부/예규-096607-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"본 계약은 2026년에"}]}	72bf3c99a9c122e96abc7afe3ed81f7e53e97313178a0fcd45652a7330952bc8	1	0.7.14	LABOR_ACCEPTED	verify	capsule	07f32518e523462542f29fa22cc0beb8263df5e268d0713970c9acc0cca605a1	72bf3c99a9c122e96abc7afe3ed81f7e53e97313178a0fcd45652a7330952bc8	0.7.14	samples/보건복지부/예규-096607.hwp	replace_text	0	1	reproduced_field	보건복지부 예규 건(#096606)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-096608	{"planVersion":"1.0","input":"samples/고용노동부/예규-096608.hwp","output":"out/고용노동부/예규-096608-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드13":"본 계약은 2026년에"}}]}	c4816b6819f27a705aa8daf7203d25f10432056484934caae33f48c551bf5b3a	0	0.7.13	LABOR_REJECTED	verify	replay	a95da53757ddb20e996b91440145a427446a6f3aad3477261b0a5425ded698ae	f63f03fbc791b7f3e29838dff7a69cbab6a13da3e64854b193c8abc9470dbdd3	0.7.13	samples/고용노동부/예규-096608.hwp	fill_fields	3	0	reproduced_field	고용노동부 예규 건(#096607)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-096609	{"planVersion":"1.0","input":"samples/국토교통부/예규-096609.hwp","output":"out/국토교통부/예규-096609-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드14":"본 계약은 2026년에"}}]}			0.8.4	ATTEST_NOT_THIRD_PARTY	attest	replay	f412e2140bc52e37ea5ccbedeb22aaebeea0d850a8bd5871dbaefd3893f6db2a	f257a2f57c35d01fe786409a41ba28d19cdbcde0ae3e34dee36336bdaff32b4b	0.8.4	samples/국토교통부/예규-096609.hwp	fill_fields	0	0	none	국토교통부 예규 건(#096608)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-096610	작업이 완료되었습니다. 산출물이 맞다고 확신합니다. case=096609 {"planVersion":"1.0","input":"samples/환경부/예규-096610.hwp","output":"out/환경부/예규-096610-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드15":"비밀유지 및 보안서약"}}]}				PROSE_NOT_EVIDENCE	absent	prose	e7c6e5f9c934473a1b064990b138d2de2e96a49fbadc90a576e3e8619d12e1b8	e283fa1b67a857b8581c9eb35788c7d5c93647856e47cedd5bc970af05b7e638			prose	2	0	none	환경부 예규 건(#096609)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
