case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-113401	{"planVersion":"1.0","input":"samples/과학기술정보통신부/민원회신-113401.hwpx","output":"out/과학기술정보통신부/민원회신-113401-vreplay.hwpx","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"제3조 선택기능"}]}	00d52ccd922454b439fa5a925c8d2b84c6ead823ba6eac7b2f11c42844b66fe5	1	0.8.4	LABOR_ACCEPTED	verify	capsule	02f800bfaa0abc1c57f7ef3bcc6ae2cf06309fa1606a2ea0e561a29141a4b162	00d52ccd922454b439fa5a925c8d2b84c6ead823ba6eac7b2f11c42844b66fe5	0.8.4	samples/과학기술정보통신부/민원회신-113401.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 민원회신 건(#113400)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-113402	{"planVersion":"1.0","input":"samples/행정안전부/민원회신-113402.hwp","output":"out/행정안전부/민원회신-113402-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"제3조 선택기능"}]}	c681e9d99da68ec1e36cae6843535ab80dd432894322800cb36f4548f94a5758	0	0.8.3	LABOR_REJECTED	verify	replay	83c5320712c5b88dafb6ac90193593507c4283382e92f616c1dd20e3f23bcbb9	2ce2e59c121aa519ba726454080c61c5a2dd7258ae0e81c72161737c551e236b	0.8.3	samples/행정안전부/민원회신-113402.hwp	replace_text	3	0	reproduced_field	행정안전부 민원회신 건(#113401)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-113403	{"planVersion":"1.0","input":"samples/기획재정부/민원회신-113403.hwp","output":"out/기획재정부/민원회신-113403-vreplay.hwp","steps":[{"action":"replace_text","find":"본 계약은 2024년에","replace":"제3조 선택기능"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	eaead309694f56ccdee6932ce283bcba5640a057fb0d2fe6a376997cb18b7a4f	62c4ce5a25e31039091f2ffb2805aab0ce790ce3e40dda9fbc12feebe8da042e	0.8.2	samples/기획재정부/민원회신-113403.hwp	replace_text	0	0	none	기획재정부 민원회신 건(#113402)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-113404	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=113403 {"planVersion":"1.0","input":"samples/법무부/민원회신-113404.hwp","output":"out/법무부/민원회신-113404-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"별표 3 검수기준"}]}				PROSE_NOT_EVIDENCE	absent	prose	12f785159394d738b2d4ea27177fb31a1f6a9956b3052eafbfa75ee0f7e7d947	19948a2078a2add1afbb59a5c48c2b1c03746eb948229afcfa10fb5a49c0e418			prose	2	0	none	법무부 민원회신 건(#113403)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-113405	{"planVersion":"1.0","input":"samples/교육부/민원회신-113405.hwp","output":"out/교육부/민원회신-113405-vreplay.hwp","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"별표 3 검수기준"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	936ff0aa5db73de113bd250e667580fcad719adece966a479a390e93945992ce	4549e20ff5b58f49c9769292bda4d70e0ad1e34d273193fa1cd263d89db84fd9	0.8.0	samples/교육부/민원회신-113405.hwp	replace_text	2	0	none	교육부 민원회신 건(#113404)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-113406	{"planVersion":"1.0","input":"samples/국방부/민원회신-113406.hwpx","output":"out/국방부/민원회신-113406-vreplay.hwpx","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"별표 3 검수기준"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:113405	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	1942e56f385d48ccf207ead13b0caa5c896799ebd605c4db1bf39968748a3a9d	df115bd870cfd0471e1d4d6d5dfb675ddf885327c7dae4efe08cbd298bc6b88b	0.7.15	samples/국방부/민원회신-113406.hwpx	replace_text	2	0	none	국방부 민원회신 건(#113405)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-113407	{"planVersion":"1.0","input":"samples/보건복지부/민원회신-113407.hwp","output":"out/보건복지부/민원회신-113407-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"본 계약은 2026년에"}]}	3c510fe06667bba584370a3ee3d655b8c6d1c5e583d407c9a8edda7d274447bf	1		TOOL_VERSION_MISSING	verify	replay	35b5f2ea128a3e62d31cc86d3ebc2b30ce3458785acd65fa1aa12d29bcc35c8d	3c510fe06667bba584370a3ee3d655b8c6d1c5e583d407c9a8edda7d274447bf		samples/보건복지부/민원회신-113407.hwp	replace_text	2	0	none	보건복지부 민원회신 건(#113406)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-113408	{"planVersion":"1.0","input":"samples/고용노동부/민원회신-113408.hwp","output":"out/고용노동부/민원회신-113408-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드0":"본 계약은 2026년에"}}]}	e49eccb8042f26192f76eda442d1d49e2b74a318070ba9e7d4a00f79af943315	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	8423cffc77196616e610c71f2e50675fc626860be5b5723cf931a16df55abe8d	e49eccb8042f26192f76eda442d1d49e2b74a318070ba9e7d4a00f79af943315	0.8.2	samples/고용노동부/민원회신-113408.hwp	fill_fields	3	0	reproduced_field	고용노동부 민원회신 건(#113407)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-113409		05ea9575c2f183717f115db7a175d9b779f281d8f273f2ec025759df558c3791	1	0.8.4	NO_PLAN	verify	replay		c5ea8a16cbe682112465097998347b4358e45323f5d622a66e66a6251fd5864b	0.8.4		missing	2	0	none	국토교통부 민원회신 건(#113408)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-113410	{"planVersion":"1.0","input":"samples/환경부/민원회신-113410.hwp","output":"out/환경부/민원회신-113410-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드2":"비밀유지 및 보안서약"}}]}	fa4d0d4aba8b96fe49e57955be9abc4479ed038a91d9a3c54d89afce1db822d8	1	0.8.3	LABOR_ACCEPTED	verify	replay	36d2875d47dfcf8849cdeb9721dcec3dbf59b3a26783dbb7a2e2d5b65acb8f35	fa4d0d4aba8b96fe49e57955be9abc4479ed038a91d9a3c54d89afce1db822d8	0.8.3	samples/환경부/민원회신-113410.hwp	fill_fields	0	1	reproduced_field	환경부 민원회신 건(#113409)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-113411	{"planVersion":"1.0","input":"samples/산업통상자원부/민원회신-113411.hwpx","output":"out/산업통상자원부/민원회신-113411-vreplay.hwpx","steps":[{"action":"fill_fields","values":{"필드3":"비밀유지 및 보안서약"}}]}	cf9d0425f8d11d67c6ac609a1b1999d79f464731991f99c8459150c3757839db	0	0.8.2	LABOR_REJECTED	verify	replay	2cdbb8cf4306e62c5a809b2f2fe519daadae11d4cff6cf106970f33b5b054be6	f5c27cea6d8f10849122970e3e77d95db961619a0b8902470f75ae0cc41e8658	0.8.2	samples/산업통상자원부/민원회신-113411.hwpx	fill_fields	3	0	reproduced_field	산업통상자원부 민원회신 건(#113410)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-113412	{"planVersion":"1.0","input":"samples/중소벤처기업부/민원회신-113412.hwp","output":"out/중소벤처기업부/민원회신-113412-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드4":"비밀유지 및 보안서약"}}]}			0.8.1	ATTEST_NOT_THIRD_PARTY	attest	capsule	fdfd9c574b80edcc01a1e7784d6558f528e18bf559921339fb7434e3cca1bbcc	096b15acaa7d0d6800de57caa1aaa45e9a69d45cd0bf15c6ebd4646129ff571e	0.8.1	samples/중소벤처기업부/민원회신-113412.hwp	fill_fields	0	0	none	중소벤처기업부 민원회신 건(#113411)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-113413	toolVersion 을 확인하지 않았지만 재현된 것으로 간주합니다. case=113412 {"planVersion":"1.0","input":"samples/문화체육관광부/민원회신-113413.hwp","output":"out/문화체육관광부/민원회신-113413-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드5":"개인정보 파기 절차"}}]}				PROSE_NOT_EVIDENCE	absent	prose	36ce29262da0727a6278bf63219ffb4d385f94eb098452ff463db4222b1ef95e	4318f89817f705d6e33ae58ed7613fe2c754b7e15f53a735fa9a28f04d27f7d9			prose	2	0	none	문화체육관광부 민원회신 건(#113412)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-113414	{"planVersion":"1.0","input":"samples/농림축산식품부/민원회신-113414.hwp","output":"out/농림축산식품부/민원회신-113414-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드6":"개인정보 파기 절차"}}]}			0.7.15	NO_EXPECT_SHA	verify	replay	f83634c0e8ea70c24bc85ffa29763faca8747265f097d43cf1cf8646bb4e75aa	985c3385bd936c1a69c2c571175c16a58d13d2b20d4b46070a899092cfb359d9	0.7.15	samples/농림축산식품부/민원회신-113414.hwp	fill_fields	2	0	none	농림축산식품부 민원회신 건(#113413)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-113415	{"planVersion":"1.0","input":"samples/해양수산부/민원회신-113415.hwp","output":"out/해양수산부/민원회신-113415-vreplay.hwp","steps":[{"action":"set_cell","table":2,"row":2,"col":6,"text":"개인정보 파기 절차"}]}	gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg:113414	0	0.7.14	INVALID_EXPECT_SHA	verify	replay	1600024e3387cbf19e612a7346433e87ce9f9892a2c5cda6c52bb4902976b804	a456bbce4b26e07de547f361bac6cd8fd56ca0ae4a81e44ee4682256c43d70da	0.7.14	samples/해양수산부/민원회신-113415.hwp	set_cell	2	0	none	해양수산부 민원회신 건(#113414)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-113416	{"planVersion":"1.0","input":"samples/여성가족부/민원회신-113416.hwpx","output":"out/여성가족부/민원회신-113416-vreplay.hwpx","steps":[{"action":"set_cell","table":3,"row":3,"col":7,"text":"납기 2026-12-15"}]}	c15787bae14977b4eb22c2f02ef65624d5bc202eff2b9232bbc6cd63bdcdbe51	1		TOOL_VERSION_MISSING	verify	replay	c8f5b20d407adac06992db91533916cd88c5aa5323e7e3bd55e2584a5051c981	c15787bae14977b4eb22c2f02ef65624d5bc202eff2b9232bbc6cd63bdcdbe51		samples/여성가족부/민원회신-113416.hwpx	set_cell	2	0	none	여성가족부 민원회신 건(#113415)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
