case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-000001	{"planVersion":"1.0","input":"samples/과학기술정보통신부/과업지시서-000001.hwpx","output":"out/과학기술정보통신부/과업지시서-000001-vreplay.hwpx","steps":[{"action":"replace_text","find":"2025년 1차","replace":"2026년 2차"}]}	902aea6b966b66820bbd6a394ffa0c27c015634c898d699ce7be3ef8ec3422d7	1	0.8.4	LABOR_ACCEPTED	verify	capsule	8782b4741e6526b205ed81778309aab19ff402070a51156cb8adc76750055072	902aea6b966b66820bbd6a394ffa0c27c015634c898d699ce7be3ef8ec3422d7	0.8.4	samples/과학기술정보통신부/과업지시서-000001.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 과업지시서 건(#000000)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-000002	{"planVersion":"1.0","input":"samples/행정안전부/과업지시서-000002.hwp","output":"out/행정안전부/과업지시서-000002-vreplay.hwp","steps":[{"action":"replace_text","find":"3월 31일","replace":"2026년 2차"}]}	5c3e80fe08cbf59a5a881f185c79f32ff881605595f531cfa208c10a618ab02c	0	0.8.3	LABOR_REJECTED	verify	replay	956092bfe3da2b6f3bbf56562ccc65f86805443fddac5c1e61f2498ed674c1b9	799cdfc8b51fa592d6e1da3f4d208396a6cceb6ee2865dfd83484d79163945e1	0.8.3	samples/행정안전부/과업지시서-000002.hwp	replace_text	3	0	reproduced_field	행정안전부 과업지시서 건(#000001)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-000003	{"planVersion":"1.0","input":"samples/기획재정부/과업지시서-000003.hwp","output":"out/기획재정부/과업지시서-000003-vreplay.hwp","steps":[{"action":"replace_text","find":"과학기술정보통신부","replace":"2026년 2차"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	b8bb0bfc5df2e81202fb93f82d430ebebcb0cc091d863261b5e1575f01a8a31a	ff6187ab5b4291a5c1c76fdf841025be754387da84979c66f9d80aa0f55f8f83	0.8.2	samples/기획재정부/과업지시서-000003.hwp	replace_text	0	0	none	기획재정부 과업지시서 건(#000002)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-000004	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=000003 {"planVersion":"1.0","input":"samples/법무부/과업지시서-000004.hwp","output":"out/법무부/과업지시서-000004-vreplay.hwp","steps":[{"action":"replace_text","find":"붙임 1. 과업지시서","replace":"4월 15일"}]}				PROSE_NOT_EVIDENCE	absent	prose	ed3760217b68ec6498ebd703807979dd5f5c12104d760526c33b808c0dbe8aea	1c77448ed091833a1c7051acbf4ce5274c4c30c34eddaf819a509034e68ce883			prose	2	0	none	법무부 과업지시서 건(#000003)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-000005	{"planVersion":"1.0","input":"samples/교육부/과업지시서-000005.hwp","output":"out/교육부/과업지시서-000005-vreplay.hwp","steps":[{"action":"replace_text","find":"수신자 내부결재","replace":"4월 15일"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	9070d9d02481faf9dd69bafd96ca04bcdb6992a8a866456adb0a82d3f5124456	2a2ed6d7fa686194950a6847cc92926c97a961704e8036648909a21105489237	0.8.0	samples/교육부/과업지시서-000005.hwp	replace_text	2	0	none	교육부 과업지시서 건(#000004)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-000006	{"planVersion":"1.0","input":"samples/국방부/과업지시서-000006.hwpx","output":"out/국방부/과업지시서-000006-vreplay.hwpx","steps":[{"action":"replace_text","find":"금일천만원정","replace":"4월 15일"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:000005	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	d464ea6aa36e55380d77d05d6c83db9a372ea098415af397ed2f4bd6e4bf8a2a	a9ff729c8929ca0ed007d65199da8d746041a0d345a5d0cec066e2d6f9ac6673	0.7.15	samples/국방부/과업지시서-000006.hwpx	replace_text	2	0	none	국방부 과업지시서 건(#000005)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-000007	{"planVersion":"1.0","input":"samples/보건복지부/과업지시서-000007.hwp","output":"out/보건복지부/과업지시서-000007-vreplay.hwp","steps":[{"action":"replace_text","find":"사업기간 2025.01.01","replace":"행정안전부"}]}	f005cb3517b89ac52f6393755efa0c4197d505fb4c10a03a81378466d6a232bf	1		TOOL_VERSION_MISSING	verify	replay	609a5ebee39488df4743322cdc574f0ffe5a82855df68a33562978f3e82ef5ea	f005cb3517b89ac52f6393755efa0c4197d505fb4c10a03a81378466d6a232bf		samples/보건복지부/과업지시서-000007.hwp	replace_text	2	0	none	보건복지부 과업지시서 건(#000006)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-000008	{"planVersion":"1.0","input":"samples/고용노동부/과업지시서-000008.hwp","output":"out/고용노동부/과업지시서-000008-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드7":"행정안전부"}}]}	b588b5d21448caef94c5336dbf3f1d6ce2402f38aaef19ff53557c89a6a4da66	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	927a8ce5933d40c0eae98682ea8d615dae453da31818a9ccd3d6e376582432c6	b588b5d21448caef94c5336dbf3f1d6ce2402f38aaef19ff53557c89a6a4da66	0.8.2	samples/고용노동부/과업지시서-000008.hwp	fill_fields	3	0	reproduced_field	고용노동부 과업지시서 건(#000007)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-000009		dc52863f467173ef571bb8dd21ca1c61befb392f4409b470705b6ea26fe0c076	1	0.8.4	NO_PLAN	verify	replay		517a7fc4ea55a14a2cb7c2d9b7643582d61c00efafa2143a70338625d25aa0ff	0.8.4		missing	2	0	none	국토교통부 과업지시서 건(#000008)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-000010	{"planVersion":"1.0","input":"samples/환경부/과업지시서-000010.hwp","output":"out/환경부/과업지시서-000010-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드9":"붙임 2. 산출내역서"}}]}	9db46071f0090d93a81fa28aee19bb115c92206c1b24e093a8ca8c0f32df59e1	1	0.8.3	LABOR_ACCEPTED	verify	replay	57b8115e870f2945285ab68c91419b53e4fdfb7ec758a4711e53f7d5c6a3a875	9db46071f0090d93a81fa28aee19bb115c92206c1b24e093a8ca8c0f32df59e1	0.8.3	samples/환경부/과업지시서-000010.hwp	fill_fields	0	1	reproduced_field	환경부 과업지시서 건(#000009)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
