case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-054601	{"planVersion":"1.0","input":"samples/과학기술정보통신부/출장복명서-054601.hwpx","output":"out/과학기술정보통신부/출장복명서-054601-vreplay.hwpx","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"제3조 선택기능"}]}	18cd4438bf249543efd61ffe8cca32dd07b5875761961b698486a7cad168690c	1		TOOL_VERSION_MISSING	verify	replay	205f89762a114af2ccd160f6bb7e614a3f35d6619c475406c875ca3844e3e765	18cd4438bf249543efd61ffe8cca32dd07b5875761961b698486a7cad168690c		samples/과학기술정보통신부/출장복명서-054601.hwpx	replace_text	2	0	none	과학기술정보통신부 출장복명서 건(#054600)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-054602	{"planVersion":"1.0","input":"samples/행정안전부/출장복명서-054602.hwp","output":"out/행정안전부/출장복명서-054602-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"제3조 선택기능"}]}	dda726e3ebc26b0395896c7d90d8ee439d107b7b197570ac00b038170f11c1e7	1	0.8.3	TOOL_VERSION_MISMATCH	verify	replay	554ab7d160db8afd42a580d9f1f6275d97911eb8e22a7a932117d1827da15376	dda726e3ebc26b0395896c7d90d8ee439d107b7b197570ac00b038170f11c1e7	0.8.0	samples/행정안전부/출장복명서-054602.hwp	replace_text	3	0	reproduced_field	행정안전부 출장복명서 건(#054601)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-054603		e48886a178ec4ad1bf64897330c9e4a59ab84bc99f58cb24403c0a4273ec2abd	1	0.8.2	NO_PLAN	verify	replay		f375fe7594f5542de9275347dddbb883d8e2ade68ddfecd2bf46e2ead21995e3	0.8.2		missing	2	0	none	기획재정부 출장복명서 건(#054602)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-054604	{"planVersion":"1.0","input":"samples/법무부/출장복명서-054604.hwp","output":"out/법무부/출장복명서-054604-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"별표 3 검수기준"}]}	d37508369da9253474b214f38182e0cd5e3684c895f48bc9afc233db806de050	1	0.8.1	LABOR_ACCEPTED	verify	replay	515374dbfedb109dc92b7d52e328fc7f02b0e08e75a3a14d92cf84ec6cd0ba7a	d37508369da9253474b214f38182e0cd5e3684c895f48bc9afc233db806de050	0.8.1	samples/법무부/출장복명서-054604.hwp	replace_text	0	1	reproduced_field	법무부 출장복명서 건(#054603)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-054605	{"planVersion":"1.0","input":"samples/교육부/출장복명서-054605.hwp","output":"out/교육부/출장복명서-054605-vreplay.hwp","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"별표 3 검수기준"}]}	08b15d048d3c6044f7fa74d165b7e01a81b02e9ec77bec2a2759d7c59c301584	0	0.8.0	LABOR_REJECTED	verify	replay	530b9baf51eddf05e4a525e961d29c2bbe22413da07696038439d0183e38d5e2	5ac6a4ca6179e25319f5f38bfcfc1c672a07a284c8496b515d6d22fbb6141259	0.8.0	samples/교육부/출장복명서-054605.hwp	replace_text	3	0	reproduced_field	교육부 출장복명서 건(#054604)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-054606	{"planVersion":"1.0","input":"samples/국방부/출장복명서-054606.hwpx","output":"out/국방부/출장복명서-054606-vreplay.hwpx","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"별표 3 검수기준"}]}			0.7.15	ATTEST_NOT_THIRD_PARTY	attest	capsule	47730ab1906588eacfe625e28adc912f42d6fb848a068ce1c2b8f3f44b92e175	2ed562d0f6699a73831f7cdee380e1add2f015662d74e9bd6092e1612c747f0d	0.7.15	samples/국방부/출장복명서-054606.hwpx	replace_text	0	0	none	국방부 출장복명서 건(#054605)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-054607	구현자 산문만으로 재현율을 100% 로 적겠습니다. case=054606 {"planVersion":"1.0","input":"samples/보건복지부/출장복명서-054607.hwp","output":"out/보건복지부/출장복명서-054607-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"본 계약은 2026년에"}]}				PROSE_NOT_EVIDENCE	absent	prose	62abecac348f8751411ff12f409bd1e92d149325a577bc04f4480c9ad07bda47	bfcb0a9af2e1dbb0731cf1270ba2418f84ce75de44f97a7e56ea726d300b25fa			prose	2	0	none	보건복지부 출장복명서 건(#054606)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-054608	{"planVersion":"1.0","input":"samples/고용노동부/출장복명서-054608.hwp","output":"out/고용노동부/출장복명서-054608-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드3":"본 계약은 2026년에"}}]}			0.7.13	NO_EXPECT_SHA	verify	replay	36533d455db6f67fbf9a3239b9737ada1f638b8f21403bafa9a74858591ed61a	173174ccad90da097a1f070546d6507a1dd85fd7834af135a9b21541152fb358	0.7.13	samples/고용노동부/출장복명서-054608.hwp	fill_fields	2	0	none	고용노동부 출장복명서 건(#054607)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-054609	{"planVersion":"1.0","input":"samples/국토교통부/출장복명서-054609.hwp","output":"out/국토교통부/출장복명서-054609-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드4":"본 계약은 2026년에"}}]}	zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz:054608	0	0.8.4	INVALID_EXPECT_SHA	verify	replay	ce6ee44746ff16dc48761f0f7b908f40e333350cd3eabbee4cb8a647985001c6	e56feb8f79490fd9f939c9a2abbb28a3d6ed8a5e852e7ba6f852dc20dd0f4194	0.8.4	samples/국토교통부/출장복명서-054609.hwp	fill_fields	2	0	none	국토교통부 출장복명서 건(#054608)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-054610	{"planVersion":"1.0","input":"samples/환경부/출장복명서-054610.hwp","output":"out/환경부/출장복명서-054610-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드5":"비밀유지 및 보안서약"}}]}	8ebe72e717c234bccadefbb8cd33b094b9a24ee6873def3aa68330e40f561e2d	1		TOOL_VERSION_MISSING	verify	replay	95a9f4661e2d1d8e7b407ac10b144a9370144ef19253406852643d0228cabc3a	8ebe72e717c234bccadefbb8cd33b094b9a24ee6873def3aa68330e40f561e2d		samples/환경부/출장복명서-054610.hwp	fill_fields	2	0	none	환경부 출장복명서 건(#054609)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
