case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-050401	{"planVersion":"1.0","input":"samples/과학기술정보통신부/고시-050401.hwpx","output":"out/과학기술정보통신부/고시-050401-vreplay.hwpx","steps":[{"action":"replace_text","find":"2025년 1차","replace":"2026년 2차"}]}	539655c8edb77ee45f42e4a44819829a3fd6183f3e188fd257d43742ee0d7e2b	1	0.8.4	LABOR_ACCEPTED	verify	capsule	ce69d88e1e8c4487b54e24e5c693374e6f56f0c5ef30549b2c0343e34f905c42	539655c8edb77ee45f42e4a44819829a3fd6183f3e188fd257d43742ee0d7e2b	0.8.4	samples/과학기술정보통신부/고시-050401.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 고시 건(#050400)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-050402	{"planVersion":"1.0","input":"samples/행정안전부/고시-050402.hwp","output":"out/행정안전부/고시-050402-vreplay.hwp","steps":[{"action":"replace_text","find":"3월 31일","replace":"2026년 2차"}]}	4540ceb37127cb971a4efbbd065a1c7c7a435413b8e82566be59954610f54a19	0	0.8.3	LABOR_REJECTED	verify	replay	7b5b6f595b6668d0dc456991a28cffa81ba84221b16e2e1c4199a9beb9574df3	ac7853629d140a9bdbca8576dde0ae2bb6f595b52f59246ca41baa2e2c86e463	0.8.3	samples/행정안전부/고시-050402.hwp	replace_text	3	0	reproduced_field	행정안전부 고시 건(#050401)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-050403	{"planVersion":"1.0","input":"samples/기획재정부/고시-050403.hwp","output":"out/기획재정부/고시-050403-vreplay.hwp","steps":[{"action":"replace_text","find":"과학기술정보통신부","replace":"2026년 2차"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	81b12a6c071eaa28e07b2451ec3d9019a8dc05cbc76cbb78f7582173c467c260	53dbab06ecd4527d5da34a2f9a8f0d65e26e09f905a819c6fbf5ad7f9b71bc6e	0.8.2	samples/기획재정부/고시-050403.hwp	replace_text	0	0	none	기획재정부 고시 건(#050402)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-050404	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=050403 {"planVersion":"1.0","input":"samples/법무부/고시-050404.hwp","output":"out/법무부/고시-050404-vreplay.hwp","steps":[{"action":"replace_text","find":"붙임 1. 과업지시서","replace":"4월 15일"}]}				PROSE_NOT_EVIDENCE	absent	prose	8cad18e5b6bbecb755c468b02ad4dccbf08ffafe3eb859b2bd5555d34a7162c1	06165c5d1e8d6c75e9bcf32ff8968dec6e4828e0c6b556a94265daa1b0b3bbdb			prose	2	0	none	법무부 고시 건(#050403)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-050405	{"planVersion":"1.0","input":"samples/교육부/고시-050405.hwp","output":"out/교육부/고시-050405-vreplay.hwp","steps":[{"action":"replace_text","find":"수신자 내부결재","replace":"4월 15일"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	37ecce5034c4a7f4642d37f77722ceb5bc7eaa7fd3e56d697f249133d7ff3936	63e28c610ef23860fbed260b840171b35474e6ea138f4b6470ee9dfc063b09ef	0.8.0	samples/교육부/고시-050405.hwp	replace_text	2	0	none	교육부 고시 건(#050404)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-050406	{"planVersion":"1.0","input":"samples/국방부/고시-050406.hwpx","output":"out/국방부/고시-050406-vreplay.hwpx","steps":[{"action":"replace_text","find":"금일천만원정","replace":"4월 15일"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:050405	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	2e5a9a68b900f830a21ce259d5085b9dbbfb25e0db43e7bf7980525c7733c42a	f5de9492f216dc91721204f2f07d88a1c686c068aff0252b41c152177d929b4d	0.7.15	samples/국방부/고시-050406.hwpx	replace_text	2	0	none	국방부 고시 건(#050405)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-050407	{"planVersion":"1.0","input":"samples/보건복지부/고시-050407.hwp","output":"out/보건복지부/고시-050407-vreplay.hwp","steps":[{"action":"replace_text","find":"사업기간 2025.01.01","replace":"행정안전부"}]}	e1a51056c22b32031fa13b786f9bf72b94f1971261fcd0b8ceba437f60ddc7c7	1		TOOL_VERSION_MISSING	verify	replay	c670e7d0abf9042325b254a111b06423a3d1cbbf603651cd70781e427a7dda81	e1a51056c22b32031fa13b786f9bf72b94f1971261fcd0b8ceba437f60ddc7c7		samples/보건복지부/고시-050407.hwp	replace_text	2	0	none	보건복지부 고시 건(#050406)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-050408	{"planVersion":"1.0","input":"samples/고용노동부/고시-050408.hwp","output":"out/고용노동부/고시-050408-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드2":"행정안전부"}}]}	e50b2d5aab343e662a97eb7a500f4d70f1706e0f4f0fa8bf303f911a73c9c964	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	89ae9c7da168d82652f8586134eabd7b078388d26512e8905a4ad28d4abdf241	e50b2d5aab343e662a97eb7a500f4d70f1706e0f4f0fa8bf303f911a73c9c964	0.8.2	samples/고용노동부/고시-050408.hwp	fill_fields	3	0	reproduced_field	고용노동부 고시 건(#050407)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-050409		ecd35de3e6154be5b77ee5da92923f8174b2bdf39f585efcb8a083d0cb45a7e3	1	0.8.4	NO_PLAN	verify	replay		561f3c67d336cbd2d817aeb5cdbf5965b93b1c3c1aa8cdf0b5c33215e7450178	0.8.4		missing	2	0	none	국토교통부 고시 건(#050408)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-050410	{"planVersion":"1.0","input":"samples/환경부/고시-050410.hwp","output":"out/환경부/고시-050410-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드4":"붙임 2. 산출내역서"}}]}	06abc2ec70a469121054ca37bca5b73e8bdbbb52b4a9fff4ed95c3b636507aaf	1	0.8.3	LABOR_ACCEPTED	verify	replay	8bbb36e2ebba59c7e8e83126b54f2abee092e82160e0250eca80db3fcb0aa7da	06abc2ec70a469121054ca37bca5b73e8bdbbb52b4a9fff4ed95c3b636507aaf	0.8.3	samples/환경부/고시-050410.hwp	fill_fields	0	1	reproduced_field	환경부 고시 건(#050409)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
