case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-088201	{"planVersion":"1.0","input":"samples/과학기술정보통신부/결과보고서-088201.hwpx","output":"out/과학기술정보통신부/결과보고서-088201-vreplay.hwpx","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"제3조 선택기능"}]}	b256250d222d03d3993629697b25f728878e74b9de75f3250fd6510039852f5f	1	0.8.4	LABOR_ACCEPTED	verify	capsule	0ba7dc3982eb2bd2ab004ea91bf4a832a67bc95d36df4390201ab7ca5c871e2e	b256250d222d03d3993629697b25f728878e74b9de75f3250fd6510039852f5f	0.8.4	samples/과학기술정보통신부/결과보고서-088201.hwpx	replace_text	0	1	reproduced_field	과학기술정보통신부 결과보고서 건(#088200)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-088202	{"planVersion":"1.0","input":"samples/행정안전부/결과보고서-088202.hwp","output":"out/행정안전부/결과보고서-088202-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"제3조 선택기능"}]}	76daf64cf95eeb14bb99756df95de12e133aad0de421281c346445bf55ef6142	0	0.8.3	LABOR_REJECTED	verify	replay	5027a57a9b2241402cf3304fb8b867cfddc6916fb02c0149336f062d547013eb	6224c4d25859845e348ff5d0ef34b9963b6c49070daabbb645ee92c945fe8795	0.8.3	samples/행정안전부/결과보고서-088202.hwp	replace_text	3	0	reproduced_field	행정안전부 결과보고서 건(#088201)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-088203	{"planVersion":"1.0","input":"samples/기획재정부/결과보고서-088203.hwp","output":"out/기획재정부/결과보고서-088203-vreplay.hwp","steps":[{"action":"replace_text","find":"본 계약은 2024년에","replace":"제3조 선택기능"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	b46a393428b314fdf79b9f8f46c07314dad8d6a02b5425ff7269df63b9260c19	a791fca9601182ab7efb65098f164967f3c8b505833af9a4bc5e2dd3b2af0dc6	0.8.2	samples/기획재정부/결과보고서-088203.hwp	replace_text	0	0	none	기획재정부 결과보고서 건(#088202)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-088204	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=088203 {"planVersion":"1.0","input":"samples/법무부/결과보고서-088204.hwp","output":"out/법무부/결과보고서-088204-vreplay.hwp","steps":[{"action":"replace_text","find":"비밀유지 의무","replace":"별표 3 검수기준"}]}				PROSE_NOT_EVIDENCE	absent	prose	fc179af4666e4f90cd8467a30d45331dc6599e25657245372c0cdefd9554c74f	10f21cc8da4d2516d9d6d05782cc2bdde35103628cc581258b9cbd59ea8e1c06			prose	2	0	none	법무부 결과보고서 건(#088203)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-088205	{"planVersion":"1.0","input":"samples/교육부/결과보고서-088205.hwp","output":"out/교육부/결과보고서-088205-vreplay.hwp","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"별표 3 검수기준"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	c2d8f8b357f3d929fe9d70f05242a5bed375b1752d7cfb65abc5f70e194bc593	721ee78834f48d91d052d7a5784b88d087fd9085c29855a7517a114382548a38	0.8.0	samples/교육부/결과보고서-088205.hwp	replace_text	2	0	none	교육부 결과보고서 건(#088204)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-088206	{"planVersion":"1.0","input":"samples/국방부/결과보고서-088206.hwpx","output":"out/국방부/결과보고서-088206-vreplay.hwpx","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"별표 3 검수기준"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:088205	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	8fc3d3dc6e0b82b7a656a24e08a07c887b841ffa681bbcbff4d7f62e94f5512b	7bb974db28b00bd003683d2dcf6074a355721682e3a60ad79ca58a2bbdd7cee9	0.7.15	samples/국방부/결과보고서-088206.hwpx	replace_text	2	0	none	국방부 결과보고서 건(#088205)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-088207	{"planVersion":"1.0","input":"samples/보건복지부/결과보고서-088207.hwp","output":"out/보건복지부/결과보고서-088207-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"본 계약은 2026년에"}]}	3f9a8aa70bc9693183086e4eb05b48d3ae41533193be112dd28a80e3153ea3ed	1		TOOL_VERSION_MISSING	verify	replay	2e4c7bb00c6c59af4f0216787feee7214e1fd85feb5ac13a178eaa5ceeaeb66e	3f9a8aa70bc9693183086e4eb05b48d3ae41533193be112dd28a80e3153ea3ed		samples/보건복지부/결과보고서-088207.hwp	replace_text	2	0	none	보건복지부 결과보고서 건(#088206)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-088208	{"planVersion":"1.0","input":"samples/고용노동부/결과보고서-088208.hwp","output":"out/고용노동부/결과보고서-088208-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드11":"본 계약은 2026년에"}}]}	64c6536abc0ab4b94eaba0b87f0ccd12e9267b05cbb91f5a2952824295e8a7da	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	fb5748b8cd8ed71de613f89f54e63e6f607b25bf6fd85d7e945765409127b8b7	64c6536abc0ab4b94eaba0b87f0ccd12e9267b05cbb91f5a2952824295e8a7da	0.8.2	samples/고용노동부/결과보고서-088208.hwp	fill_fields	3	0	reproduced_field	고용노동부 결과보고서 건(#088207)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-088209		16574d1e6ca239ad7d5192e08eda8dc6839b89b7cbe40a4edd27f9e45f283f84	1	0.8.4	NO_PLAN	verify	replay		9f5efec5a5e413f6f0d4b5d9a62d5f0a02dc63a442eec5625699bb64032ea078	0.8.4		missing	2	0	none	국토교통부 결과보고서 건(#088208)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-088210	{"planVersion":"1.0","input":"samples/환경부/결과보고서-088210.hwp","output":"out/환경부/결과보고서-088210-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드13":"비밀유지 및 보안서약"}}]}	2b56524631a7c411fd0cbb01339cdad156fdd4ed54170563f8f751a8c83748ed	1	0.8.3	LABOR_ACCEPTED	verify	replay	32f68ba5c81bdf155ebfc368e6583945acad2f03798f4d24679481b83dcbdd1e	2b56524631a7c411fd0cbb01339cdad156fdd4ed54170563f8f751a8c83748ed	0.8.3	samples/환경부/결과보고서-088210.hwp	fill_fields	0	1	reproduced_field	환경부 결과보고서 건(#088209)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
