case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-109201	49a1d339d564aa9860546bf2afb7e99c547fd5d6a6af472f5b7e36656b2d99f6	49a1d339d564aa9860546bf2afb7e99c547fd5d6a6af472f5b7e36656b2d99f6	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/공고-109201-head.capsule.json	capsules/과학기술정보통신부/공고-109201-child.capsule.json	capsules/과학기술정보통신부/공고-109201-parent.capsule.json	2	과학기술정보통신부	공고	replace_text	과학기술정보통신부 공고 사슬(#109200)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-109202	702a65e453dce9c49daed9b87ac069957ec69a14e8f3c0a2c837ef58f00575aa	676a099ca30b504bd9775aa55644f13d0fdc27476f21c9fbe49f3863ca4665e8	1	0	capsules/행정안전부/공고-109202-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/공고-109202-head.capsule.json	capsules/행정안전부/공고-109202-child.capsule.json	capsules/행정안전부/공고-109202-parent.capsule.json	2	행정안전부	공고	replace_text	행정안전부 공고 사슬(#109201)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-109203	19b84510fff4ca60cfc16b25cf005c6a9c01eb7a1dab89ca255c130c426ad011	19b84510fff4ca60cfc16b25cf005c6a9c01eb7a1dab89ca255c130c426ad011	0	1	capsules/기획재정부/공고-109203-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/공고-109203-head.capsule.json	capsules/기획재정부/공고-109203-child.capsule.json	capsules/기획재정부/공고-109203-parent.capsule.json	2	기획재정부	공고	replace_text	기획재정부 공고 사슬(#109202)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-109204	2646edc171d3d45c3efe8b32037fb7f09d30816f9f185cb36b72fca4e3a352af	1c23aad2ece0e9f7e235343a6db72c60724258a4620f1cc9764c7eeea503b629				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/공고-109204-head.capsule.json	capsules/법무부/공고-109204-child.capsule.json	capsules/법무부/공고-109204-parent.capsule.json	1	법무부	공고	replace_text	법무부 공고 사슬(#109203)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-109205	4da21977b51099f0a9ad78373b602ab4e6c325edb03444e82237c71541fa327a	f5e52730f49f61d58eba5b368b807f6af8a26c7b5aa2d051f22a43c508e0f52e				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/공고-109205-head.capsule.json	capsules/교육부/공고-109205-child.capsule.json	capsules/교육부/공고-109205-parent.capsule.json	2	교육부	공고	replace_text	교육부 공고 사슬(#109204)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-109206	638bfc6474104f21699ca73193705cb4bd727ed56e458fa07b0a1f5ce95c6d31	46307cf54279c62d90f31ebcb34241013ba5977d00c7df3a2ee53b8161a4802e				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/공고-109206-head.capsule.json	capsules/국방부/공고-109206-child.capsule.json	capsules/국방부/공고-109206-parent.capsule.json	2	국방부	공고	replace_text	국방부 공고 사슬(#109205)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-109207	880979e1a1052277eaf366e8ae7c1125749951f7f508a80ea2061221c0302fa1	149b8d1c205ab0dc6c6947b2ba20aeff1b5be1d4777f3bb0632e361f31dcd95a				USAGE	usage		absent			2	0	none	capsules/보건복지부/공고-109207-head.capsule.json	capsules/보건복지부/공고-109207-child.capsule.json	capsules/보건복지부/공고-109207-parent.capsule.json	2	보건복지부	공고	replace_text	보건복지부 공고 사슬(#109206)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-109208	07cf0e4816ab331803810bb696afcc0c07f2c60ea5ea607f4dde4fff4607e024	07cf0e4816ab331803810bb696afcc0c07f2c60ea5ea607f4dde4fff4607e024	1	1	capsules/고용노동부/공고-109208-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/공고-109208-head.capsule.json	capsules/고용노동부/공고-109208-child.capsule.json	capsules/고용노동부/공고-109208-parent.capsule.json	2	고용노동부	공고	fill_fields	고용노동부 공고 사슬(#109207)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-109209	497d43f9971e2b812a67a209e7813d03a2813b69798faf681e4150579ec7c471	497d43f9971e2b812a67a209e7813d03a2813b69798faf681e4150579ec7c471	1	1	capsules/국토교통부/공고-109209-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/공고-109209-head.capsule.json	capsules/국토교통부/공고-109209-child.capsule.json	capsules/국토교통부/공고-109209-parent.capsule.json	2	국토교통부	공고	fill_fields	국토교통부 공고 사슬(#109208)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-109210	ef82730ccda50125fafac70b5af57b76cc69cff87c46cd4783e9f33243f344c0	ef82730ccda50125fafac70b5af57b76cc69cff87c46cd4783e9f33243f344c0	1	1	capsules/환경부/공고-109210-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-1	ok			3	0	none	capsules/환경부/공고-109210-head.capsule.json	capsules/환경부/공고-109210-child.capsule.json	capsules/환경부/공고-109210-parent.capsule.json	2	환경부	공고	fill_fields	환경부 공고 사슬(#109209)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
v-lineage-109211	0xc68bfe05406d065e5c4cc599ad7f3b5a54d4ce4ee182b10cb6767cf58360feb9	b128135f2dd9feeb78704f6acdd4e0f1ad30804f748671dce1aa75ab3149afa9	1	1		HASH_DEFECT	lineage	lineage	ok			2	0	none	capsules/산업통상자원부/공고-109211-head.capsule.json	capsules/산업통상자원부/공고-109211-child.capsule.json	capsules/산업통상자원부/공고-109211-parent.capsule.json	2	산업통상자원부	공고	fill_fields	산업통상자원부 공고 사슬(#109210)은 구현자가 이어졌다고 썼다. 가족=HASH_DEFECT. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HASH_DEFECT	prefixed
v-lineage-109212	d99478d622f169aae4692e881d5558687993c0697ee22e203a89b27070fa092f	d99478d622f169aae4692e881d5558687993c0697ee22e203a89b27070fa092f	1	1	capsules/중소벤처기업부/공고-109212-broken.capsule.json	ENVELOPE_CONTRADICTS	lineage	lineage	ok	1		3	0	none	capsules/중소벤처기업부/공고-109212-head.capsule.json	capsules/중소벤처기업부/공고-109212-child.capsule.json	capsules/중소벤처기업부/공고-109212-parent.capsule.json	2	중소벤처기업부	공고	fill_fields	중소벤처기업부 공고 사슬(#109211)은 구현자가 이어졌다고 썼다. 가족=ENVELOPE_CONTRADICTS. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ENVELOPE_CONTRADICTS	
v-lineage-109213	005c12025251a5536ade146482db112de041dca8fc73dd81512c921d3c7fb041	005c12025251a5536ade146482db112de041dca8fc73dd81512c921d3c7fb041	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1		0	1	lineage_hash_eq	capsules/문화체육관광부/공고-109213-head.capsule.json	capsules/문화체육관광부/공고-109213-child.capsule.json	capsules/문화체육관광부/공고-109213-parent.capsule.json	2	문화체육관광부	공고	fill_fields	문화체육관광부 공고 사슬(#109212)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-109214	d32ff2e84f6c55d329de067052fe47cf0192a94f183c9f3a8682f84de39e5830	8d3067ca7c0f3e44ed9d5eaaac91c3b9361f1fc9b5fa588177fc119a447bfd9f	1	0	capsules/농림축산식품부/공고-109214-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/농림축산식품부/공고-109214-head.capsule.json	capsules/농림축산식품부/공고-109214-child.capsule.json	capsules/농림축산식품부/공고-109214-parent.capsule.json	2	농림축산식품부	공고	fill_fields	농림축산식품부 공고 사슬(#109213)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-109215	62401a4f7ea0b98ac505094e0f179c0e123b7b35aef3f0f0cb9376f9f08ce4dc	62401a4f7ea0b98ac505094e0f179c0e123b7b35aef3f0f0cb9376f9f08ce4dc	0	1	capsules/해양수산부/공고-109215-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/해양수산부/공고-109215-head.capsule.json	capsules/해양수산부/공고-109215-child.capsule.json	capsules/해양수산부/공고-109215-parent.capsule.json	2	해양수산부	공고	set_cell	해양수산부 공고 사슬(#109214)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-109216	7cc1983d574e1ba4580d7235a77a183301a27e5bd268cedc3021a0bdd3c335ae	fa066dc72add3d2f8a0ecd6674d6d49f78caff2701fc2e7b7e7441205de1c4cb				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/여성가족부/공고-109216-head.capsule.json	capsules/여성가족부/공고-109216-child.capsule.json	capsules/여성가족부/공고-109216-parent.capsule.json	1	여성가족부	공고	set_cell	여성가족부 공고 사슬(#109215)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
