case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-117601	271a38e80cc4f53c2fa4e5332492c13ba84283140f61e6d211e8c0468b942857	271a38e80cc4f53c2fa4e5332492c13ba84283140f61e6d211e8c0468b942857	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/입찰공고-117601-head.capsule.json	capsules/과학기술정보통신부/입찰공고-117601-child.capsule.json	capsules/과학기술정보통신부/입찰공고-117601-parent.capsule.json	2	과학기술정보통신부	입찰공고	replace_text	과학기술정보통신부 입찰공고 사슬(#117600)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-117602	c4365e77f722e4acc78a69ece58118cbd5153c5162c2bcb6612995a3860ea457	3fb1466ae24b420d0a2b710f242dc9a5168996f838b9fa09f77dc1884b20bc10	1	0	capsules/행정안전부/입찰공고-117602-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/입찰공고-117602-head.capsule.json	capsules/행정안전부/입찰공고-117602-child.capsule.json	capsules/행정안전부/입찰공고-117602-parent.capsule.json	2	행정안전부	입찰공고	replace_text	행정안전부 입찰공고 사슬(#117601)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-117603	adc25621ccbfe9e3c0d7c15d14d8205258c065193dbf63864fc07f1511e7acb5	adc25621ccbfe9e3c0d7c15d14d8205258c065193dbf63864fc07f1511e7acb5	0	1	capsules/기획재정부/입찰공고-117603-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/입찰공고-117603-head.capsule.json	capsules/기획재정부/입찰공고-117603-child.capsule.json	capsules/기획재정부/입찰공고-117603-parent.capsule.json	2	기획재정부	입찰공고	replace_text	기획재정부 입찰공고 사슬(#117602)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-117604	70e8c61540cee5f863ac1dbb0732ce71c1e8d4f692a51cc7a9e5b8ac050fab72	327f82576023e995b372c7c25a5bf949ec3859775337fa6ea90256bd8a900346				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/입찰공고-117604-head.capsule.json	capsules/법무부/입찰공고-117604-child.capsule.json	capsules/법무부/입찰공고-117604-parent.capsule.json	1	법무부	입찰공고	replace_text	법무부 입찰공고 사슬(#117603)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-117605	1eac250c6b347b4ba00edef25418a8f729a78b3b5f82e54dd3e9243a6c05df3b	83a0a2d1bd7cf87d98de82b6690db54707618a168e86f509419234b2a01f74b0				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/입찰공고-117605-head.capsule.json	capsules/교육부/입찰공고-117605-child.capsule.json	capsules/교육부/입찰공고-117605-parent.capsule.json	2	교육부	입찰공고	replace_text	교육부 입찰공고 사슬(#117604)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-117606	2a136695835ea23cb2e6f884cb9be5151628215127639e0f0953e5cc9d1b5983	62ddb3de32578cfe1a293e84d5d85a67f5184467a25e326b0c6ecb591a6f85c5				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/입찰공고-117606-head.capsule.json	capsules/국방부/입찰공고-117606-child.capsule.json	capsules/국방부/입찰공고-117606-parent.capsule.json	2	국방부	입찰공고	replace_text	국방부 입찰공고 사슬(#117605)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-117607	388d3818bb57641b14675270d770135715c5725d9a38b3a94234bc0b38033e3c	9f52e9adf1c683728e52af8f3b4e5389122216c3b3e9949a7fe7c08b05311e27				USAGE	usage		absent			2	0	none	capsules/보건복지부/입찰공고-117607-head.capsule.json	capsules/보건복지부/입찰공고-117607-child.capsule.json	capsules/보건복지부/입찰공고-117607-parent.capsule.json	2	보건복지부	입찰공고	replace_text	보건복지부 입찰공고 사슬(#117606)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-117608	d0908c7e929862e79962d7b84ef3dec4c50fc04daac550b9b2056fd23a432760	d0908c7e929862e79962d7b84ef3dec4c50fc04daac550b9b2056fd23a432760	1	1	capsules/고용노동부/입찰공고-117608-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/입찰공고-117608-head.capsule.json	capsules/고용노동부/입찰공고-117608-child.capsule.json	capsules/고용노동부/입찰공고-117608-parent.capsule.json	2	고용노동부	입찰공고	fill_fields	고용노동부 입찰공고 사슬(#117607)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-117609	03540d1e3a54f7091ae6a82b818cf4ba14d0ce76a8e9eede033893742ac4b5b1	03540d1e3a54f7091ae6a82b818cf4ba14d0ce76a8e9eede033893742ac4b5b1	1	1	capsules/국토교통부/입찰공고-117609-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/입찰공고-117609-head.capsule.json	capsules/국토교통부/입찰공고-117609-child.capsule.json	capsules/국토교통부/입찰공고-117609-parent.capsule.json	2	국토교통부	입찰공고	fill_fields	국토교통부 입찰공고 사슬(#117608)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-117610	d32fd07fc6b97fd1bb5bb063670664166dfc9992d3508e6a73c836f20f00bcc2	d32fd07fc6b97fd1bb5bb063670664166dfc9992d3508e6a73c836f20f00bcc2	1	1	capsules/환경부/입찰공고-117610-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-3	ok			3	0	none	capsules/환경부/입찰공고-117610-head.capsule.json	capsules/환경부/입찰공고-117610-child.capsule.json	capsules/환경부/입찰공고-117610-parent.capsule.json	2	환경부	입찰공고	fill_fields	환경부 입찰공고 사슬(#117609)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
