case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-105001	e8b6ae6d2a11ff0be86e0299b6601c2d3b7dd1e6838d8fee6dfc4a6e62c8ab79	e8b6ae6d2a11ff0be86e0299b6601c2d3b7dd1e6838d8fee6dfc4a6e62c8ab79	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/과업지시서-105001-head.capsule.json	capsules/과학기술정보통신부/과업지시서-105001-child.capsule.json	capsules/과학기술정보통신부/과업지시서-105001-parent.capsule.json	2	과학기술정보통신부	과업지시서	replace_text	과학기술정보통신부 과업지시서 사슬(#105000)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-105002	901ebcd68bdaf5026d897aa4522eca551bacce148b546d5c566807d3efa1646e	9538383a65b43fb2243e251f557748246dc7bf9f8c29122faac2ccdc673d509c	1	0	capsules/행정안전부/과업지시서-105002-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/과업지시서-105002-head.capsule.json	capsules/행정안전부/과업지시서-105002-child.capsule.json	capsules/행정안전부/과업지시서-105002-parent.capsule.json	2	행정안전부	과업지시서	replace_text	행정안전부 과업지시서 사슬(#105001)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-105003	84d5be5c1100f913b75c090adcf6ff3aa47d585386a0d282db88bd3cda822b31	84d5be5c1100f913b75c090adcf6ff3aa47d585386a0d282db88bd3cda822b31	0	1	capsules/기획재정부/과업지시서-105003-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/과업지시서-105003-head.capsule.json	capsules/기획재정부/과업지시서-105003-child.capsule.json	capsules/기획재정부/과업지시서-105003-parent.capsule.json	2	기획재정부	과업지시서	replace_text	기획재정부 과업지시서 사슬(#105002)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-105004	97daa01fadbb29f5be78d30193798c8fc55f57fab8febc904cabfaa1a4087fff	9dec0a04786e644783cac75211a32782058626ff287eb9bc91eece4ced51814b				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/과업지시서-105004-head.capsule.json	capsules/법무부/과업지시서-105004-child.capsule.json	capsules/법무부/과업지시서-105004-parent.capsule.json	1	법무부	과업지시서	replace_text	법무부 과업지시서 사슬(#105003)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-105005	9ab74539c9bb2ba00d7f9625196dac6a14e99f4138fadb94dd8a0ebcfcc0bd1b	295376952d040c85e59768b012a52af8d30cf7ce05b12a18e111b3b9958f1cb5				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/과업지시서-105005-head.capsule.json	capsules/교육부/과업지시서-105005-child.capsule.json	capsules/교육부/과업지시서-105005-parent.capsule.json	2	교육부	과업지시서	replace_text	교육부 과업지시서 사슬(#105004)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-105006	de69fc62bf4d4afba44d7180de9784764b519df7df2f5adad63d7efd3ce5f4ca	a462d52ff8a7bc0ebd470b05c2215842971719c51d4ec761a63fa84756adacb9				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/과업지시서-105006-head.capsule.json	capsules/국방부/과업지시서-105006-child.capsule.json	capsules/국방부/과업지시서-105006-parent.capsule.json	2	국방부	과업지시서	replace_text	국방부 과업지시서 사슬(#105005)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-105007	08712b396e654750ea2bdef087bf37e6ce6dea67d8ce99ac6bc8c7a77542b32a	92919c55650027629f59a9da4a0c402f6ab0bd58c65d3dc369cc722a617ba68e				USAGE	usage		absent			2	0	none	capsules/보건복지부/과업지시서-105007-head.capsule.json	capsules/보건복지부/과업지시서-105007-child.capsule.json	capsules/보건복지부/과업지시서-105007-parent.capsule.json	2	보건복지부	과업지시서	replace_text	보건복지부 과업지시서 사슬(#105006)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-105008	9809132c6b9b75311480d03920fefd07a49722664e328b2509bd71324df7edbd	9809132c6b9b75311480d03920fefd07a49722664e328b2509bd71324df7edbd	1	1	capsules/고용노동부/과업지시서-105008-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/과업지시서-105008-head.capsule.json	capsules/고용노동부/과업지시서-105008-child.capsule.json	capsules/고용노동부/과업지시서-105008-parent.capsule.json	2	고용노동부	과업지시서	fill_fields	고용노동부 과업지시서 사슬(#105007)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-105009	9e6500c920a8de09425ba85f57abf2d626e301f8ff9ec2f55ceacbb793995c41	9e6500c920a8de09425ba85f57abf2d626e301f8ff9ec2f55ceacbb793995c41	1	1	capsules/국토교통부/과업지시서-105009-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/과업지시서-105009-head.capsule.json	capsules/국토교통부/과업지시서-105009-child.capsule.json	capsules/국토교통부/과업지시서-105009-parent.capsule.json	2	국토교통부	과업지시서	fill_fields	국토교통부 과업지시서 사슬(#105008)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-105010	c648be0fb8bb165b4f6cf3ca30037ecd3ffd0c2a57467cabda79c8d46c48a9cf	c648be0fb8bb165b4f6cf3ca30037ecd3ffd0c2a57467cabda79c8d46c48a9cf	1	1	capsules/환경부/과업지시서-105010-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-0	ok			3	0	none	capsules/환경부/과업지시서-105010-head.capsule.json	capsules/환경부/과업지시서-105010-child.capsule.json	capsules/환경부/과업지시서-105010-parent.capsule.json	2	환경부	과업지시서	fill_fields	환경부 과업지시서 사슬(#105009)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
