case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-025201	755f0c5ef4ffafe7e0d386b93b63703a5606ca269c258dfe7bb35a175dc153db	755f0c5ef4ffafe7e0d386b93b63703a5606ca269c258dfe7bb35a175dc153db	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/일반기안문-025201-head.capsule.json	capsules/과학기술정보통신부/일반기안문-025201-child.capsule.json	capsules/과학기술정보통신부/일반기안문-025201-parent.capsule.json	2	과학기술정보통신부	일반기안문	replace_text	과학기술정보통신부 일반기안문 사슬(#025200)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-025202	7c2c108363b7931eecebb6e8d4baa6bd74abdb6e9d6c0744216170e574d2752d	9ea292ba6e0bf7da59e82514bf3f1ea678f1f2e986be9d2de33324767e014887	1	0	capsules/행정안전부/일반기안문-025202-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/일반기안문-025202-head.capsule.json	capsules/행정안전부/일반기안문-025202-child.capsule.json	capsules/행정안전부/일반기안문-025202-parent.capsule.json	2	행정안전부	일반기안문	replace_text	행정안전부 일반기안문 사슬(#025201)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-025203	70756a8976a1ac1d22c96bca2ddbc0840bd659825b194aa81645217dc5bb178d	70756a8976a1ac1d22c96bca2ddbc0840bd659825b194aa81645217dc5bb178d	0	1	capsules/기획재정부/일반기안문-025203-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/일반기안문-025203-head.capsule.json	capsules/기획재정부/일반기안문-025203-child.capsule.json	capsules/기획재정부/일반기안문-025203-parent.capsule.json	2	기획재정부	일반기안문	replace_text	기획재정부 일반기안문 사슬(#025202)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-025204	fe43ef0e22f5a4e8ac7eaeea109480d0fa8e1480acd0e4dcf52240d38d2dbbd5	416955d2e96d20039c037fe9edaaa95c4e560c1698361b682deb730f3af068e0				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/일반기안문-025204-head.capsule.json	capsules/법무부/일반기안문-025204-child.capsule.json	capsules/법무부/일반기안문-025204-parent.capsule.json	1	법무부	일반기안문	replace_text	법무부 일반기안문 사슬(#025203)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-025205	43500631b7d9bc7252f0d7c2c5764ff39c40a3d8237f00adfb74dd97c8398607	40588d92355dcb7f3800caddf5f65d589ee3ffd2b332a350a6a0fdd3156e4e33				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/일반기안문-025205-head.capsule.json	capsules/교육부/일반기안문-025205-child.capsule.json	capsules/교육부/일반기안문-025205-parent.capsule.json	2	교육부	일반기안문	replace_text	교육부 일반기안문 사슬(#025204)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-025206	b27f7dc0a4af593631450f75b60eaea3bc0124836b6cca7ed5f8271bc249894c	4df2304ec0c11ee26671598554f4a3842e5f88adedfb446950eb4ed26a64bbf8				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/일반기안문-025206-head.capsule.json	capsules/국방부/일반기안문-025206-child.capsule.json	capsules/국방부/일반기안문-025206-parent.capsule.json	2	국방부	일반기안문	replace_text	국방부 일반기안문 사슬(#025205)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-025207	d48a0cd8944e3bbfa6dc2404524af7fcc527234fd2025ea361158226f28c720b	02b694215a3989591998d68baeeac33f5d1639a2b73c9014d5660adaf6ffd1bf				USAGE	usage		absent			2	0	none	capsules/보건복지부/일반기안문-025207-head.capsule.json	capsules/보건복지부/일반기안문-025207-child.capsule.json	capsules/보건복지부/일반기안문-025207-parent.capsule.json	2	보건복지부	일반기안문	replace_text	보건복지부 일반기안문 사슬(#025206)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-025208	8f3f49f1862a785c3edc6dad2cf7c632f7fb6b1e10971e0051b48d2df8b045db	8f3f49f1862a785c3edc6dad2cf7c632f7fb6b1e10971e0051b48d2df8b045db	1	1	capsules/고용노동부/일반기안문-025208-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/일반기안문-025208-head.capsule.json	capsules/고용노동부/일반기안문-025208-child.capsule.json	capsules/고용노동부/일반기안문-025208-parent.capsule.json	2	고용노동부	일반기안문	fill_fields	고용노동부 일반기안문 사슬(#025207)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-025209	01f190f7f2ce6b44cecbacfcab328a92846f082a9111441767c2bdc27c8db77f	01f190f7f2ce6b44cecbacfcab328a92846f082a9111441767c2bdc27c8db77f	1	1	capsules/국토교통부/일반기안문-025209-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/일반기안문-025209-head.capsule.json	capsules/국토교통부/일반기안문-025209-child.capsule.json	capsules/국토교통부/일반기안문-025209-parent.capsule.json	2	국토교통부	일반기안문	fill_fields	국토교통부 일반기안문 사슬(#025208)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-025210	5a7b1da707158bd4eee19be5c6bfa14f9e3a2563f9ba2b178362637079d662ff	5a7b1da707158bd4eee19be5c6bfa14f9e3a2563f9ba2b178362637079d662ff	1	1	capsules/환경부/일반기안문-025210-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-15	ok			3	0	none	capsules/환경부/일반기안문-025210-head.capsule.json	capsules/환경부/일반기안문-025210-child.capsule.json	capsules/환경부/일반기안문-025210-parent.capsule.json	2	환경부	일반기안문	fill_fields	환경부 일반기안문 사슬(#025209)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
v-lineage-025211	0xb6f80b8610b6ce28646f1da167920ce1225f594f803367cadb63d1e6df3a57e2	426744bfdc7d14816d8d6abd9033d368c43da41826dd9bd371d9f223102382d4	1	1		HASH_DEFECT	lineage	lineage	ok			2	0	none	capsules/산업통상자원부/일반기안문-025211-head.capsule.json	capsules/산업통상자원부/일반기안문-025211-child.capsule.json	capsules/산업통상자원부/일반기안문-025211-parent.capsule.json	2	산업통상자원부	일반기안문	fill_fields	산업통상자원부 일반기안문 사슬(#025210)은 구현자가 이어졌다고 썼다. 가족=HASH_DEFECT. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HASH_DEFECT	prefixed
v-lineage-025212	b071c2cf65f926d7704812cf5ac962f0c8bdb2d82aaf34bf8f8d98c7f20b29ac	b071c2cf65f926d7704812cf5ac962f0c8bdb2d82aaf34bf8f8d98c7f20b29ac	1	1	capsules/중소벤처기업부/일반기안문-025212-broken.capsule.json	ENVELOPE_CONTRADICTS	lineage	lineage	ok	1		3	0	none	capsules/중소벤처기업부/일반기안문-025212-head.capsule.json	capsules/중소벤처기업부/일반기안문-025212-child.capsule.json	capsules/중소벤처기업부/일반기안문-025212-parent.capsule.json	2	중소벤처기업부	일반기안문	fill_fields	중소벤처기업부 일반기안문 사슬(#025211)은 구현자가 이어졌다고 썼다. 가족=ENVELOPE_CONTRADICTS. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ENVELOPE_CONTRADICTS	
v-lineage-025213	6067a9cde6c112d8042a1d05e437e5e38bb37f9120721e21ccd3b45641c816ec	6067a9cde6c112d8042a1d05e437e5e38bb37f9120721e21ccd3b45641c816ec	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1		0	1	lineage_hash_eq	capsules/문화체육관광부/일반기안문-025213-head.capsule.json	capsules/문화체육관광부/일반기안문-025213-child.capsule.json	capsules/문화체육관광부/일반기안문-025213-parent.capsule.json	2	문화체육관광부	일반기안문	fill_fields	문화체육관광부 일반기안문 사슬(#025212)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-025214	0b53ae4f00af2de164a8bc398efb64e8078ece1c89bb0502e018f5e162c9d80c	21b7339bde15e653e425182bb6bc08a1223cc224290b00ed6a43e229d06d2712	1	0	capsules/농림축산식품부/일반기안문-025214-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/농림축산식품부/일반기안문-025214-head.capsule.json	capsules/농림축산식품부/일반기안문-025214-child.capsule.json	capsules/농림축산식품부/일반기안문-025214-parent.capsule.json	2	농림축산식품부	일반기안문	fill_fields	농림축산식품부 일반기안문 사슬(#025213)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-025215	aa811a549efce36c8425e44d52e9233dfde8954041b265f4d06e9f24eb42491b	aa811a549efce36c8425e44d52e9233dfde8954041b265f4d06e9f24eb42491b	0	1	capsules/해양수산부/일반기안문-025215-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/해양수산부/일반기안문-025215-head.capsule.json	capsules/해양수산부/일반기안문-025215-child.capsule.json	capsules/해양수산부/일반기안문-025215-parent.capsule.json	2	해양수산부	일반기안문	set_cell	해양수산부 일반기안문 사슬(#025214)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-025216	47355c2cd4356275bada56beb25a248a448c6b87adb99ecb1b1c515034e51444	2b1def16540e800b53301cf2fbcdfcd6fbe1c4ba83a68415c9ec2cae03f5296d				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/여성가족부/일반기안문-025216-head.capsule.json	capsules/여성가족부/일반기안문-025216-child.capsule.json	capsules/여성가족부/일반기안문-025216-parent.capsule.json	1	여성가족부	일반기안문	set_cell	여성가족부 일반기안문 사슬(#025215)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-025217	be4370bef4f4bd9d3a168d10803d275ca52b115e368d3103be76c655c75d6e92	635bd0120ae9ff00668fc4242a10d2ef9738322ccc9fec39d50ab413f9b739a0				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/통일부/일반기안문-025217-head.capsule.json	capsules/통일부/일반기안문-025217-child.capsule.json	capsules/통일부/일반기안문-025217-parent.capsule.json	2	통일부	일반기안문	set_cell	통일부 일반기안문 사슬(#025216)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-025218	0a828fedc232c46cab8ab36bfe50ee7327424486458973018b3a2882ddb92e9a	38f1c6a7af318e5deb31d98b3b7e2815e4dda55f97d07bc27206ef0ce98a45e0				HEAD_MISSING	io		absent			1	0	none	capsules/외교부/일반기안문-025218-head.capsule.json	capsules/외교부/일반기안문-025218-child.capsule.json	capsules/외교부/일반기안문-025218-parent.capsule.json	2	외교부	일반기안문	set_cell	외교부 일반기안문 사슬(#025217)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-025219	f0bde470de8802308b6eef5980e17a15a9fa90ba734025343203d77c02ba19db	fb0c1b4c5664587229b3353dd3ec21c7a1f23e0357702240d5a0bf7df6c1e33d				USAGE	usage		absent			2	0	none	capsules/국가보훈부/일반기안문-025219-head.capsule.json	capsules/국가보훈부/일반기안문-025219-child.capsule.json	capsules/국가보훈부/일반기안문-025219-parent.capsule.json	2	국가보훈부	일반기안문	set_cell	국가보훈부 일반기안문 사슬(#025218)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-025220	0d4ebf10a27dd0119451cbf54bcd00f5e532ad21f54c47a5ab1731a9080e25fd	0d4ebf10a27dd0119451cbf54bcd00f5e532ad21f54c47a5ab1731a9080e25fd	1	1	capsules/인사혁신처/일반기안문-025220-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/인사혁신처/일반기안문-025220-head.capsule.json	capsules/인사혁신처/일반기안문-025220-child.capsule.json	capsules/인사혁신처/일반기안문-025220-parent.capsule.json	2	인사혁신처	일반기안문	set_cell	인사혁신처 일반기안문 사슬(#025219)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
