case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-012601	20a22e5cc31bc1a0c9c14cdc119deeaf54bff780538b7b4eeb65670878918a8e	20a22e5cc31bc1a0c9c14cdc119deeaf54bff780538b7b4eeb65670878918a8e	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/입찰공고-012601-head.capsule.json	capsules/과학기술정보통신부/입찰공고-012601-child.capsule.json	capsules/과학기술정보통신부/입찰공고-012601-parent.capsule.json	2	과학기술정보통신부	입찰공고	replace_text	과학기술정보통신부 입찰공고 사슬(#012600)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-012602	d1b6a960027f2346edcb6326a37ce7268234a576a04a426c03eb6e6358387fb4	41b13618d904ea27cfb785a7ba30b7bb8ec7d2b75bd0e26693f03f3893587a6a	1	0	capsules/행정안전부/입찰공고-012602-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/입찰공고-012602-head.capsule.json	capsules/행정안전부/입찰공고-012602-child.capsule.json	capsules/행정안전부/입찰공고-012602-parent.capsule.json	2	행정안전부	입찰공고	replace_text	행정안전부 입찰공고 사슬(#012601)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-012603	d81611b427d32fc6ef480bae0103ff330a515f5397322664f5e86ccc25c3612c	d81611b427d32fc6ef480bae0103ff330a515f5397322664f5e86ccc25c3612c	0	1	capsules/기획재정부/입찰공고-012603-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/입찰공고-012603-head.capsule.json	capsules/기획재정부/입찰공고-012603-child.capsule.json	capsules/기획재정부/입찰공고-012603-parent.capsule.json	2	기획재정부	입찰공고	replace_text	기획재정부 입찰공고 사슬(#012602)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-012604	e1c7e62b19961a5cf449659598dd22ac71892fd3f3ed5f844d777bc2bd3bdfa4	4c6d026738d7a8859d92be4428418ae6116110430d346bad4ac827df5a00e52b				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/입찰공고-012604-head.capsule.json	capsules/법무부/입찰공고-012604-child.capsule.json	capsules/법무부/입찰공고-012604-parent.capsule.json	1	법무부	입찰공고	replace_text	법무부 입찰공고 사슬(#012603)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-012605	d1a6d7ec26d449e0a6c0b682dbe17bf2b7d2df7825e6d7732b16d3b36ff5ec2c	b80747360a676f73b0fe77f13b27f8afc17644c4207096a7e022502a69295169				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/입찰공고-012605-head.capsule.json	capsules/교육부/입찰공고-012605-child.capsule.json	capsules/교육부/입찰공고-012605-parent.capsule.json	2	교육부	입찰공고	replace_text	교육부 입찰공고 사슬(#012604)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-012606	1da982f8d35cde8d51d5dc695c1352375818517c4a3641e30b5a5097660c6fd1	da3d99202baa261bc16f770ba4a533e445fa9ea08426ee1a0f5222d44454853d				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/입찰공고-012606-head.capsule.json	capsules/국방부/입찰공고-012606-child.capsule.json	capsules/국방부/입찰공고-012606-parent.capsule.json	2	국방부	입찰공고	replace_text	국방부 입찰공고 사슬(#012605)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-012607	a7f8409d8a75992b40763093f51527821357456cb20970c8e2fecbba9614f373	db85339dd4808b30e304e0397aa0ad031a3ed7c5e6be4e0b16bcca18c83dc56d				USAGE	usage		absent			2	0	none	capsules/보건복지부/입찰공고-012607-head.capsule.json	capsules/보건복지부/입찰공고-012607-child.capsule.json	capsules/보건복지부/입찰공고-012607-parent.capsule.json	2	보건복지부	입찰공고	replace_text	보건복지부 입찰공고 사슬(#012606)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-012608	cce6b3f65daf8d3e9c6b03f01bd344e4ea18c462e0325f93450f16650a6fd489	cce6b3f65daf8d3e9c6b03f01bd344e4ea18c462e0325f93450f16650a6fd489	1	1	capsules/고용노동부/입찰공고-012608-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/입찰공고-012608-head.capsule.json	capsules/고용노동부/입찰공고-012608-child.capsule.json	capsules/고용노동부/입찰공고-012608-parent.capsule.json	2	고용노동부	입찰공고	fill_fields	고용노동부 입찰공고 사슬(#012607)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-012609	a83f9178b50eebffd56468d5e1497998e418803e6176f554c3209472f4d00f72	a83f9178b50eebffd56468d5e1497998e418803e6176f554c3209472f4d00f72	1	1	capsules/국토교통부/입찰공고-012609-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/입찰공고-012609-head.capsule.json	capsules/국토교통부/입찰공고-012609-child.capsule.json	capsules/국토교통부/입찰공고-012609-parent.capsule.json	2	국토교통부	입찰공고	fill_fields	국토교통부 입찰공고 사슬(#012608)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-012610	27e06a595909f0bfcf2a6f84883f538518ecc5622fc4f4f6b6bcfec8118faad7	27e06a595909f0bfcf2a6f84883f538518ecc5622fc4f4f6b6bcfec8118faad7	1	1	capsules/환경부/입찰공고-012610-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-12	ok			3	0	none	capsules/환경부/입찰공고-012610-head.capsule.json	capsules/환경부/입찰공고-012610-child.capsule.json	capsules/환경부/입찰공고-012610-parent.capsule.json	2	환경부	입찰공고	fill_fields	환경부 입찰공고 사슬(#012609)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
