case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-054601	e579eaf4731c78f27e037dcfa20c64ec8790e719e10e5f8b18891cefa81e6ac9	e579eaf4731c78f27e037dcfa20c64ec8790e719e10e5f8b18891cefa81e6ac9	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/출장복명서-054601-head.capsule.json	capsules/과학기술정보통신부/출장복명서-054601-child.capsule.json	capsules/과학기술정보통신부/출장복명서-054601-parent.capsule.json	2	과학기술정보통신부	출장복명서	replace_text	과학기술정보통신부 출장복명서 사슬(#054600)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-054602	91528e34eeb559a11cc96f0382708903bf10a8f89445f3e14f57709f588228a4	fb95d294597f1e5c6b355f0f7e86125b4d7bd94936842cec29232484a51cf6e8	1	0	capsules/행정안전부/출장복명서-054602-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/출장복명서-054602-head.capsule.json	capsules/행정안전부/출장복명서-054602-child.capsule.json	capsules/행정안전부/출장복명서-054602-parent.capsule.json	2	행정안전부	출장복명서	replace_text	행정안전부 출장복명서 사슬(#054601)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-054603	23a0a50cac76d5344d204ea5238256c6ad89d506c7227ac744a82f817de55817	23a0a50cac76d5344d204ea5238256c6ad89d506c7227ac744a82f817de55817	0	1	capsules/기획재정부/출장복명서-054603-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/출장복명서-054603-head.capsule.json	capsules/기획재정부/출장복명서-054603-child.capsule.json	capsules/기획재정부/출장복명서-054603-parent.capsule.json	2	기획재정부	출장복명서	replace_text	기획재정부 출장복명서 사슬(#054602)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-054604	ffdba0687993471ab45f67980fee2a2acabdad6bc35930bca12a2a0876fb9401	c44d6a8083426e7f352d2b570b32bbbf44fbb3f16a586ee96ed99cf858cf5528				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/출장복명서-054604-head.capsule.json	capsules/법무부/출장복명서-054604-child.capsule.json	capsules/법무부/출장복명서-054604-parent.capsule.json	1	법무부	출장복명서	replace_text	법무부 출장복명서 사슬(#054603)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-054605	57c3dd9a6a2fb9cf743b259815894df6d2d4a38e3f57ba6d784bbf61f1c6ab27	b6c13d951c96b0761687ad092a994d71ba7cb8a42ff597760e6f1ba7037da6fa				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/출장복명서-054605-head.capsule.json	capsules/교육부/출장복명서-054605-child.capsule.json	capsules/교육부/출장복명서-054605-parent.capsule.json	2	교육부	출장복명서	replace_text	교육부 출장복명서 사슬(#054604)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-054606	a5bc1105b803b5191f86789c1a40d8a99b9e59331d8b13430b816c89c77e37c7	c53b857f23070382c09a38ee6e838ca610022710526f1f0a881e9cc0dda26aad				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/출장복명서-054606-head.capsule.json	capsules/국방부/출장복명서-054606-child.capsule.json	capsules/국방부/출장복명서-054606-parent.capsule.json	2	국방부	출장복명서	replace_text	국방부 출장복명서 사슬(#054605)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-054607	3821cabfd40fae26c1dacbfa26c8d42c654b72a7521c8551370352331d7a13e4	d42144fd2a90bcaa030f18fd08ba55d7e0e1ca4a938a4709d8630b95795b0830				USAGE	usage		absent			2	0	none	capsules/보건복지부/출장복명서-054607-head.capsule.json	capsules/보건복지부/출장복명서-054607-child.capsule.json	capsules/보건복지부/출장복명서-054607-parent.capsule.json	2	보건복지부	출장복명서	replace_text	보건복지부 출장복명서 사슬(#054606)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-054608	e5b2b832dc6dd9170e54b1fa901fba2477b33382ec310f0596a8127033701f31	e5b2b832dc6dd9170e54b1fa901fba2477b33382ec310f0596a8127033701f31	1	1	capsules/고용노동부/출장복명서-054608-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/출장복명서-054608-head.capsule.json	capsules/고용노동부/출장복명서-054608-child.capsule.json	capsules/고용노동부/출장복명서-054608-parent.capsule.json	2	고용노동부	출장복명서	fill_fields	고용노동부 출장복명서 사슬(#054607)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-054609	8bb7b873ffc2fd96a890011404ed251097bbebc1b3d42517fc4ee4a944ec92f5	8bb7b873ffc2fd96a890011404ed251097bbebc1b3d42517fc4ee4a944ec92f5	1	1	capsules/국토교통부/출장복명서-054609-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/출장복명서-054609-head.capsule.json	capsules/국토교통부/출장복명서-054609-child.capsule.json	capsules/국토교통부/출장복명서-054609-parent.capsule.json	2	국토교통부	출장복명서	fill_fields	국토교통부 출장복명서 사슬(#054608)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-054610	20ac957af532de524cc89d5666663ee253487a9f53aa3f17e5c84c86726121a0	20ac957af532de524cc89d5666663ee253487a9f53aa3f17e5c84c86726121a0	1	1	capsules/환경부/출장복명서-054610-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-5	ok			3	0	none	capsules/환경부/출장복명서-054610-head.capsule.json	capsules/환경부/출장복명서-054610-child.capsule.json	capsules/환경부/출장복명서-054610-parent.capsule.json	2	환경부	출장복명서	fill_fields	환경부 출장복명서 사슬(#054609)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
v-lineage-054611	0xde60339d0393232e24765385449729617a8b00203c319e081d1e365584edd294	1f2d2f1ac74ec61c5823fe9a18a9595be717076ee5f5e70e85df0762a24a3c0b	1	1		HASH_DEFECT	lineage	lineage	ok			2	0	none	capsules/산업통상자원부/출장복명서-054611-head.capsule.json	capsules/산업통상자원부/출장복명서-054611-child.capsule.json	capsules/산업통상자원부/출장복명서-054611-parent.capsule.json	2	산업통상자원부	출장복명서	fill_fields	산업통상자원부 출장복명서 사슬(#054610)은 구현자가 이어졌다고 썼다. 가족=HASH_DEFECT. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HASH_DEFECT	prefixed
v-lineage-054612	7066caddd1c9960e03c9ef951714007c6bd388f1e236e6d1d9b8901c9d9b78f9	7066caddd1c9960e03c9ef951714007c6bd388f1e236e6d1d9b8901c9d9b78f9	1	1	capsules/중소벤처기업부/출장복명서-054612-broken.capsule.json	ENVELOPE_CONTRADICTS	lineage	lineage	ok	1		3	0	none	capsules/중소벤처기업부/출장복명서-054612-head.capsule.json	capsules/중소벤처기업부/출장복명서-054612-child.capsule.json	capsules/중소벤처기업부/출장복명서-054612-parent.capsule.json	2	중소벤처기업부	출장복명서	fill_fields	중소벤처기업부 출장복명서 사슬(#054611)은 구현자가 이어졌다고 썼다. 가족=ENVELOPE_CONTRADICTS. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ENVELOPE_CONTRADICTS	
v-lineage-054613	7d281de905877689887ccec00f45e347c7758747271ed117947401d4e3973602	7d281de905877689887ccec00f45e347c7758747271ed117947401d4e3973602	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1		0	1	lineage_hash_eq	capsules/문화체육관광부/출장복명서-054613-head.capsule.json	capsules/문화체육관광부/출장복명서-054613-child.capsule.json	capsules/문화체육관광부/출장복명서-054613-parent.capsule.json	2	문화체육관광부	출장복명서	fill_fields	문화체육관광부 출장복명서 사슬(#054612)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
