case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-021001	f96ee2610bc77b90d0b6e1b722c2db52395b7f4db1a97ebca889d9a3770768de	f96ee2610bc77b90d0b6e1b722c2db52395b7f4db1a97ebca889d9a3770768de	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/유권해석-021001-head.capsule.json	capsules/과학기술정보통신부/유권해석-021001-child.capsule.json	capsules/과학기술정보통신부/유권해석-021001-parent.capsule.json	2	과학기술정보통신부	유권해석	replace_text	과학기술정보통신부 유권해석 사슬(#021000)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-021002	e648994c5fafdcf5153e812bb5f1c5b40c1d0f3836f50ff8b8351aee8ae2f5dd	a24f17513f4c62c26a25d48e5543699f2021b45e0d4901099afe4eb992da91cb	1	0	capsules/행정안전부/유권해석-021002-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/유권해석-021002-head.capsule.json	capsules/행정안전부/유권해석-021002-child.capsule.json	capsules/행정안전부/유권해석-021002-parent.capsule.json	2	행정안전부	유권해석	replace_text	행정안전부 유권해석 사슬(#021001)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-021003	5294d1aa5a15a59ac9c4c9154f1f13afccb46f0c39e711673f86b7dc119c3055	5294d1aa5a15a59ac9c4c9154f1f13afccb46f0c39e711673f86b7dc119c3055	0	1	capsules/기획재정부/유권해석-021003-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/유권해석-021003-head.capsule.json	capsules/기획재정부/유권해석-021003-child.capsule.json	capsules/기획재정부/유권해석-021003-parent.capsule.json	2	기획재정부	유권해석	replace_text	기획재정부 유권해석 사슬(#021002)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-021004	5a8f883f8730dec5df0fd0569bf1881b75ab1d14c4fbb0d5d8f91fd35b4c6261	0f6fdf4f3ec8037abafde750bd403c1b45aac3f9f86bc496258c47bde67c1c85				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/유권해석-021004-head.capsule.json	capsules/법무부/유권해석-021004-child.capsule.json	capsules/법무부/유권해석-021004-parent.capsule.json	1	법무부	유권해석	replace_text	법무부 유권해석 사슬(#021003)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-021005	cfa030861f887d5dfd92cbd7c5bc6377235432da086a34380e7f530db72d6f7b	31cb16803a6bcefbd06a2754c23d8a21be3d69a2eeb6661b5ef451fc820f0ac4				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/유권해석-021005-head.capsule.json	capsules/교육부/유권해석-021005-child.capsule.json	capsules/교육부/유권해석-021005-parent.capsule.json	2	교육부	유권해석	replace_text	교육부 유권해석 사슬(#021004)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-021006	66196ae77edc7a86acc22893b6836a51c93401d9b0936dc21d4c35df76bd6655	b34b436167d29de831591ab7789cc14f8d45dd7cccbb6e09e80c5c7c8d8fca57				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/유권해석-021006-head.capsule.json	capsules/국방부/유권해석-021006-child.capsule.json	capsules/국방부/유권해석-021006-parent.capsule.json	2	국방부	유권해석	replace_text	국방부 유권해석 사슬(#021005)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-021007	6a05ab0392b1f18e0ee5983109dad1f046ad6ca85f637d09dada2929793ff16a	39281b23e3263d91fabd8d52ca57ff4aec6a659397d406486f1d15e8b9229451				USAGE	usage		absent			2	0	none	capsules/보건복지부/유권해석-021007-head.capsule.json	capsules/보건복지부/유권해석-021007-child.capsule.json	capsules/보건복지부/유권해석-021007-parent.capsule.json	2	보건복지부	유권해석	replace_text	보건복지부 유권해석 사슬(#021006)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-021008	28efb1798aa3490f81f078e80e2f751095c82f2951dc9926ff78c4a2cb2b8089	28efb1798aa3490f81f078e80e2f751095c82f2951dc9926ff78c4a2cb2b8089	1	1	capsules/고용노동부/유권해석-021008-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/유권해석-021008-head.capsule.json	capsules/고용노동부/유권해석-021008-child.capsule.json	capsules/고용노동부/유권해석-021008-parent.capsule.json	2	고용노동부	유권해석	fill_fields	고용노동부 유권해석 사슬(#021007)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-021009	8c1650597587256d8f68a61e1948401acf2cb5c4ea94e0eea4b7edaff1049f91	8c1650597587256d8f68a61e1948401acf2cb5c4ea94e0eea4b7edaff1049f91	1	1	capsules/국토교통부/유권해석-021009-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/유권해석-021009-head.capsule.json	capsules/국토교통부/유권해석-021009-child.capsule.json	capsules/국토교통부/유권해석-021009-parent.capsule.json	2	국토교통부	유권해석	fill_fields	국토교통부 유권해석 사슬(#021008)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-021010	28877831cfb318012561315dcb4b2257200ee6a10fac891d25a902309c31bc35	28877831cfb318012561315dcb4b2257200ee6a10fac891d25a902309c31bc35	1	1	capsules/환경부/유권해석-021010-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-14	ok			3	0	none	capsules/환경부/유권해석-021010-head.capsule.json	capsules/환경부/유권해석-021010-child.capsule.json	capsules/환경부/유권해석-021010-parent.capsule.json	2	환경부	유권해석	fill_fields	환경부 유권해석 사슬(#021009)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
v-lineage-021011	0x61e41dd6daa25b28fe35606ae4513ed390a75199713026754fea4645c98c93c0	e156077806730cdf56d76a992304a34b0abb87c303b27096b62a26e300f257e8	1	1		HASH_DEFECT	lineage	lineage	ok			2	0	none	capsules/산업통상자원부/유권해석-021011-head.capsule.json	capsules/산업통상자원부/유권해석-021011-child.capsule.json	capsules/산업통상자원부/유권해석-021011-parent.capsule.json	2	산업통상자원부	유권해석	fill_fields	산업통상자원부 유권해석 사슬(#021010)은 구현자가 이어졌다고 썼다. 가족=HASH_DEFECT. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HASH_DEFECT	prefixed
