case_id	parent_out	child_in	parent_ok	lineage_ok	broken_at	verdict	source	kind	parent_state	valid	reproduced	exit_class	chain_accepted	evidence_kind	head	child_capsule	parent_capsule	depth	agency	doc_type	action	implementer_claim	family	hash_defect
v-lineage-071401	34d6df2b2c115d3064c4451c8994330e0e9ae88b6a4eddb4b2b5f7d3c9e4cf2e	34d6df2b2c115d3064c4451c8994330e0e9ae88b6a4eddb4b2b5f7d3c9e4cf2e	1	1		CHAIN_ACCEPTED	capsule	workCapsule	ok	1	1	0	1	lineage_hash_eq	capsules/과학기술정보통신부/계약서-071401-head.capsule.json	capsules/과학기술정보통신부/계약서-071401-child.capsule.json	capsules/과학기술정보통신부/계약서-071401-parent.capsule.json	2	과학기술정보통신부	계약서	replace_text	과학기술정보통신부 계약서 사슬(#071400)은 구현자가 이어졌다고 썼다. 가족=CHAIN_ACCEPTED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	CHAIN_ACCEPTED	
v-lineage-071402	52f44d56da06a4dc34fb8856cd13c281b0106ad20c51c91805673c8ab8ccae28	865b40299c86ae4ff7dd7d38cb6ccf9a5e78935deca9e5ed0ca57bb7b7b9eaaf	1	0	capsules/행정안전부/계약서-071402-broken.capsule.json	LINEAGE_BROKEN	lineage	lineage	ok	0		3	0	lineage_hash_eq	capsules/행정안전부/계약서-071402-head.capsule.json	capsules/행정안전부/계약서-071402-child.capsule.json	capsules/행정안전부/계약서-071402-parent.capsule.json	2	행정안전부	계약서	replace_text	행정안전부 계약서 사슬(#071401)은 구현자가 이어졌다고 썼다. 가족=LINEAGE_BROKEN. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	LINEAGE_BROKEN	
v-lineage-071403	614b410bc2eb51d0648844f60aeec70b87a106e577edaee9cf9dcd711f69be69	614b410bc2eb51d0648844f60aeec70b87a106e577edaee9cf9dcd711f69be69	0	1	capsules/기획재정부/계약서-071403-parent.capsule.json	PARENT_TAMPERED	lineage	lineage	ok	0		3	0	none	capsules/기획재정부/계약서-071403-head.capsule.json	capsules/기획재정부/계약서-071403-child.capsule.json	capsules/기획재정부/계약서-071403-parent.capsule.json	2	기획재정부	계약서	replace_text	기획재정부 계약서 사슬(#071402)은 구현자가 이어졌다고 썼다. 가족=PARENT_TAMPERED. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_TAMPERED	
v-lineage-071404	49f73ecef540176451ea9bd18e10f083565c71c2404fa5ba261fd0a0718bfd09	a5511ddfe80d4166f9e3b725e27569162c2b5c471adba20fd46f433f8dc7f65b				ROOT_ONLY	lineage	lineage	root	1		0	0	none	capsules/법무부/계약서-071404-head.capsule.json	capsules/법무부/계약서-071404-child.capsule.json	capsules/법무부/계약서-071404-parent.capsule.json	1	법무부	계약서	replace_text	법무부 계약서 사슬(#071403)은 구현자가 이어졌다고 썼다. 가족=ROOT_ONLY. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	ROOT_ONLY	
v-lineage-071405	b24a1d532d39c6bcbe2ae0a543316fab131b3666321f1e956f6b3fc7d460cd1e	7356117939cca3e941ee9a0f7c5a1c8863e5e6b82066af538984356dd8e047ed				PROSE_NOT_EVIDENCE	prose		absent			2	0	none	capsules/교육부/계약서-071405-head.capsule.json	capsules/교육부/계약서-071405-child.capsule.json	capsules/교육부/계약서-071405-parent.capsule.json	2	교육부	계약서	replace_text	교육부 계약서 사슬(#071404)은 구현자가 이어졌다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PROSE_NOT_EVIDENCE	
v-lineage-071406	b2da5c5e7235f639801076eae002d5a6d5b5d7ff09378bac15c2aa547ff0cde1	249728ce8434890dac7d1513b92445576b4ed509f7cdf8ff17fb42175b0e4cfb				HEAD_MISSING	io		absent			1	0	none	capsules/국방부/계약서-071406-head.capsule.json	capsules/국방부/계약서-071406-child.capsule.json	capsules/국방부/계약서-071406-parent.capsule.json	2	국방부	계약서	replace_text	국방부 계약서 사슬(#071405)은 구현자가 이어졌다고 썼다. 가족=HEAD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	HEAD_MISSING	
v-lineage-071407	cc205e96a4468dd3aac7098562b9aef983aa0a7a820628fa7188d4155fc69414	f9037226bbb1a80bab286f04600c9cb42819dc75b84e8e3dc4f29f0aacbe3699				USAGE	usage		absent			2	0	none	capsules/보건복지부/계약서-071407-head.capsule.json	capsules/보건복지부/계약서-071407-child.capsule.json	capsules/보건복지부/계약서-071407-parent.capsule.json	2	보건복지부	계약서	replace_text	보건복지부 계약서 사슬(#071406)은 구현자가 이어졌다고 썼다. 가족=USAGE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	USAGE	
v-lineage-071408	75dc99ddc8cf79bd66ebf009ec7e4249c6748ef8aded5fd2a62cc904b743e681	75dc99ddc8cf79bd66ebf009ec7e4249c6748ef8aded5fd2a62cc904b743e681	1	1	capsules/고용노동부/계약서-071408-broken.capsule.json	PARENT_SHA_MISSING	lineage	lineage	sha_missing	0		3	0	none	capsules/고용노동부/계약서-071408-head.capsule.json	capsules/고용노동부/계약서-071408-child.capsule.json	capsules/고용노동부/계약서-071408-parent.capsule.json	2	고용노동부	계약서	fill_fields	고용노동부 계약서 사슬(#071407)은 구현자가 이어졌다고 썼다. 가족=PARENT_SHA_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_SHA_MISSING	
v-lineage-071409	adbd1826f2a6503fc5cf00ff676c09b60bc9ba7273c13caf425f1a0992ddec88	adbd1826f2a6503fc5cf00ff676c09b60bc9ba7273c13caf425f1a0992ddec88	1	1	capsules/국토교통부/계약서-071409-broken.capsule.json	PARENT_FIELD_MISSING	capsule	workCapsule	field_missing	0		3	0	none	capsules/국토교통부/계약서-071409-head.capsule.json	capsules/국토교통부/계약서-071409-child.capsule.json	capsules/국토교통부/계약서-071409-parent.capsule.json	2	국토교통부	계약서	fill_fields	국토교통부 계약서 사슬(#071408)은 구현자가 이어졌다고 썼다. 가족=PARENT_FIELD_MISSING. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	PARENT_FIELD_MISSING	
v-lineage-071410	0f4affae286627b8d9577723263984efdfe264b7ee57937d00232c90ad725066	0f4affae286627b8d9577723263984efdfe264b7ee57937d00232c90ad725066	1	1	capsules/환경부/계약서-071410-broken.capsule.json	KIND_NOT_CAPSULE	capsule	note-9	ok			3	0	none	capsules/환경부/계약서-071410-head.capsule.json	capsules/환경부/계약서-071410-child.capsule.json	capsules/환경부/계약서-071410-parent.capsule.json	2	환경부	계약서	fill_fields	환경부 계약서 사슬(#071409)은 구현자가 이어졌다고 썼다. 가족=KIND_NOT_CAPSULE. 이 문장은 판정에 쓰지 않는다. 연대기의 정의는 부모 산출 해시가 자식 입력 해시와 같은 것이다.	KIND_NOT_CAPSULE	
