id	attest_version	verify_version	reproduced	accepted	reason	family
tvg-056000	0.7.6	0.2.2	true	false	STALE_TOOL	minor_drift
tvg-056001	0.7.6	0.2.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056002	0.7.6	0.2.3	true	false	STALE_TOOL	minor_drift
tvg-056003	0.7.6	0.2.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056004	0.7.6	0.2.4	true	false	STALE_TOOL	minor_drift
tvg-056005	0.7.6	0.2.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056006	0.7.6	0.2.5	true	false	STALE_TOOL	minor_drift
tvg-056007	0.7.6	0.2.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056008	0.7.6	0.2.6	true	false	STALE_TOOL	minor_drift
tvg-056009	0.7.6	0.2.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056010	0.7.6	0.2.7	true	false	STALE_TOOL	minor_drift
tvg-056011	0.7.6	0.2.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056012	0.7.6	0.2.8	true	false	STALE_TOOL	minor_drift
tvg-056013	0.7.6	0.2.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056014	0.7.6	0.2.9	true	false	STALE_TOOL	minor_drift
tvg-056015	0.7.6	0.2.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056016	0.7.6	0.2.10	true	false	STALE_TOOL	minor_drift
tvg-056017	0.7.6	0.2.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056018	0.7.6	0.2.11	true	false	STALE_TOOL	minor_drift
tvg-056019	0.7.6	0.2.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056020	0.7.6	0.2.12	true	false	STALE_TOOL	minor_drift
tvg-056021	0.7.6	0.2.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056022	0.7.6	0.2.13	true	false	STALE_TOOL	minor_drift
tvg-056023	0.7.6	0.2.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056024	0.7.6	0.2.14	true	false	STALE_TOOL	minor_drift
tvg-056025	0.7.6	0.2.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056026	0.7.6	0.2.15	true	false	STALE_TOOL	minor_drift
tvg-056027	0.7.6	0.2.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056028	0.7.6	0.3.0	true	false	STALE_TOOL	minor_drift
tvg-056029	0.7.6	0.3.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056030	0.7.6	0.3.1	true	false	STALE_TOOL	minor_drift
tvg-056031	0.7.6	0.3.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056032	0.7.6	0.3.2	true	false	STALE_TOOL	minor_drift
tvg-056033	0.7.6	0.3.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056034	0.7.6	0.3.3	true	false	STALE_TOOL	minor_drift
tvg-056035	0.7.6	0.3.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056036	0.7.6	0.3.4	true	false	STALE_TOOL	minor_drift
tvg-056037	0.7.6	0.3.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056038	0.7.6	0.3.5	true	false	STALE_TOOL	minor_drift
tvg-056039	0.7.6	0.3.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056040	0.7.6	0.3.6	true	false	STALE_TOOL	minor_drift
tvg-056041	0.7.6	0.3.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056042	0.7.6	0.3.7	true	false	STALE_TOOL	minor_drift
tvg-056043	0.7.6	0.3.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056044	0.7.6	0.3.8	true	false	STALE_TOOL	minor_drift
tvg-056045	0.7.6	0.3.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056046	0.7.6	0.3.9	true	false	STALE_TOOL	minor_drift
tvg-056047	0.7.6	0.3.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056048	0.7.6	0.3.10	true	false	STALE_TOOL	minor_drift
tvg-056049	0.7.6	0.3.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056050	0.7.6	0.3.11	true	false	STALE_TOOL	minor_drift
tvg-056051	0.7.6	0.3.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056052	0.7.6	0.3.12	true	false	STALE_TOOL	minor_drift
tvg-056053	0.7.6	0.3.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056054	0.7.6	0.3.13	true	false	STALE_TOOL	minor_drift
tvg-056055	0.7.6	0.3.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056056	0.7.6	0.3.14	true	false	STALE_TOOL	minor_drift
tvg-056057	0.7.6	0.3.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056058	0.7.6	0.3.15	true	false	STALE_TOOL	minor_drift
tvg-056059	0.7.6	0.3.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056060	0.7.6	0.4.0	true	false	STALE_TOOL	minor_drift
tvg-056061	0.7.6	0.4.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056062	0.7.6	0.4.1	true	false	STALE_TOOL	minor_drift
tvg-056063	0.7.6	0.4.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056064	0.7.6	0.4.2	true	false	STALE_TOOL	minor_drift
tvg-056065	0.7.6	0.4.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056066	0.7.6	0.4.3	true	false	STALE_TOOL	minor_drift
tvg-056067	0.7.6	0.4.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056068	0.7.6	0.4.4	true	false	STALE_TOOL	minor_drift
tvg-056069	0.7.6	0.4.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056070	0.7.6	0.4.5	true	false	STALE_TOOL	minor_drift
tvg-056071	0.7.6	0.4.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056072	0.7.6	0.4.6	true	false	STALE_TOOL	minor_drift
tvg-056073	0.7.6	0.4.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056074	0.7.6	0.4.7	true	false	STALE_TOOL	minor_drift
tvg-056075	0.7.6	0.4.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056076	0.7.6	0.4.8	true	false	STALE_TOOL	minor_drift
tvg-056077	0.7.6	0.4.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056078	0.7.6	0.4.9	true	false	STALE_TOOL	minor_drift
tvg-056079	0.7.6	0.4.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056080	0.7.6	0.4.10	true	false	STALE_TOOL	minor_drift
tvg-056081	0.7.6	0.4.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056082	0.7.6	0.4.11	true	false	STALE_TOOL	minor_drift
tvg-056083	0.7.6	0.4.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056084	0.7.6	0.4.12	true	false	STALE_TOOL	minor_drift
tvg-056085	0.7.6	0.4.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056086	0.7.6	0.4.13	true	false	STALE_TOOL	minor_drift
tvg-056087	0.7.6	0.4.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056088	0.7.6	0.4.14	true	false	STALE_TOOL	minor_drift
tvg-056089	0.7.6	0.4.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056090	0.7.6	0.4.15	true	false	STALE_TOOL	minor_drift
tvg-056091	0.7.6	0.4.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056092	0.7.6	0.5.0	true	false	STALE_TOOL	minor_drift
tvg-056093	0.7.6	0.5.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056094	0.7.6	0.5.1	true	false	STALE_TOOL	minor_drift
tvg-056095	0.7.6	0.5.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056096	0.7.6	0.5.2	true	false	STALE_TOOL	minor_drift
tvg-056097	0.7.6	0.5.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056098	0.7.6	0.5.3	true	false	STALE_TOOL	minor_drift
tvg-056099	0.7.6	0.5.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056100	0.7.6	0.5.4	true	false	STALE_TOOL	minor_drift
tvg-056101	0.7.6	0.5.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056102	0.7.6	0.5.5	true	false	STALE_TOOL	minor_drift
tvg-056103	0.7.6	0.5.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056104	0.7.6	0.5.6	true	false	STALE_TOOL	minor_drift
tvg-056105	0.7.6	0.5.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056106	0.7.6	0.5.7	true	false	STALE_TOOL	minor_drift
tvg-056107	0.7.6	0.5.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056108	0.7.6	0.5.8	true	false	STALE_TOOL	minor_drift
tvg-056109	0.7.6	0.5.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056110	0.7.6	0.5.9	true	false	STALE_TOOL	minor_drift
tvg-056111	0.7.6	0.5.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056112	0.7.6	0.5.10	true	false	STALE_TOOL	minor_drift
tvg-056113	0.7.6	0.5.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056114	0.7.6	0.5.11	true	false	STALE_TOOL	minor_drift
tvg-056115	0.7.6	0.5.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056116	0.7.6	0.5.12	true	false	STALE_TOOL	minor_drift
tvg-056117	0.7.6	0.5.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056118	0.7.6	0.5.13	true	false	STALE_TOOL	minor_drift
tvg-056119	0.7.6	0.5.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056120	0.7.6	0.5.14	true	false	STALE_TOOL	minor_drift
tvg-056121	0.7.6	0.5.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056122	0.7.6	0.5.15	true	false	STALE_TOOL	minor_drift
tvg-056123	0.7.6	0.5.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056124	0.7.6	0.6.0	true	false	STALE_TOOL	minor_drift
tvg-056125	0.7.6	0.6.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056126	0.7.6	0.6.1	true	false	STALE_TOOL	minor_drift
tvg-056127	0.7.6	0.6.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056128	0.7.6	0.6.2	true	false	STALE_TOOL	minor_drift
tvg-056129	0.7.6	0.6.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-056130	0.7.6	0.6.3	true	false	STALE_TOOL	minor_drift
