id	attest_version	verify_version	reproduced	accepted	reason	family
tvg-076000	1.0.0	0.5.0	true	false	STALE_TOOL	major_drift
tvg-076001	1.0.0	0.5.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076002	1.0.0	0.5.1	true	false	STALE_TOOL	major_drift
tvg-076003	1.0.0	0.5.1	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076004	1.0.0	0.5.2	true	false	STALE_TOOL	major_drift
tvg-076005	1.0.0	0.5.2	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076006	1.0.0	0.5.3	true	false	STALE_TOOL	major_drift
tvg-076007	1.0.0	0.5.3	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076008	1.0.0	0.5.4	true	false	STALE_TOOL	major_drift
tvg-076009	1.0.0	0.5.4	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076010	1.0.0	0.5.5	true	false	STALE_TOOL	major_drift
tvg-076011	1.0.0	0.5.5	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076012	1.0.0	0.5.6	true	false	STALE_TOOL	major_drift
tvg-076013	1.0.0	0.5.6	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076014	1.0.0	0.5.7	true	false	STALE_TOOL	major_drift
tvg-076015	1.0.0	0.5.7	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076016	1.0.0	0.5.8	true	false	STALE_TOOL	major_drift
tvg-076017	1.0.0	0.5.8	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076018	1.0.0	0.5.9	true	false	STALE_TOOL	major_drift
tvg-076019	1.0.0	0.5.9	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076020	1.0.0	0.5.10	true	false	STALE_TOOL	major_drift
tvg-076021	1.0.0	0.5.10	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076022	1.0.0	0.5.11	true	false	STALE_TOOL	major_drift
tvg-076023	1.0.0	0.5.11	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076024	1.0.0	0.5.12	true	false	STALE_TOOL	major_drift
tvg-076025	1.0.0	0.5.12	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076026	1.0.0	0.5.13	true	false	STALE_TOOL	major_drift
tvg-076027	1.0.0	0.5.13	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076028	1.0.0	0.5.14	true	false	STALE_TOOL	major_drift
tvg-076029	1.0.0	0.5.14	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076030	1.0.0	0.5.15	true	false	STALE_TOOL	major_drift
tvg-076031	1.0.0	0.5.15	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076032	1.0.0	0.6.0	true	false	STALE_TOOL	major_drift
tvg-076033	1.0.0	0.6.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076034	1.0.0	0.6.1	true	false	STALE_TOOL	major_drift
tvg-076035	1.0.0	0.6.1	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076036	1.0.0	0.6.2	true	false	STALE_TOOL	major_drift
tvg-076037	1.0.0	0.6.2	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076038	1.0.0	0.6.3	true	false	STALE_TOOL	major_drift
tvg-076039	1.0.0	0.6.3	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-076040	1.0.0	0.6.4	true	false	STALE_TOOL	major_drift
tvg-076041	1.0.0	0.6.4	false	false	STALE_AND_NOT_REPRODUCED	major_drift
