id	attest_version	verify_version	reproduced	accepted	reason	family
tvg-012000	0.1.9	0.4.11	true	false	STALE_TOOL	minor_drift
tvg-012001	0.1.9	0.4.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012002	0.1.9	0.4.12	true	false	STALE_TOOL	minor_drift
tvg-012003	0.1.9	0.4.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012004	0.1.9	0.4.13	true	false	STALE_TOOL	minor_drift
tvg-012005	0.1.9	0.4.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012006	0.1.9	0.4.14	true	false	STALE_TOOL	minor_drift
tvg-012007	0.1.9	0.4.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012008	0.1.9	0.4.15	true	false	STALE_TOOL	minor_drift
tvg-012009	0.1.9	0.4.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012010	0.1.9	0.5.0	true	false	STALE_TOOL	minor_drift
tvg-012011	0.1.9	0.5.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012012	0.1.9	0.5.1	true	false	STALE_TOOL	minor_drift
tvg-012013	0.1.9	0.5.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012014	0.1.9	0.5.2	true	false	STALE_TOOL	minor_drift
tvg-012015	0.1.9	0.5.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012016	0.1.9	0.5.3	true	false	STALE_TOOL	minor_drift
tvg-012017	0.1.9	0.5.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012018	0.1.9	0.5.4	true	false	STALE_TOOL	minor_drift
tvg-012019	0.1.9	0.5.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012020	0.1.9	0.5.5	true	false	STALE_TOOL	minor_drift
tvg-012021	0.1.9	0.5.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012022	0.1.9	0.5.6	true	false	STALE_TOOL	minor_drift
tvg-012023	0.1.9	0.5.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012024	0.1.9	0.5.7	true	false	STALE_TOOL	minor_drift
tvg-012025	0.1.9	0.5.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012026	0.1.9	0.5.8	true	false	STALE_TOOL	minor_drift
tvg-012027	0.1.9	0.5.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012028	0.1.9	0.5.9	true	false	STALE_TOOL	minor_drift
tvg-012029	0.1.9	0.5.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012030	0.1.9	0.5.10	true	false	STALE_TOOL	minor_drift
tvg-012031	0.1.9	0.5.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012032	0.1.9	0.5.11	true	false	STALE_TOOL	minor_drift
tvg-012033	0.1.9	0.5.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012034	0.1.9	0.5.12	true	false	STALE_TOOL	minor_drift
tvg-012035	0.1.9	0.5.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012036	0.1.9	0.5.13	true	false	STALE_TOOL	minor_drift
tvg-012037	0.1.9	0.5.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012038	0.1.9	0.5.14	true	false	STALE_TOOL	minor_drift
tvg-012039	0.1.9	0.5.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012040	0.1.9	0.5.15	true	false	STALE_TOOL	minor_drift
tvg-012041	0.1.9	0.5.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012042	0.1.9	0.6.0	true	false	STALE_TOOL	minor_drift
tvg-012043	0.1.9	0.6.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012044	0.1.9	0.6.1	true	false	STALE_TOOL	minor_drift
tvg-012045	0.1.9	0.6.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012046	0.1.9	0.6.2	true	false	STALE_TOOL	minor_drift
tvg-012047	0.1.9	0.6.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012048	0.1.9	0.6.3	true	false	STALE_TOOL	minor_drift
tvg-012049	0.1.9	0.6.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012050	0.1.9	0.6.4	true	false	STALE_TOOL	minor_drift
tvg-012051	0.1.9	0.6.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012052	0.1.9	0.6.5	true	false	STALE_TOOL	minor_drift
tvg-012053	0.1.9	0.6.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012054	0.1.9	0.6.6	true	false	STALE_TOOL	minor_drift
tvg-012055	0.1.9	0.6.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012056	0.1.9	0.6.7	true	false	STALE_TOOL	minor_drift
tvg-012057	0.1.9	0.6.7	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012058	0.1.9	0.6.8	true	false	STALE_TOOL	minor_drift
tvg-012059	0.1.9	0.6.8	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012060	0.1.9	0.6.9	true	false	STALE_TOOL	minor_drift
tvg-012061	0.1.9	0.6.9	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012062	0.1.9	0.6.10	true	false	STALE_TOOL	minor_drift
tvg-012063	0.1.9	0.6.10	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012064	0.1.9	0.6.11	true	false	STALE_TOOL	minor_drift
tvg-012065	0.1.9	0.6.11	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012066	0.1.9	0.6.12	true	false	STALE_TOOL	minor_drift
tvg-012067	0.1.9	0.6.12	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012068	0.1.9	0.6.13	true	false	STALE_TOOL	minor_drift
tvg-012069	0.1.9	0.6.13	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012070	0.1.9	0.6.14	true	false	STALE_TOOL	minor_drift
tvg-012071	0.1.9	0.6.14	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012072	0.1.9	0.6.15	true	false	STALE_TOOL	minor_drift
tvg-012073	0.1.9	0.6.15	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012074	0.1.9	0.7.0	true	false	STALE_TOOL	minor_drift
tvg-012075	0.1.9	0.7.0	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012076	0.1.9	0.7.1	true	false	STALE_TOOL	minor_drift
tvg-012077	0.1.9	0.7.1	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012078	0.1.9	0.7.2	true	false	STALE_TOOL	minor_drift
tvg-012079	0.1.9	0.7.2	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012080	0.1.9	0.7.3	true	false	STALE_TOOL	minor_drift
tvg-012081	0.1.9	0.7.3	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012082	0.1.9	0.7.4	true	false	STALE_TOOL	minor_drift
tvg-012083	0.1.9	0.7.4	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012084	0.1.9	0.7.5	true	false	STALE_TOOL	minor_drift
tvg-012085	0.1.9	0.7.5	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012086	0.1.9	0.7.6	true	false	STALE_TOOL	minor_drift
tvg-012087	0.1.9	0.7.6	false	false	STALE_AND_NOT_REPRODUCED	minor_drift
tvg-012088	0.1.9	0.7.7	true	false	STALE_TOOL	minor_drift
