id	attest_version	verify_version	reproduced	accepted	reason	family
tvg-016000	0.2.1	1.0.0-rc.4	true	false	STALE_TOOL	prerelease
tvg-016001	0.2.1	1.0.0-rc.4	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-016002	0.2.1	rhwp 0.7.15	true	false	STALE_TOOL	crate_prefix
tvg-016003	0.2.1	rhwp 0.7.15	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016004	0.2.1	rhwp 0.8.0	true	false	STALE_TOOL	crate_prefix
tvg-016005	0.2.1	rhwp 0.8.0	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016006	0.2.1	rhwp 0.8.1	true	false	STALE_TOOL	crate_prefix
tvg-016007	0.2.1	rhwp 0.8.1	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016008	0.2.1	rhwp 0.8.2	true	false	STALE_TOOL	crate_prefix
tvg-016009	0.2.1	rhwp 0.8.2	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016010	0.2.1	rhwp 0.8.3	true	false	STALE_TOOL	crate_prefix
tvg-016011	0.2.1	rhwp 0.8.3	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016012	0.2.1	rhwp 0.8.4	true	false	STALE_TOOL	crate_prefix
tvg-016013	0.2.1	rhwp 0.8.4	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016014	0.2.1	rhwp 0.9.0	true	false	STALE_TOOL	crate_prefix
tvg-016015	0.2.1	rhwp 0.9.0	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-016016	0.2.1	v0.8.0	true	false	STALE_TOOL	major_drift
tvg-016017	0.2.1	v0.8.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016018	0.2.1	v0.8.1	true	false	STALE_TOOL	major_drift
tvg-016019	0.2.1	v0.8.1	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016020	0.2.1	v0.8.2	true	false	STALE_TOOL	major_drift
tvg-016021	0.2.1	v0.8.2	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016022	0.2.1	v0.8.3	true	false	STALE_TOOL	major_drift
tvg-016023	0.2.1	v0.8.3	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016024	0.2.1	v0.8.4	true	false	STALE_TOOL	major_drift
tvg-016025	0.2.1	v0.8.4	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016026	0.2.1	v1.0.0	true	false	STALE_TOOL	major_drift
tvg-016027	0.2.1	v1.0.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-016028	0.2.1	0.8.4+git.b27e625f	true	false	STALE_TOOL	build_meta
tvg-016029	0.2.1	0.8.4+git.b27e625f	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016030	0.2.1	0.8.4+git.87b4d4d3	true	false	STALE_TOOL	build_meta
tvg-016031	0.2.1	0.8.4+git.87b4d4d3	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016032	0.2.1	0.8.4+git.e747f86f	true	false	STALE_TOOL	build_meta
tvg-016033	0.2.1	0.8.4+git.e747f86f	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016034	0.2.1	0.8.4+git.34af5888	true	false	STALE_TOOL	build_meta
tvg-016035	0.2.1	0.8.4+git.34af5888	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016036	0.2.1	0.8.4+git.5a91f162	true	false	STALE_TOOL	build_meta
tvg-016037	0.2.1	0.8.4+git.5a91f162	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016038	0.2.1	0.8.4+git.69dd679e	true	false	STALE_TOOL	build_meta
tvg-016039	0.2.1	0.8.4+git.69dd679e	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016040	0.2.1	0.8.4+git.7e4ce7f2	true	false	STALE_TOOL	build_meta
tvg-016041	0.2.1	0.8.4+git.7e4ce7f2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016042	0.2.1	0.8.4+git.df0830c2	true	false	STALE_TOOL	build_meta
tvg-016043	0.2.1	0.8.4+git.df0830c2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016044	0.2.1	0.8.4+build.1	true	false	STALE_TOOL	build_meta
tvg-016045	0.2.1	0.8.4+build.1	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016046	0.2.1	0.8.4+build.2	true	false	STALE_TOOL	build_meta
tvg-016047	0.2.1	0.8.4+build.2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016048	0.2.1	0.8.4+build.3	true	false	STALE_TOOL	build_meta
tvg-016049	0.2.1	0.8.4+build.3	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016050	0.2.1	0.8.4+build.4	true	false	STALE_TOOL	build_meta
tvg-016051	0.2.1	0.8.4+build.4	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016052	0.2.1	0.8.4+build.5	true	false	STALE_TOOL	build_meta
tvg-016053	0.2.1	0.8.4+build.5	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016054	0.2.1	0.8.4+build.6	true	false	STALE_TOOL	build_meta
tvg-016055	0.2.1	0.8.4+build.6	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-016056	0.2.1	0.8.4-1-g07674ad	true	false	STALE_TOOL	git_describe
tvg-016057	0.2.1	0.8.4-1-g07674ad	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-016058	0.2.1	0.8.4-2-gcf0fa6d	true	false	STALE_TOOL	git_describe
tvg-016059	0.2.1	0.8.4-2-gcf0fa6d	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-016060	0.2.1	0.8.4-3-gf762047	true	false	STALE_TOOL	git_describe
tvg-016061	0.2.1	0.8.4-3-gf762047	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-016062	0.2.1	0.8.4-4-gc2b78a4	true	false	STALE_TOOL	git_describe
tvg-016063	0.2.1	0.8.4-4-gc2b78a4	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-016064	0.2.1	0.8.4-5-gb7f6d60	true	false	STALE_TOOL	git_describe
