id	attest_version	verify_version	reproduced	accepted	reason	family
tvg-052000	0.6.13	1.0.7	true	false	STALE_TOOL	major_drift
tvg-052001	0.6.13	1.0.7	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052002	0.6.13	1.0.0-alpha.1	true	false	STALE_TOOL	prerelease
tvg-052003	0.6.13	1.0.0-alpha.1	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052004	0.6.13	1.0.0-alpha.2	true	false	STALE_TOOL	prerelease
tvg-052005	0.6.13	1.0.0-alpha.2	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052006	0.6.13	1.0.0-alpha.3	true	false	STALE_TOOL	prerelease
tvg-052007	0.6.13	1.0.0-alpha.3	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052008	0.6.13	1.0.0-alpha.4	true	false	STALE_TOOL	prerelease
tvg-052009	0.6.13	1.0.0-alpha.4	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052010	0.6.13	1.0.0-beta.1	true	false	STALE_TOOL	prerelease
tvg-052011	0.6.13	1.0.0-beta.1	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052012	0.6.13	1.0.0-beta.2	true	false	STALE_TOOL	prerelease
tvg-052013	0.6.13	1.0.0-beta.2	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052014	0.6.13	1.0.0-beta.3	true	false	STALE_TOOL	prerelease
tvg-052015	0.6.13	1.0.0-beta.3	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052016	0.6.13	1.0.0-beta.4	true	false	STALE_TOOL	prerelease
tvg-052017	0.6.13	1.0.0-beta.4	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052018	0.6.13	1.0.0-rc.1	true	false	STALE_TOOL	prerelease
tvg-052019	0.6.13	1.0.0-rc.1	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052020	0.6.13	1.0.0-rc.2	true	false	STALE_TOOL	prerelease
tvg-052021	0.6.13	1.0.0-rc.2	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052022	0.6.13	1.0.0-rc.3	true	false	STALE_TOOL	prerelease
tvg-052023	0.6.13	1.0.0-rc.3	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052024	0.6.13	1.0.0-rc.4	true	false	STALE_TOOL	prerelease
tvg-052025	0.6.13	1.0.0-rc.4	false	false	STALE_AND_NOT_REPRODUCED	prerelease
tvg-052026	0.6.13	rhwp 0.7.15	true	false	STALE_TOOL	crate_prefix
tvg-052027	0.6.13	rhwp 0.7.15	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052028	0.6.13	rhwp 0.8.0	true	false	STALE_TOOL	crate_prefix
tvg-052029	0.6.13	rhwp 0.8.0	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052030	0.6.13	rhwp 0.8.1	true	false	STALE_TOOL	crate_prefix
tvg-052031	0.6.13	rhwp 0.8.1	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052032	0.6.13	rhwp 0.8.2	true	false	STALE_TOOL	crate_prefix
tvg-052033	0.6.13	rhwp 0.8.2	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052034	0.6.13	rhwp 0.8.3	true	false	STALE_TOOL	crate_prefix
tvg-052035	0.6.13	rhwp 0.8.3	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052036	0.6.13	rhwp 0.8.4	true	false	STALE_TOOL	crate_prefix
tvg-052037	0.6.13	rhwp 0.8.4	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052038	0.6.13	rhwp 0.9.0	true	false	STALE_TOOL	crate_prefix
tvg-052039	0.6.13	rhwp 0.9.0	false	false	STALE_AND_NOT_REPRODUCED	crate_prefix
tvg-052040	0.6.13	v0.8.0	true	false	STALE_TOOL	major_drift
tvg-052041	0.6.13	v0.8.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052042	0.6.13	v0.8.1	true	false	STALE_TOOL	major_drift
tvg-052043	0.6.13	v0.8.1	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052044	0.6.13	v0.8.2	true	false	STALE_TOOL	major_drift
tvg-052045	0.6.13	v0.8.2	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052046	0.6.13	v0.8.3	true	false	STALE_TOOL	major_drift
tvg-052047	0.6.13	v0.8.3	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052048	0.6.13	v0.8.4	true	false	STALE_TOOL	major_drift
tvg-052049	0.6.13	v0.8.4	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052050	0.6.13	v1.0.0	true	false	STALE_TOOL	major_drift
tvg-052051	0.6.13	v1.0.0	false	false	STALE_AND_NOT_REPRODUCED	major_drift
tvg-052052	0.6.13	0.8.4+git.b27e625f	true	false	STALE_TOOL	build_meta
tvg-052053	0.6.13	0.8.4+git.b27e625f	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052054	0.6.13	0.8.4+git.87b4d4d3	true	false	STALE_TOOL	build_meta
tvg-052055	0.6.13	0.8.4+git.87b4d4d3	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052056	0.6.13	0.8.4+git.e747f86f	true	false	STALE_TOOL	build_meta
tvg-052057	0.6.13	0.8.4+git.e747f86f	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052058	0.6.13	0.8.4+git.34af5888	true	false	STALE_TOOL	build_meta
tvg-052059	0.6.13	0.8.4+git.34af5888	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052060	0.6.13	0.8.4+git.5a91f162	true	false	STALE_TOOL	build_meta
tvg-052061	0.6.13	0.8.4+git.5a91f162	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052062	0.6.13	0.8.4+git.69dd679e	true	false	STALE_TOOL	build_meta
tvg-052063	0.6.13	0.8.4+git.69dd679e	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052064	0.6.13	0.8.4+git.7e4ce7f2	true	false	STALE_TOOL	build_meta
tvg-052065	0.6.13	0.8.4+git.7e4ce7f2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052066	0.6.13	0.8.4+git.df0830c2	true	false	STALE_TOOL	build_meta
tvg-052067	0.6.13	0.8.4+git.df0830c2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052068	0.6.13	0.8.4+build.1	true	false	STALE_TOOL	build_meta
tvg-052069	0.6.13	0.8.4+build.1	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052070	0.6.13	0.8.4+build.2	true	false	STALE_TOOL	build_meta
tvg-052071	0.6.13	0.8.4+build.2	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052072	0.6.13	0.8.4+build.3	true	false	STALE_TOOL	build_meta
tvg-052073	0.6.13	0.8.4+build.3	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052074	0.6.13	0.8.4+build.4	true	false	STALE_TOOL	build_meta
tvg-052075	0.6.13	0.8.4+build.4	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052076	0.6.13	0.8.4+build.5	true	false	STALE_TOOL	build_meta
tvg-052077	0.6.13	0.8.4+build.5	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052078	0.6.13	0.8.4+build.6	true	false	STALE_TOOL	build_meta
tvg-052079	0.6.13	0.8.4+build.6	false	false	STALE_AND_NOT_REPRODUCED	build_meta
tvg-052080	0.6.13	0.8.4-1-g07674ad	true	false	STALE_TOOL	git_describe
tvg-052081	0.6.13	0.8.4-1-g07674ad	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-052082	0.6.13	0.8.4-2-gcf0fa6d	true	false	STALE_TOOL	git_describe
tvg-052083	0.6.13	0.8.4-2-gcf0fa6d	false	false	STALE_AND_NOT_REPRODUCED	git_describe
tvg-052084	0.6.13	0.8.4-3-gf762047	true	false	STALE_TOOL	git_describe
