case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-018061	verify	3	0			8	11			page/1/header	doc/8				3	0	fail			0		0	3			3	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/방송통신위원회/2018/민원회신-지침-018061.hwp	hwp	방송통신위원회	지침	2018	민원회신
v-abstain-018062	verify	3	0			8	11			page/1/footer	doc/8				3	0	fail			0		0	3			3	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/개인정보보호위원회/2018/민원회신-지침-018062.hwpx	hwpx	개인정보보호위원회	지침	2018	민원회신
v-abstain-018063	verify	3	0			8	11			page/2/shape/0	doc/8				3	0	fail			0		0	3			3	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/국민권익위원회/2018/민원회신-지침-018063.hwp	hwp	국민권익위원회	지침	2018	민원회신
v-abstain-018064	verify	3	0			8	11			page/2/para/3/run/1	doc/8				3	0	fail			0		0	3			3	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/국가인권위원회/2018/민원회신-지침-018064.hwpx	hwpx	국가인권위원회	지침	2018	민원회신
v-abstain-018065	verify	3	0			8	12			page/0/body	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/통계청/2018/민원회신-지침-018065.hwp	hwp	통계청	지침	2018	민원회신
v-abstain-018066	verify	3	0			8	12			page/0/para/0	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/기상청/2018/민원회신-지침-018066.hwpx	hwpx	기상청	지침	2018	민원회신
v-abstain-018067	verify	3	0			8	12			page/0/table/0	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/관세청/2018/민원회신-지침-018067.hwp	hwp	관세청	지침	2018	민원회신
v-abstain-018068	verify	3	0			8	12			page/0/table/0/cell/0/0	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/검찰청/2018/민원회신-지침-018068.hwpx	hwpx	검찰청	지침	2018	민원회신
v-abstain-018069	verify	3	0			8	12			page/1/header	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/경찰청/2018/민원회신-지침-018069.hwp	hwp	경찰청	지침	2018	민원회신
v-abstain-018070	verify	3	0			8	12			page/1/footer	doc/8				4	0	fail			0		0	4			4	fail			identical=false|pageCountA!=pageCountB|failCount>0|verdict=fail|clean=false|valid=false|findingCount>0|exit=3	samples/소방청/2018/민원회신-지침-018070.hwpx	hwpx	소방청	지침	2018	민원회신
