case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-042141	info	0		0		3				page/1/header	page/1/header										3					4	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/문화체육관광부/2024/정보공개-질의회신-042141.hwp	hwp	문화체육관광부	질의회신	2024	정보공개
v-abstain-042142	info	3				3				page/1/header	page/1/header									1			3			4	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/환경부/2024/정보공개-질의회신-042142.hwpx	hwpx	환경부	질의회신	2024	정보공개
v-abstain-042143	info	3				3				page/1/header	page/1/header				3							1				4	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/해양수산부/2025/정보공개-질의회신-042143.hwp	hwp	해양수산부	질의회신	2025	정보공개
v-abstain-042144	info	3				3				page/1/header	page/1/header				3				OK							4	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/법제처/2025/정보공개-업무계획-042144.hwpx	hwpx	법제처	업무계획	2025	정보공개
v-abstain-042145	info	3				3				page/1/header	page/1/header				0	3	fail									4	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/행정안전부/2025/정보공개-업무계획-042145.hwp	hwp	행정안전부	업무계획	2025	정보공개
v-abstain-042146	info	1				3	6	0		page/1/header	page/1/header															5	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/국세청/2025/정보공개-업무계획-042146.hwpx	hwpx	국세청	업무계획	2025	정보공개
v-abstain-042147	info	3				3				page/1/header	page/1/header	1	3													5	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/대법원/2025/정보공개-업무계획-042147.hwp	hwp	대법원	업무계획	2025	정보공개
v-abstain-042148	info	3	1			3				page/1/header	page/1/header			3												5	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/특허청/2025/정보공개-업무계획-042148.hwpx	hwpx	특허청	업무계획	2025	정보공개
v-abstain-042149	info	3	1			3				page/1/header	page/1/header				3											5	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/교육부/2025/정보공개-업무계획-042149.hwp	hwp	교육부	업무계획	2025	정보공개
v-abstain-042150	info	3				3				page/1/header	page/1/header				3		pass									5	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/보건복지부/2025/정보공개-업무계획-042150.hwpx	hwpx	보건복지부	업무계획	2025	정보공개
v-abstain-042151	info	0				3	6	1		page/1/header	page/1/header															5	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/국토교통부/2025/정보공개-업무계획-042151.hwp	hwp	국토교통부	업무계획	2025	정보공개
v-abstain-042152	info	0		0		3				page/1/header	page/1/header													3		5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/고용노동부/2025/정보공개-업무계획-042152.hwpx	hwpx	고용노동부	업무계획	2025	정보공개
v-abstain-042153	info	0		0		3				page/1/header	page/1/header														3	5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/외교부/2025/정보공개-업무계획-042153.hwp	hwp	외교부	업무계획	2025	정보공개
v-abstain-042154	info	0		0		3				page/1/header	page/1/header										3					5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/기획재정부/2025/정보공개-업무계획-042154.hwpx	hwpx	기획재정부	업무계획	2025	정보공개
v-abstain-042155	info	3				3				page/1/header	page/1/header									1			3			5	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/공정거래위원회/2025/정보공개-업무계획-042155.hwp	hwp	공정거래위원회	업무계획	2025	정보공개
v-abstain-042156	info	3				3				page/1/header	page/1/header				3							1				5	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/금융위원회/2025/정보공개-업무계획-042156.hwpx	hwpx	금융위원회	업무계획	2025	정보공개
