case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-096321	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1													3		0	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/행정안전부/2021/편람-고시-096321.hwp	hwp	행정안전부	고시	2021	편람
v-abstain-096322	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1														3	0	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/국세청/2022/편람-고시-096322.hwpx	hwpx	국세청	고시	2022	편람
v-abstain-096323	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1										3					0	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/대법원/2022/편람-고시-096323.hwp	hwp	대법원	고시	2022	편람
v-abstain-096324	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1									1			3			0	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/특허청/2022/편람-고시-096324.hwpx	hwpx	특허청	고시	2022	편람
v-abstain-096325	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3							1				0	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/교육부/2022/편람-고시-096325.hwp	hwp	교육부	고시	2022	편람
v-abstain-096326	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3				OK							0	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/보건복지부/2022/편람-고시-096326.hwpx	hwpx	보건복지부	고시	2022	편람
v-abstain-096327	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				0	3	fail									0	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/국토교통부/2022/편람-고시-096327.hwp	hwp	국토교통부	고시	2022	편람
v-abstain-096328	info	1				13	16	0		page/2/para/3/run/1	page/2/para/3/run/1															1	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/고용노동부/2022/편람-고시-096328.hwpx	hwpx	고용노동부	고시	2022	편람
v-abstain-096329	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1	1	3													1	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/외교부/2022/편람-고시-096329.hwp	hwp	외교부	고시	2022	편람
v-abstain-096330	info	3	1			13				page/2/para/3/run/1	page/2/para/3/run/1			3												1	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/기획재정부/2022/편람-고시-096330.hwpx	hwpx	기획재정부	고시	2022	편람
v-abstain-096331	info	3	1			13				page/2/para/3/run/1	page/2/para/3/run/1				3											1	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/공정거래위원회/2022/편람-고시-096331.hwp	hwp	공정거래위원회	고시	2022	편람
v-abstain-096332	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3		pass									1	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/금융위원회/2022/편람-고시-096332.hwpx	hwpx	금융위원회	고시	2022	편람
v-abstain-096333	info	0				13	16	1		page/2/para/3/run/1	page/2/para/3/run/1															1	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/방송통신위원회/2022/편람-고시-096333.hwp	hwp	방송통신위원회	고시	2022	편람
v-abstain-096334	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1													3		1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/개인정보보호위원회/2022/편람-고시-096334.hwpx	hwpx	개인정보보호위원회	고시	2022	편람
v-abstain-096335	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1														3	1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/국민권익위원회/2022/편람-고시-096335.hwp	hwp	국민권익위원회	고시	2022	편람
v-abstain-096336	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1										3					1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/국가인권위원회/2022/편람-고시-096336.hwpx	hwpx	국가인권위원회	고시	2022	편람
v-abstain-096337	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1									1			3			1	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/통계청/2022/편람-고시-096337.hwp	hwp	통계청	고시	2022	편람
v-abstain-096338	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3							1				1	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/기상청/2022/편람-고시-096338.hwpx	hwpx	기상청	고시	2022	편람
v-abstain-096339	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3				OK							1	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/관세청/2023/편람-고시-096339.hwp	hwp	관세청	고시	2023	편람
v-abstain-096340	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				0	3	fail									1	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/검찰청/2023/편람-고시-096340.hwpx	hwpx	검찰청	고시	2023	편람
v-abstain-096341	info	1				13	16	0		page/2/para/3/run/1	page/2/para/3/run/1															2	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/경찰청/2023/편람-고시-096341.hwp	hwp	경찰청	고시	2023	편람
v-abstain-096342	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1	1	3													2	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/소방청/2023/편람-고시-096342.hwpx	hwpx	소방청	고시	2023	편람
v-abstain-096343	info	3	1			13				page/2/para/3/run/1	page/2/para/3/run/1			3												2	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/해양경찰청/2023/편람-고시-096343.hwp	hwp	해양경찰청	고시	2023	편람
v-abstain-096344	info	3	1			13				page/2/para/3/run/1	page/2/para/3/run/1				3											2	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/병무청/2023/편람-고시-096344.hwpx	hwpx	병무청	고시	2023	편람
v-abstain-096345	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3		pass									2	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/산림청/2023/편람-고시-096345.hwp	hwp	산림청	고시	2023	편람
v-abstain-096346	info	0				13	16	1		page/2/para/3/run/1	page/2/para/3/run/1															2	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/농촌진흥청/2023/편람-고시-096346.hwpx	hwpx	농촌진흥청	고시	2023	편람
v-abstain-096347	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1													3		2	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/중소벤처기업부/2023/편람-고시-096347.hwp	hwp	중소벤처기업부	고시	2023	편람
v-abstain-096348	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1														3	2	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/과학기술정보통신부/2023/편람-고시-096348.hwpx	hwpx	과학기술정보통신부	고시	2023	편람
v-abstain-096349	info	0		0		13				page/2/para/3/run/1	page/2/para/3/run/1										3					2	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/문화체육관광부/2023/편람-고시-096349.hwp	hwp	문화체육관광부	고시	2023	편람
v-abstain-096350	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1									1			3			2	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/환경부/2023/편람-고시-096350.hwpx	hwpx	환경부	고시	2023	편람
v-abstain-096351	info	3				13				page/2/para/3/run/1	page/2/para/3/run/1				3							1				2	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/해양수산부/2023/편람-고시-096351.hwp	hwp	해양수산부	고시	2023	편람
