case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-036121	info	3				2				section/0/ctrl/tbl	section/0/ctrl/tbl				0	2	fail									4	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/산림청/2020/용역보고서-예산서-036121.hwp	hwp	산림청	예산서	2020	용역보고서
v-abstain-036122	info	1				2	4	0		section/0/ctrl/tbl	section/0/ctrl/tbl															5	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/농촌진흥청/2020/용역보고서-예산서-036122.hwpx	hwpx	농촌진흥청	예산서	2020	용역보고서
v-abstain-036123	info	3				2				section/0/ctrl/tbl	section/0/ctrl/tbl	1	2													5	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/중소벤처기업부/2020/용역보고서-예산서-036123.hwp	hwp	중소벤처기업부	예산서	2020	용역보고서
v-abstain-036124	info	3	1			2				section/0/ctrl/tbl	section/0/ctrl/tbl			2												5	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/과학기술정보통신부/2020/용역보고서-예산서-036124.hwpx	hwpx	과학기술정보통신부	예산서	2020	용역보고서
v-abstain-036125	info	3	1			2				section/0/ctrl/tbl	section/0/ctrl/tbl				2											5	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/문화체육관광부/2021/용역보고서-예산서-036125.hwp	hwp	문화체육관광부	예산서	2021	용역보고서
v-abstain-036126	info	3				2				section/0/ctrl/tbl	section/0/ctrl/tbl				2		pass									5	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/환경부/2021/용역보고서-예산서-036126.hwpx	hwpx	환경부	예산서	2021	용역보고서
v-abstain-036127	info	0				2	4	1		section/0/ctrl/tbl	section/0/ctrl/tbl															5	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/해양수산부/2021/용역보고서-예산서-036127.hwp	hwp	해양수산부	예산서	2021	용역보고서
v-abstain-036128	info	0		0		2				section/0/ctrl/tbl	section/0/ctrl/tbl													2		5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/법제처/2021/용역보고서-회의록-036128.hwpx	hwpx	법제처	회의록	2021	용역보고서
v-abstain-036129	info	0		0		2				section/0/ctrl/tbl	section/0/ctrl/tbl														2	5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/행정안전부/2021/용역보고서-회의록-036129.hwp	hwp	행정안전부	회의록	2021	용역보고서
v-abstain-036130	info	0		0		2				section/0/ctrl/tbl	section/0/ctrl/tbl										2					5	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/국세청/2021/용역보고서-회의록-036130.hwpx	hwpx	국세청	회의록	2021	용역보고서
v-abstain-036131	info	3				2				section/0/ctrl/tbl	section/0/ctrl/tbl									1			2			5	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/대법원/2021/용역보고서-회의록-036131.hwp	hwp	대법원	회의록	2021	용역보고서
v-abstain-036132	info	3				2				section/0/ctrl/tbl	section/0/ctrl/tbl				2							1				5	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/특허청/2021/용역보고서-회의록-036132.hwpx	hwpx	특허청	회의록	2021	용역보고서
