case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-012041	fill-fields	0	1	0		9	9	0	PASS	page/1/header	page/1/header	1	0		0	2				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/외교부/2024/편람-질의회신-012041.hwp	hwp	외교부	질의회신	2024	편람
v-abstain-012042	fill-fields	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer	1	0		0	2				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/기획재정부/2024/편람-질의회신-012042.hwpx	hwpx	기획재정부	질의회신	2024	편람
v-abstain-012043	fill-fields	0	1	0		9	9	0	PASS	page/0/body	page/0/body	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/공정거래위원회/2024/편람-질의회신-012043.hwp	hwp	공정거래위원회	질의회신	2024	편람
v-abstain-012044	fill-fields	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/금융위원회/2024/편람-질의회신-012044.hwpx	hwpx	금융위원회	질의회신	2024	편람
v-abstain-012045	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/방송통신위원회/2024/편람-질의회신-012045.hwp	hwp	방송통신위원회	질의회신	2024	편람
v-abstain-012046	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/개인정보보호위원회/2024/편람-질의회신-012046.hwpx	hwpx	개인정보보호위원회	질의회신	2024	편람
v-abstain-012047	fill-fields	0	1	0		9	9	0	PASS	page/1/header	page/1/header	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/국민권익위원회/2024/편람-질의회신-012047.hwp	hwp	국민권익위원회	질의회신	2024	편람
v-abstain-012048	fill-fields	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer	1	0		0	3				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/국가인권위원회/2024/편람-질의회신-012048.hwpx	hwpx	국가인권위원회	질의회신	2024	편람
v-abstain-012049	fill-fields	0	1	0		9	9	0	PASS	page/0/body	page/0/body	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/통계청/2024/편람-질의회신-012049.hwp	hwp	통계청	질의회신	2024	편람
v-abstain-012050	fill-fields	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/기상청/2024/편람-질의회신-012050.hwpx	hwpx	기상청	질의회신	2024	편람
v-abstain-012051	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/관세청/2024/편람-질의회신-012051.hwp	hwp	관세청	질의회신	2024	편람
v-abstain-012052	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/검찰청/2024/편람-질의회신-012052.hwpx	hwpx	검찰청	질의회신	2024	편람
v-abstain-012053	fill-fields	0	1	0		9	9	0	PASS	page/1/header	page/1/header	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/경찰청/2025/편람-질의회신-012053.hwp	hwp	경찰청	질의회신	2025	편람
v-abstain-012054	fill-fields	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer	1	0		0	4				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/소방청/2025/편람-질의회신-012054.hwpx	hwpx	소방청	질의회신	2025	편람
v-abstain-012055	fill-fields	0	1	0		9	9	0	PASS	page/0/body	page/0/body	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/해양경찰청/2025/편람-질의회신-012055.hwp	hwp	해양경찰청	질의회신	2025	편람
v-abstain-012056	fill-fields	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/병무청/2025/편람-질의회신-012056.hwpx	hwpx	병무청	질의회신	2025	편람
v-abstain-012057	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/산림청/2025/편람-질의회신-012057.hwp	hwp	산림청	질의회신	2025	편람
v-abstain-012058	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/농촌진흥청/2025/편람-질의회신-012058.hwpx	hwpx	농촌진흥청	질의회신	2025	편람
v-abstain-012059	fill-fields	0	1	0		9	9	0	PASS	page/1/header	page/1/header	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/중소벤처기업부/2025/편람-질의회신-012059.hwp	hwp	중소벤처기업부	질의회신	2025	편람
v-abstain-012060	fill-fields	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer	1	0		0	5				1			0			2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/과학기술정보통신부/2025/편람-질의회신-012060.hwpx	hwpx	과학기술정보통신부	질의회신	2025	편람
v-abstain-012061	fill-fields	0	1	0		9	9	0	PASS	page/0/body	page/0/body	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/문화체육관광부/2025/편람-질의회신-012061.hwp	hwp	문화체육관광부	질의회신	2025	편람
v-abstain-012062	fill-fields	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/환경부/2025/편람-질의회신-012062.hwpx	hwpx	환경부	질의회신	2025	편람
v-abstain-012063	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/해양수산부/2025/편람-질의회신-012063.hwp	hwp	해양수산부	질의회신	2025	편람
v-abstain-012064	fill-fields	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/법제처/2025/편람-업무계획-012064.hwpx	hwpx	법제처	업무계획	2025	편람
v-abstain-012065	fill-fields	0	1	0		9	9	0	PASS	page/1/header	page/1/header	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/행정안전부/2025/편람-업무계획-012065.hwp	hwp	행정안전부	업무계획	2025	편람
v-abstain-012066	fill-fields	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer	1	0		0	0				1			0			3	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|verify.identical=true|verify.diffCount=0|failCount=0|clean=true|findingCount=0|exit=0		samples/국세청/2025/편람-업무계획-012066.hwpx	hwpx	국세청	업무계획	2025	편람
