case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-066221	info	3	1			8				page/1/header	page/1/header			1												3	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/방송통신위원회/2021/시험지-회의록-066221.hwp	hwp	방송통신위원회	회의록	2021	시험지
v-abstain-066222	info	3	1			8				page/1/header	page/1/header				1											3	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/개인정보보호위원회/2021/시험지-회의록-066222.hwpx	hwpx	개인정보보호위원회	회의록	2021	시험지
v-abstain-066223	info	3	1			8				page/1/header	page/1/header	0														3	abstain	identical_and_verify_false	identical=true	verify.identical=false|exit=3	samples/국민권익위원회/2021/시험지-회의록-066223.hwp	hwp	국민권익위원회	회의록	2021	시험지
v-abstain-066224	info	3				8				page/1/header	page/1/header				1		pass									3	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/국가인권위원회/2021/시험지-회의록-066224.hwpx	hwpx	국가인권위원회	회의록	2021	시험지
v-abstain-066225	info	3	0			8				page/1/header	page/1/header						pass									3	abstain	verdict_pass_and_identical_false	verdict=pass	identical=false|exit=3	samples/통계청/2021/시험지-회의록-066225.hwp	hwp	통계청	회의록	2021	시험지
v-abstain-066226	info	3	1			8				page/1/header	page/1/header				0		fail									3	abstain	verdict_fail_and_clean_success	identical=true|failCount=0	verdict=fail|exit=3	samples/기상청/2021/시험지-회의록-066226.hwpx	hwpx	기상청	회의록	2021	시험지
v-abstain-066227	info	0	0			8				page/1/header	page/1/header															3	abstain	exit0_and_identical_false	exit=0	identical=false	samples/관세청/2021/시험지-회의록-066227.hwp	hwp	관세청	회의록	2021	시험지
v-abstain-066228	info	0			0	8				page/1/header	page/1/header															3	abstain	exit0_and_reproduced_false	exit=0	reproduced=false	samples/검찰청/2021/시험지-회의록-066228.hwpx	hwpx	검찰청	회의록	2021	시험지
v-abstain-066229	info	0				8				page/1/header	page/1/header						fail									3	abstain	exit0_and_verdict_fail	exit=0	verdict=fail	samples/경찰청/2021/시험지-회의록-066229.hwp	hwp	경찰청	회의록	2021	시험지
v-abstain-066230	info	0				8	9	1		page/1/header	page/1/header															3	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/소방청/2021/시험지-회의록-066230.hwpx	hwpx	소방청	회의록	2021	시험지
