case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-078261	info	0		0		10				footnote/0	footnote/0										1					1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/경찰청/2019/용역보고서-서식-078261.hwp	hwp	경찰청	서식	2019	용역보고서
v-abstain-078262	info	3		1		10				footnote/0	footnote/0										0		0	0	0	1	abstain	has_signal_true_and_zero_counts	signalCount=0|findingCount=0|overflowCount=0|overlapCount=0	hasSignal=true|exit=3	samples/소방청/2019/용역보고서-서식-078262.hwpx	hwpx	소방청	서식	2019	용역보고서
v-abstain-078263	info	3				10				footnote/0	footnote/0									1			1			1	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/해양경찰청/2019/용역보고서-서식-078263.hwp	hwp	해양경찰청	서식	2019	용역보고서
v-abstain-078264	info	3				10				footnote/0	footnote/0				1							1				1	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/병무청/2019/용역보고서-서식-078264.hwpx	hwpx	병무청	서식	2019	용역보고서
v-abstain-078265	info	3				10				footnote/0	footnote/0							1	OK							1	abstain	regression_true_and_status_ok	status=OK	regression=true|exit=3	samples/산림청/2019/용역보고서-서식-078265.hwp	hwp	산림청	서식	2019	용역보고서
v-abstain-078266	info	3				10				footnote/0	footnote/0							0	FAIL							1	abstain	regression_false_and_status_fail	regression=false	status=FAIL|exit=3	samples/농촌진흥청/2019/용역보고서-서식-078266.hwpx	hwpx	농촌진흥청	서식	2019	용역보고서
v-abstain-078267	info	3	1			10				footnote/0	footnote/0							1								1	abstain	exit3_and_success_fields	identical=true	regression=true|exit=3	samples/중소벤처기업부/2019/용역보고서-서식-078267.hwp	hwp	중소벤처기업부	서식	2019	용역보고서
v-abstain-078268	info	3	1			10				footnote/0	footnote/0									0						1	abstain	exit3_and_success_fields	identical=true	clean=false|exit=3	samples/과학기술정보통신부/2020/용역보고서-서식-078268.hwpx	hwpx	과학기술정보통신부	서식	2020	용역보고서
v-abstain-078269	info	3	1			10				footnote/0	footnote/0											0				1	abstain	exit3_and_success_fields	identical=true	valid=false|exit=3	samples/문화체육관광부/2020/용역보고서-서식-078269.hwp	hwp	문화체육관광부	서식	2020	용역보고서
v-abstain-078270	info	1	0		1	10				footnote/0	footnote/0															1	abstain	reproduced_and_identical_false	reproduced=true	identical=false|exit=1	samples/환경부/2020/용역보고서-서식-078270.hwpx	hwpx	환경부	서식	2020	용역보고서
v-abstain-078271	info	3				10				footnote/0	footnote/0				1				OK							1	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/해양수산부/2020/용역보고서-서식-078271.hwp	hwp	해양수산부	서식	2020	용역보고서
v-abstain-078272	info	3				10				footnote/0	footnote/0				0	1	fail									1	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/법제처/2020/용역보고서-질의회신-078272.hwpx	hwpx	법제처	질의회신	2020	용역보고서
