case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-000001	info	0	1	0		1	1	0	PASS	page/0/body	page/0/body				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/행정안전부/2016/기안문-고시-000001.hwp	hwp	행정안전부	고시	2016	기안문
v-abstain-000002	info	0	1	0		1	1	0	PASS	page/0/para/0	page/0/para/0				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/국세청/2016/기안문-고시-000002.hwpx	hwpx	국세청	고시	2016	기안문
v-abstain-000003	info	0	1	0		1	1	0	PASS	page/0/table/0	page/0/table/0				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/대법원/2016/기안문-고시-000003.hwp	hwp	대법원	고시	2016	기안문
v-abstain-000004	info	0	1	0		1	1	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/특허청/2016/기안문-고시-000004.hwpx	hwpx	특허청	고시	2016	기안문
v-abstain-000005	info	0	1	0		1	1	0	PASS	page/1/header	page/1/header				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/교육부/2016/기안문-고시-000005.hwp	hwp	교육부	고시	2016	기안문
v-abstain-000006	info	0	1	0		1	1	0	PASS	page/1/footer	page/1/footer				0	0							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/보건복지부/2016/기안문-고시-000006.hwpx	hwpx	보건복지부	고시	2016	기안문
v-abstain-000007	info	0	1	0		1	1	0	PASS	page/0/body	page/0/body				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/국토교통부/2016/기안문-고시-000007.hwp	hwp	국토교통부	고시	2016	기안문
v-abstain-000008	info	0	1	0		1	1	0	PASS	page/0/para/0	page/0/para/0				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/고용노동부/2016/기안문-고시-000008.hwpx	hwpx	고용노동부	고시	2016	기안문
v-abstain-000009	info	0	1	0		1	1	0	PASS	page/0/table/0	page/0/table/0				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/외교부/2016/기안문-고시-000009.hwp	hwp	외교부	고시	2016	기안문
v-abstain-000010	info	0	1	0		1	1	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/기획재정부/2016/기안문-고시-000010.hwpx	hwpx	기획재정부	고시	2016	기안문
v-abstain-000011	info	0	1	0		1	1	0	PASS	page/1/header	page/1/header				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/공정거래위원회/2016/기안문-고시-000011.hwp	hwp	공정거래위원회	고시	2016	기안문
v-abstain-000012	info	0	1	0		1	1	0	PASS	page/1/footer	page/1/footer				0	1							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/금융위원회/2016/기안문-고시-000012.hwpx	hwpx	금융위원회	고시	2016	기안문
v-abstain-000013	info	0	1	0		1	1	0	PASS	page/0/body	page/0/body				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/방송통신위원회/2016/기안문-고시-000013.hwp	hwp	방송통신위원회	고시	2016	기안문
v-abstain-000014	info	0	1	0		1	1	0	PASS	page/0/para/0	page/0/para/0				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/개인정보보호위원회/2016/기안문-고시-000014.hwpx	hwpx	개인정보보호위원회	고시	2016	기안문
v-abstain-000015	info	0	1	0		1	1	0	PASS	page/0/table/0	page/0/table/0				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/국민권익위원회/2016/기안문-고시-000015.hwp	hwp	국민권익위원회	고시	2016	기안문
v-abstain-000016	info	0	1	0		1	1	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/국가인권위원회/2016/기안문-고시-000016.hwpx	hwpx	국가인권위원회	고시	2016	기안문
v-abstain-000017	info	0	1	0		1	1	0	PASS	page/1/header	page/1/header				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/통계청/2017/기안문-고시-000017.hwp	hwp	통계청	고시	2017	기안문
v-abstain-000018	info	0	1	0		1	1	0	PASS	page/1/footer	page/1/footer				0	2							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/기상청/2017/기안문-고시-000018.hwpx	hwpx	기상청	고시	2017	기안문
v-abstain-000019	info	0	1	0		1	1	0	PASS	page/0/body	page/0/body				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/관세청/2017/기안문-고시-000019.hwp	hwp	관세청	고시	2017	기안문
v-abstain-000020	info	0	1	0		1	1	0	PASS	page/0/para/0	page/0/para/0				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/검찰청/2017/기안문-고시-000020.hwpx	hwpx	검찰청	고시	2017	기안문
v-abstain-000021	info	0	1	0		1	1	0	PASS	page/0/table/0	page/0/table/0				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/경찰청/2017/기안문-고시-000021.hwp	hwp	경찰청	고시	2017	기안문
v-abstain-000022	info	0	1	0		1	1	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/소방청/2017/기안문-고시-000022.hwpx	hwpx	소방청	고시	2017	기안문
v-abstain-000023	info	0	1	0		1	1	0	PASS	page/1/header	page/1/header				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/해양경찰청/2017/기안문-고시-000023.hwp	hwp	해양경찰청	고시	2017	기안문
v-abstain-000024	info	0	1	0		1	1	0	PASS	page/1/footer	page/1/footer				0	3							0			0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|findingCount=0|exit=0		samples/병무청/2017/기안문-고시-000024.hwpx	hwpx	병무청	고시	2017	기안문
