case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-054181	info	1				5	9	0		section/0/ctrl/tbl	section/0/ctrl/tbl															4	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/교육부/2023/편람-공고-054181.hwp	hwp	교육부	공고	2023	편람
v-abstain-054182	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl	1	4													4	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/보건복지부/2023/편람-공고-054182.hwpx	hwpx	보건복지부	공고	2023	편람
v-abstain-054183	info	3	1			5				section/0/ctrl/tbl	section/0/ctrl/tbl			4												4	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/국토교통부/2023/편람-공고-054183.hwp	hwp	국토교통부	공고	2023	편람
v-abstain-054184	info	3	1			5				section/0/ctrl/tbl	section/0/ctrl/tbl				4											4	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/고용노동부/2023/편람-공고-054184.hwpx	hwpx	고용노동부	공고	2023	편람
v-abstain-054185	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl				4		pass									4	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/외교부/2023/편람-공고-054185.hwp	hwp	외교부	공고	2023	편람
v-abstain-054186	info	0				5	9	1		section/0/ctrl/tbl	section/0/ctrl/tbl															4	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/기획재정부/2023/편람-공고-054186.hwpx	hwpx	기획재정부	공고	2023	편람
v-abstain-054187	info	0		0		5				section/0/ctrl/tbl	section/0/ctrl/tbl													4		4	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/공정거래위원회/2023/편람-공고-054187.hwp	hwp	공정거래위원회	공고	2023	편람
v-abstain-054188	info	0		0		5				section/0/ctrl/tbl	section/0/ctrl/tbl														4	4	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/금융위원회/2023/편람-공고-054188.hwpx	hwpx	금융위원회	공고	2023	편람
v-abstain-054189	info	0		0		5				section/0/ctrl/tbl	section/0/ctrl/tbl										4					4	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/방송통신위원회/2023/편람-공고-054189.hwp	hwp	방송통신위원회	공고	2023	편람
v-abstain-054190	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl									1			4			4	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/개인정보보호위원회/2023/편람-공고-054190.hwpx	hwpx	개인정보보호위원회	공고	2023	편람
v-abstain-054191	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl				4							1				4	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/국민권익위원회/2023/편람-공고-054191.hwp	hwp	국민권익위원회	공고	2023	편람
v-abstain-054192	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl				4				OK							4	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/국가인권위원회/2023/편람-공고-054192.hwpx	hwpx	국가인권위원회	공고	2023	편람
v-abstain-054193	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl				0	4	fail									4	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/통계청/2023/편람-공고-054193.hwp	hwp	통계청	공고	2023	편람
v-abstain-054194	info	1				5	9	0		section/0/ctrl/tbl	section/0/ctrl/tbl															5	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/기상청/2023/편람-공고-054194.hwpx	hwpx	기상청	공고	2023	편람
v-abstain-054195	info	3				5				section/0/ctrl/tbl	section/0/ctrl/tbl	1	4													5	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/관세청/2023/편람-공고-054195.hwp	hwp	관세청	공고	2023	편람
v-abstain-054196	info	3	1			5				section/0/ctrl/tbl	section/0/ctrl/tbl			4												5	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/검찰청/2024/편람-공고-054196.hwpx	hwpx	검찰청	공고	2024	편람
