case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-060201	info	0	1	1		7				page/0/para/0	page/0/para/0															4	abstain	identical_and_has_signal	identical=true|exit=0	hasSignal=true	samples/외교부/2017/민원회신-훈령-060201.hwp	hwp	외교부	훈령	2017	민원회신
v-abstain-060202	info	3			1	7				page/0/para/0	page/0/para/0															4	abstain	reproduced_and_exit3	reproduced=true	exit=3	samples/기획재정부/2017/민원회신-훈령-060202.hwpx	hwpx	기획재정부	훈령	2017	민원회신
v-abstain-060203	info	4			1	7				page/0/para/0	page/0/para/0															4	abstain	reproduced_and_exit4	reproduced=true	exit=4	samples/공정거래위원회/2017/민원회신-훈령-060203.hwp	hwp	공정거래위원회	훈령	2017	민원회신
v-abstain-060204	info	1				7	7	0	STRUCT_MISMATCH	page/0/para/0	page/0/para/0															4	abstain	pagecount_match_and_struct_same_node	pageCountMismatch=false|pageCountA==pageCountB	struct=STRUCT_MISMATCH|exit=1	samples/금융위원회/2017/민원회신-훈령-060204.hwpx	hwpx	금융위원회	훈령	2017	민원회신
v-abstain-060205	info	1				7	7	1		page/0/para/0	page/0/para/0															4	abstain	pagecount_equal_and_mismatch_flag	pageCountA==pageCountB	pageCountMismatch=true|exit=1	samples/방송통신위원회/2017/민원회신-훈령-060205.hwp	hwp	방송통신위원회	훈령	2017	민원회신
v-abstain-060206	info	1				7	8	0		page/0/para/0	page/0/para/0															4	abstain	pagecount_unequal_and_match_flag	pageCountMismatch=false	pageCountA!=pageCountB|exit=1	samples/개인정보보호위원회/2017/민원회신-훈령-060206.hwpx	hwpx	개인정보보호위원회	훈령	2017	민원회신
v-abstain-060207	info	3				7				page/0/para/0	page/0/para/0	1	1													4	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/국민권익위원회/2017/민원회신-훈령-060207.hwp	hwp	국민권익위원회	훈령	2017	민원회신
v-abstain-060208	info	3				7				page/0/para/0	page/0/para/0	0	0													4	abstain	verify_false_and_zero_diff	verify.diffCount=0	verify.identical=false|exit=3	samples/국가인권위원회/2017/민원회신-훈령-060208.hwpx	hwpx	국가인권위원회	훈령	2017	민원회신
v-abstain-060209	info	3	1			7				page/0/para/0	page/0/para/0			1												4	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/통계청/2017/민원회신-훈령-060209.hwp	hwp	통계청	훈령	2017	민원회신
v-abstain-060210	info	3	1			7				page/0/para/0	page/0/para/0				1											4	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/기상청/2017/민원회신-훈령-060210.hwpx	hwpx	기상청	훈령	2017	민원회신
v-abstain-060211	info	3	1			7				page/0/para/0	page/0/para/0	0														4	abstain	identical_and_verify_false	identical=true	verify.identical=false|exit=3	samples/관세청/2017/민원회신-훈령-060211.hwp	hwp	관세청	훈령	2017	민원회신
v-abstain-060212	info	3				7				page/0/para/0	page/0/para/0				1		pass									4	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/검찰청/2017/민원회신-훈령-060212.hwpx	hwpx	검찰청	훈령	2017	민원회신
v-abstain-060213	info	3	0			7				page/0/para/0	page/0/para/0						pass									4	abstain	verdict_pass_and_identical_false	verdict=pass	identical=false|exit=3	samples/경찰청/2017/민원회신-훈령-060213.hwp	hwp	경찰청	훈령	2017	민원회신
v-abstain-060214	info	3	1			7				page/0/para/0	page/0/para/0				0		fail									4	abstain	verdict_fail_and_clean_success	identical=true|failCount=0	verdict=fail|exit=3	samples/소방청/2018/민원회신-훈령-060214.hwpx	hwpx	소방청	훈령	2018	민원회신
v-abstain-060215	info	0	0			7				page/0/para/0	page/0/para/0															4	abstain	exit0_and_identical_false	exit=0	identical=false	samples/해양경찰청/2018/민원회신-훈령-060215.hwp	hwp	해양경찰청	훈령	2018	민원회신
v-abstain-060216	info	0			0	7				page/0/para/0	page/0/para/0															4	abstain	exit0_and_reproduced_false	exit=0	reproduced=false	samples/병무청/2018/민원회신-훈령-060216.hwpx	hwpx	병무청	훈령	2018	민원회신
v-abstain-060217	info	0				7				page/0/para/0	page/0/para/0						fail									4	abstain	exit0_and_verdict_fail	exit=0	verdict=fail	samples/산림청/2018/민원회신-훈령-060217.hwp	hwp	산림청	훈령	2018	민원회신
v-abstain-060218	info	0				7	8	1		page/0/para/0	page/0/para/0															4	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/농촌진흥청/2018/민원회신-훈령-060218.hwpx	hwpx	농촌진흥청	훈령	2018	민원회신
v-abstain-060219	info	0				7			STRUCT_MISMATCH	page/0/para/0	page/0/para/0/alt															4	abstain	exit0_and_struct_mismatch	exit=0	struct=STRUCT_MISMATCH	samples/중소벤처기업부/2018/민원회신-훈령-060219.hwp	hwp	중소벤처기업부	훈령	2018	민원회신
v-abstain-060220	info	3				7				page/0/para/0	page/0/para/0						pass									4	abstain	exit3_and_verdict_pass	verdict=pass	exit=3	samples/과학기술정보통신부/2018/민원회신-훈령-060220.hwpx	hwpx	과학기술정보통신부	훈령	2018	민원회신
v-abstain-060221	info	3	1	0	1	7				page/0/para/0	page/0/para/0				0											4	abstain	reproduced_and_exit3	identical=true|hasSignal=false|reproduced=true|failCount=0	exit=3	samples/문화체육관광부/2018/민원회신-훈령-060221.hwp	hwp	문화체육관광부	훈령	2018	민원회신
v-abstain-060222	info	4				7	7	0		page/0/para/0	page/0/para/0															4	abstain	exit4_and_pagecount_ok	pageCountMismatch=false|pageCountA==pageCountB	exit=4	samples/환경부/2018/민원회신-훈령-060222.hwpx	hwpx	환경부	훈령	2018	민원회신
v-abstain-060223	info	0		0		7				page/0/para/0	page/0/para/0													1		4	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/해양수산부/2018/민원회신-훈령-060223.hwp	hwp	해양수산부	훈령	2018	민원회신
