case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-084281	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0	1	2													1	abstain	verify_identical_and_diffcount	verify.identical=true	verify.diffCount>0|exit=3	samples/산림청/2023/정보공개-공고-084281.hwp	hwp	산림청	공고	2023	정보공개
v-abstain-084282	info	3	1			11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0			2												1	abstain	identical_and_diffcount	identical=true	diffCount>0|exit=3	samples/농촌진흥청/2023/정보공개-공고-084282.hwpx	hwpx	농촌진흥청	공고	2023	정보공개
v-abstain-084283	info	3	1			11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				2											1	abstain	identical_and_failcount	identical=true	failCount>0|exit=3	samples/중소벤처기업부/2023/정보공개-공고-084283.hwp	hwp	중소벤처기업부	공고	2023	정보공개
v-abstain-084284	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				2		pass									1	abstain	verdict_pass_and_failcount	verdict=pass	failCount>0|exit=3	samples/과학기술정보통신부/2023/정보공개-공고-084284.hwpx	hwpx	과학기술정보통신부	공고	2023	정보공개
v-abstain-084285	info	0				11	13	1		page/0/table/0/cell/0/0	page/0/table/0/cell/0/0															1	abstain	exit0_and_pagecount_mismatch	exit=0	pageCountMismatch=true|pageCountA!=pageCountB	samples/문화체육관광부/2023/정보공개-공고-084285.hwp	hwp	문화체육관광부	공고	2023	정보공개
v-abstain-084286	info	0		0		11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0													2		1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overflowCount>0	samples/환경부/2024/정보공개-공고-084286.hwpx	hwpx	환경부	공고	2024	정보공개
v-abstain-084287	info	0		0		11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0														2	1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	overlapCount>0	samples/해양수산부/2024/정보공개-공고-084287.hwp	hwp	해양수산부	공고	2024	정보공개
v-abstain-084288	info	0		0		11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0										2					1	abstain	has_signal_false_and_counts	hasSignal=false|exit=0	signalCount>0	samples/법제처/2024/정보공개-지침-084288.hwpx	hwpx	법제처	지침	2024	정보공개
v-abstain-084289	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0									1			2			1	abstain	clean_true_and_findings	clean=true	findingCount>0|exit=3	samples/행정안전부/2024/정보공개-지침-084289.hwp	hwp	행정안전부	지침	2024	정보공개
v-abstain-084290	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				2							1				1	abstain	valid_true_and_failcount	valid=true	failCount>0|exit=3	samples/국세청/2024/정보공개-지침-084290.hwpx	hwpx	국세청	지침	2024	정보공개
v-abstain-084291	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				2				OK							1	abstain	status_ok_and_failcount	status=OK	failCount>0|exit=3	samples/대법원/2024/정보공개-지침-084291.hwp	hwp	대법원	지침	2024	정보공개
v-abstain-084292	info	3				11				page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	2	fail									1	abstain	passcount_and_verdict_fail	failCount=0	verdict=fail|exit=3	samples/특허청/2024/정보공개-지침-084292.hwpx	hwpx	특허청	지침	2024	정보공개
